^SAMPLE = GSM267432
!Sample_title = Hs 746T Cell Line(32K_A)
!Sample_geo_accession = GSM267432
!Sample_status = Public on Dec 29 2008
!Sample_submission_date = Feb 22 2008
!Sample_last_update_date = Dec 29 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Hs 746T Cell Line(32K_A)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Gastric Cell Line (Hs 746T)
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen Blood and Cell Culture DNA extraction kit.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = 2 Âµg of cell line and reference genomic DNA (unrelated pooled male lymophocyte DNA from healthy donors) were labeled with Cy3-dCTP or Cy5-dCTP respectively (Amersham Biosciences) using the Bioprime Labelling system (Invitrogen)
!Sample_source_name_ch2 = reference genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = unrelated pooled male lymophocyte DNA from healthy donors
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Qiagen Blood and Cell Culture DNA extraction kit.
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = 2 Âµg of cell line and reference genomic DNA (unrelated pooled male lymophocyte DNA from healthy donors) were labeled with Cy3-dCTP or Cy5-dCTP respectively (Amersham Biosciences) using the Bioprime Labelling system (Invitrogen)
!Sample_hyb_protocol = Hybridizations were performed using a MAUI hybridization station, and hybridized onto microarrays containing 32,000 DOP-PCR amplified BAC clones covering the human genome (Childrenâs Hospital Oakland Research Institute, BACPAC resources)
!Sample_scan_protocol = GeneChips were scanned using the GenePix 4000B scanner (Axon Instruments).
!Sample_description = Hs 746T Cell Line(32K_A)
!Sample_description = aCGH profiling for Gastric Cell Lines
!Sample_data_processing = The data were analyzed Genedata software for normalization and expression estimation
!Sample_platform_id = GPL6520
!Sample_contact_name = Wu,,Yonghui
!Sample_contact_email = yonghui@omniarray.com
!Sample_contact_institute = National Cancer Center of Singapore
!Sample_contact_address = 11 Hospital Drive
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169610
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM267nnn/GSM267432/suppl/GSM267432.gpr.gz
!Sample_series_id = GSE10611
!Sample_data_row_count = 16829
#ID_REF = NCCS(National Cancer Center Singapore) ID, spot identifier
#VALUE = normalized ratio (Cell line Signal / Reference Sample Signal)
#SN = Signal /noise
#RE = Reletive Error
!sample_table_begin
ID_REF	VALUE	SN	RE
1217804	1.1035273	4.210145	0.09995175
1218204	1.1518034	2.0921984	0.09816031
1218604	1.0639738	2.1801472	0.08383943
1224904	0.91426575	1.9646643	0.05763981
1225304	1.0965573	2.7554743	0.1410409
1225704	1.1100674	2.7613637	0.22324511
1227304	0.9585939	2.4477615	0.24708587
1220904	0.90679115	2.018657	0.19485605
1220504	1.0897309	4.4485297	0.077048935
1221504	0.96054393	5.5404415	0.07391081
1224004	0.9080225	3.141791	0.13082018
1223604	0.86011994	2.2969925	0.15350583
1256204	1.0114818	1.5757575	0.49259037
1256604	0.88393134	1.839416	0.13459378
1257004	0.81731963	2.0193799	0.18710473
1258604	0.919778	1.8836364	0.102240585
1259004	1.0149904	2.1433961	0.21813805
1259404	0.7844936	1.9444444	0.1944446
1261004	0.88077414	4.4407406	0.120755605
1261404	0.88108915	3.032847	0.22266734
!sample_table_end
