^SAMPLE = GSM96798
!Sample_title = CGH_2006011803_der(X)_cell1
!Sample_geo_accession = GSM96798
!Sample_status = Public on Feb 16 2006
!Sample_submission_date = Feb 15 2006
!Sample_last_update_date = Feb 15 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Amplified single-cell (number 1) gDNA (46,XX,der(X)t(X;14)(q21.3;q23.1)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Single-cell gDNA following Phi29 whole genome amplification
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = One hundred and fifty nanogram of Phi29 amplified single-cell gDNA was labelled by random priming with Cy5-dUTP
!Sample_source_name_ch2 = Non-amplified reference gDNA (46,XY)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Reference genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = One hundred and fifty nanogram of gDNA was labelled by random priming with Cy3-dUTP
!Sample_description = Analysis Phi29 amplified single-cell gDNA versus non-amplified gDNA
!Sample_data_processing = Spot intensities were corrected for local background and only spots with signal intensities at least 1.2-fold above background were included in the analysis and log2 values were calculated. For each array, the normalised ratio was obtained by calculating the median of the log2 signal intensities over all the autosomal fragments with measurements from abnormal chromosomes masked out, and substracting this value from all the signal intensities of the spots on the array
!Sample_platform_id = GPL3455
!Sample_contact_name = Joris,R,Vermeesch
!Sample_contact_email = Joris.Vermeesch@uz.kuleuven.ac.be
!Sample_contact_department = Center for Human Genetics
!Sample_contact_institute = Katholic University Leuven
!Sample_contact_address = Herestraat, 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = NONE
!Sample_series_id = GSE4244
!Sample_data_row_count = 8026
#ID_REF = 
#Cy5_signal = Mean of Cy5 foreground intensity
#Cy5_bkg = Median of Cy5 background intensity
#Cy3_signal = Mean of Cy3 foreground intensity
#Cy3_bkg = Median of Cy3 background intensity
#Cy5 = Cy5 signal
#Cy3 = Cy3 signal
#VALUE = Normalised log2 ratio defined as Cy5/Cy3
!sample_table_begin
ID_REF	Cy5_signal	Cy5_bkg	Cy3_signal	Cy3_bkg	Cy5	Cy3	VALUE
1	1456	554	2396	641	902	1755	-0.933818591017327
2	1301	582	2299	663	719	1636	-1.15965597158324
3	1028	597	1225	767	431	458	-0.0612066280886311
4	1102	613	1227	775	489	452	0.139964793456261
5	1460	575	4790	657	885	4133	-2.19698690248497
6	1484	590	4823	682	894	4141	-2.18517936526735
7	7202	583	8813	664	6619	8149	-0.273556658960798
8	6914	586	8481	673	6328	7808	-0.27675035217088
9	2830	550	7954	662	2280	7292	-1.65082763606782
10	3043	580	8242	682	2463	7560	-1.59151650569026
11	12499	602	9017	669	11897	8348	0.537548418357063
12	11059	635	7762	691	10424	7071	0.586375925516025
13	8129	596	7209	673	7533	6536	0.231269646766187
14	10462	641	8876	697	9821	8179	0.290398568135867
15	4710	568	7793	721	4142	7072	-0.745337620251705
16	4731	512	8135	633	4219	7502	-0.803921074522904
17	5056	614	4517	667	4442	3850	0.232804047996569
18	5017	600	4182	677	4417	3505	0.360105489061382
19	5867	605	4262	739	5262	3523	0.60525987459014
20	6416	582	4333	722	5834	3611	0.718540066868752
!sample_table_end
