^SAMPLE = GSM96797
!Sample_title = CGH_2006011803_del(4q)_cell3
!Sample_geo_accession = GSM96797
!Sample_status = Public on Feb 16 2006
!Sample_submission_date = Feb 15 2006
!Sample_last_update_date = Feb 15 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Amplified single-cell (number 3) gDNA (46,XX,del(4)(q13.1q22.3)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Single-cell gDNA following Phi29 whole genome amplification
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = One hundred and fifty nanogram of Phi29 amplified single-cell gDNA was labelled by random priming with Cy5-dUTP
!Sample_source_name_ch2 = Non-amplified reference gDNA (46,XY)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Reference genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = One hundred and fifty nanogram of gDNA was labelled by random priming with Cy3-dUTP
!Sample_description = Analysis Phi29 amplified single-cell gDNA versus non-amplified gDNA
!Sample_data_processing = Spot intensities were corrected for local background and only spots with signal intensities at least 1.2-fold above background were included in the analysis and log2 values were calculated. For each array, the normalised ratio was obtained by calculating the median of the log2 signal intensities over all the autosomal fragments with measurements from abnormal chromosomes masked out, and substracting this value from all the signal intensities of the spots on the array
!Sample_platform_id = GPL3455
!Sample_contact_name = Joris,R,Vermeesch
!Sample_contact_email = Joris.Vermeesch@uz.kuleuven.ac.be
!Sample_contact_department = Center for Human Genetics
!Sample_contact_institute = Katholic University Leuven
!Sample_contact_address = Herestraat, 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = NONE
!Sample_series_id = GSE4244
!Sample_data_row_count = 8026
#ID_REF = 
#Cy5_signal = Mean of Cy5 foreground intensity
#Cy5_bkg = Median of Cy5 background intensity
#Cy3_signal = Mean of Cy3 foreground intensity
#Cy3_bkg = Median of Cy3 background intensity
#Cy5 = Cy5 signal
#Cy3 = Cy3 signal
#VALUE = Normalised log2 ratio defined as Cy5/Cy3
!sample_table_begin
ID_REF	Cy5_signal	Cy5_bkg	Cy3_signal	Cy3_bkg	Cy5	Cy3	VALUE
1	1336	515	1973	555	821	1418	-0.749524217705171
2	1390	538	2209	578	852	1631	-0.897952258729506
3	893	576	1142	578	317	564	-0.792333134502846
4	953	577	1106	571	376	535	-0.469927041854331
5	3266	548	3974	564	2718	3410	-0.288347095387603
6	3536	546	4436	619	2990	3817	-0.31341451437355
7	7415	546	8366	573	6869	7793	-0.143199544104888
8	6878	570	7683	599	6308	7084	-0.128502364204863
9	6871	519	5124	541	6352	4583	0.509797814525186
10	10410	559	7565	591	9851	6974	0.537163007278206
11	8879	505	7014	560	8374	6454	0.414602528009901
12	9048	559	7565	603	8489	6962	0.324971988720381
13	5840	531	7550	572	5309	6978	-0.355494268314103
14	6183	540	8310	624	5643	7686	-0.406891439061911
15	8230	585	7658	610	7645	7048	0.156181765084294
16	8771	580	8005	614	8191	7391	0.187149208342489
17	3196	527	3487	576	2669	2911	-0.0863363462242588
18	3073	550	3592	608	2523	2984	-0.203228141522397
19	2025	550	5584	567	1475	5017	-1.72723079587119
20	2160	562	5756	568	1598	5188	-1.66003188356718
!sample_table_end
