^SAMPLE = GSM745823
!Sample_title = Colon cancer sample 7 using 75ng input DNA
!Sample_geo_accession = GSM745823
!Sample_status = Public on Jan 17 2012
!Sample_submission_date = Jun 21 2011
!Sample_last_update_date = Jan 17 2012
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon cancer
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = sample id: 7
!Sample_characteristics_ch1 = tissue: Colon cancer, FFPE
!Sample_characteristics_ch1 = input dna: 75ng
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = DNA isolation protocol available via www.vumc.nl/microarrays. Also described in Buffart et al, J Pathol. 2007 Jan;211(1):45-51
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = DNA labeling protocol according to Enzo Life Sciences
!Sample_source_name_ch2 = Normal colon mucosa
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = sample id: 7
!Sample_characteristics_ch2 = tissue: Normal colon mucosa (Patient own normal, FFPE)
!Sample_characteristics_ch2 = input dna: 75ng
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNA isolation protocol available via www.vumc.nl/microarrays. Also described in Buffart et al, J Pathol. 2007 Jan;211(1):45-51
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = DNA labeling protocol according to Enzo Life Sciences
!Sample_hyb_protocol = Hybridization protocol available via www.agilent.com
!Sample_scan_protocol = Slides were scanned using the Agilent microarray scanner, protocol according to Agilent.
!Sample_description = Sample7_75ng
!Sample_description = Colon cancer sample 7 using 75ng input DNA
!Sample_description = US22502676_252252210371_S01_CGH_105_Dec08_1_2.txt
!Sample_data_processing = Median normalization in R/Bioconductor
!Sample_platform_id = GPL8687
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM745nnn/GSM745823/suppl/GSM745823.txt.gz
!Sample_series_id = GSE30121
!Sample_series_id = GSE30123
!Sample_data_row_count = 173305
#ID_REF = 
#VALUE = normalized log2 ratio (Cy5/Cy3) representing tumor/normal
!sample_table_begin
ID_REF	VALUE
81584	-0.04925223413038
115021	-0.19641885523104
59850	-0.25105170340914
123164	-0.20204689746865
140376	-0.17425540243292
111805	-0.3961008321449
91785	-0.21186250278037
55410	-0.14018780585948
49634	0.0950152105350601
61425	-0.0159934892559597
178535	0.36878160285397
70828	-0.32939047127798
177952	0.17780156457593
122808	-0.23721945608178
64151	-0.1183634672364
60883	-0.12148114101551
129698	-0.11836428386879
140610	0.14283828687743
180564	-0.3426913640935
37368	0.11260342066753
!sample_table_end
