^SAMPLE = GSM89910
!Sample_title = aCGH:02-15142-Fibrous Histiocytoma(DNA from PAR)(Male)
!Sample_geo_accession = GSM89910
!Sample_status = Public on Dec 30 2005
!Sample_submission_date = Dec 29 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = aCGH:02-15142-Fibrous Histiocytoma
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = aCGH:02-15142-Fibrous Histiocytoma
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = XY DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = XY DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: aCGH, aCGH tumor tissue
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2003-02/37751.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL3291
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3930
!Sample_data_row_count = 43104
#ID_REF = ID_REF
#CH1I_MEAN = Mean feature pixel intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale
#CH2I_MEAN = Mean feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale
#CH1B_MEDIAN = The median feature background intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel; Background
#CH2B_MEDIAN = The median feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH1D_MEAN = The mean feature pixel intensity at wavelength 532 nm with the median background subtracted.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = .The mean feature pixel intensity at wavelength 635 nm with the median background subtracted.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1I_MEDIAN = Median feature pixel intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale
#CH2I_MEDIAN = Median feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale
#CH1B_MEAN = The mean feature background intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = The mean feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Background
#CH1D_MEDIAN = The median feature pixel intensity at wavelength 532 nm with the median background subtracted.; Type: integer; Scale: linear_scale
#CH2D_MEDIAN = The median feature pixel intensity at wavelength 635 nm with the median background subtracted.; Type: integer; Scale: linear_scale
#CH1_PER_SAT = The percentage of feature pixels at wavelength 532 nm that are saturated.; Type: integer; Scale: linear_scale
#CH2_PER_SAT = The percentage of feature pixels at wavelength 635 nm that are saturated.; Type: integer; Scale: linear_scale
#CH1I_SD = The standard deviation of the feature intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_SD = The standard deviation of the feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_SD = The standard deviation of the feature background intensity at wavelength 532 nm.; Type: float; Scale: linear_scale; Channel: Cy3 Channel; Background
#CH2B_SD = The standard deviation of the feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PERGTBCH1I_2SD = The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_2SD = The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#SUM_MEAN = The sum of the arithmetic mean intensities for each wavelength, with the median background subtracted.; Type: integer; Scale: linear_scale
#SUM_MEDIAN = The sum of the median intensities for each wavelength, with the median background subtracted.; Type: integer; Scale: linear_scale
#RAT1_MEAN = Ratio of the arithmetic mean intensities of each spot for each wavelength, with the median background subtracted. Channel 1/Channel 2 ratio, (CH1I_MEAN - CH1B_MEDIAN)/(CH2I_MEAN - CH2B_MEDIAN) or Green/Red ratio.; Type: float; Scale: linear_scale
#RAT2_MEAN = The ratio of the arithmetic mean intensities of each feature for each wavelength, with the median background subtracted.; Type: float; Scale: linear_scale
#RAT2_MEDIAN = The ratio of the median intensities of each feature for each wavelength, with the median background subtracted.; Type: float; Scale: linear_scale
#PIX_RAT2_MEAN = The geometric mean of the pixel-by-pixel ratios of pixel intensities, with the median background subtracted.; Type: float; Scale: linear_scale
#PIX_RAT2_MEDIAN = The median of pixel-by-pixel ratios of pixel intensities, with the median background subtracted.; Type: float; Scale: linear_scale
#RAT2_SD = The geometric standard deviation of the pixel intensity ratios.; Type: float; Scale: linear_scale
#TOT_SPIX = The total number of feature pixels.; Type: integer; Scale: linear_scale
#TOT_BPIX = The total number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#DIAMETER = The diameter in um of the feature-indicator.; Type: integer; Scale: linear_scale
#X_COORD = X-coordinate of the center of the spot-indicator associated with the spot, where (0,0) is the top left of the image.; Type: integer; Scale: linear_scale
#Y_COORD = Y-coordinate of the center of the spot-indicator associated with the spot, where (0,0) is the top left of the image.; Type: integer; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = The type of flag associated with a feature: -100 = user-flagged null spot; -50 = software-flagged null spot; 0 = spot valid.; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#CH2IN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) intensity (CH2I_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale
#CH2DN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEDIAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#RAT2N_MEDIAN = Channel 2/Channel 1 ratio normalized, RAT2_MEDIAN/Normalization factor or Red/Green median ratio normalized.; Type: float; Scale: linear_scale
#VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
#LOG_RAT2N_MEDIAN = Log (base 2) of the ratio of the median of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEDIAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1I_MEDIAN	CH2I_MEDIAN	CH1B_MEAN	CH2B_MEAN	CH1D_MEDIAN	CH2D_MEDIAN	CH1_PER_SAT	CH2_PER_SAT	CH1I_SD	CH2I_SD	CH1B_SD	CH2B_SD	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PERGTBCH1I_2SD	PERGTBCH2I_2SD	SUM_MEAN	SUM_MEDIAN	RAT1_MEAN	RAT2_MEAN	RAT2_MEDIAN	PIX_RAT2_MEAN	PIX_RAT2_MEDIAN	RAT2_SD	TOT_SPIX	TOT_BPIX	REGR	CORR	DIAMETER	X_COORD	Y_COORD	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	CH2IN_MEDIAN	CH2DN_MEDIAN	RAT1N_MEAN	RAT2N_MEDIAN	VALUE	LOG_RAT2N_MEDIAN
1	309	417	305	412	4	5	304	371	317	429	-1	-41	0	0	70	192	91	174	11	23	1	3	9	-42	.8	1.25	null	2.988	3.106	3.928	52	348	16.66	.11	90	2330	7800	91	100	68	77	-50	464	458	6	1.391	413	-46	.719	null	.476	null
2	348	384	306	382	42	2	302	373	306	402	-4	-9	0	0	153	148	66	165	26	17	17	0	44	-13	21	.048	null	1.283	1.663	3.882	52	312	-1	-1	90	2480	7800	91	100	83	92	-50	427	425	2	.053	415	-10	18.874	null	-4.238	null
3	364	393	296	370	68	23	311	398	296	399	15	28	0	0	189	135	66	169	23	11	15	1	91	43	2.957	.338	1.867	1.949	2.814	4.17	52	312	-1	-1	90	2620	7800	91	100	97	106	-50	437	412	26	.376	443	31	2.657	2.077	-1.41	1.054
4	368	412	281	379	87	33	323	398	288	388	42	19	0	0	159	159	67	155	48	21	19	5	120	61	2.636	.379	.452	1.647	1.344	4.25	52	312	6.074	.16	90	2770	7800	91	100	112	121	-50	458	422	37	.422	443	21	2.369	.503	-1.245	-.99
5	392	381	293	396	99	-15	328	402	294	405	35	6	0	0	194	135	67	162	42	7	23	0	84	41	null	null	.171	1.33	1.7	4.792	52	312	16.575	.03	90	2910	7800	91	100	126	135	-50	424	441	-17	null	447	7	null	.191	null	-2.39
6	319	380	294	378	25	2	296	375	298	393	2	-3	0	0	87	160	66	165	26	19	15	0	27	-1	12.5	.08	null	2.928	3.889	3.585	52	312	57.002	.03	90	3060	7800	91	100	141	150	-50	423	421	2	.089	417	-3	11.234	null	-3.49	null
7	483	371	284	354	199	17	316	342	290	378	32	-12	0	0	382	198	67	162	44	15	30	7	216	20	11.706	.085	null	1.371	1.19	4.29	52	322	.392	.4	90	3200	7800	91	100	155	164	-50	413	394	19	.095	381	-13	10.521	null	-3.395	null
8	397	384	275	371	122	13	302	357	287	373	27	-14	0	0	245	191	77	158	28	15	23	7	135	13	9.385	.107	null	1.411	1.059	5.101	52	334	1.536	.3	90	3350	7800	91	100	170	179	-50	427	413	14	.119	397	-16	8.434	null	-3.076	null
9	1052	982	292	391	760	591	1030	986	355	420	738	595	0	0	199	213	197	199	100	96	96	82	1351	1333	1.286	.778	.806	.749	.757	1.554	52	301	.854	.78	90	3500	7810	92	101	185	194	0	1093	435	658	.865	1097	662	1.156	.897	-.209	-.157
10	448	357	315	386	133	-29	380	352	364	404	65	-34	0	0	165	156	182	188	40	11	9	0	104	31	null	null	null	.738	1.101	6.601	52	324	1.941	.2	90	3640	7800	91	100	199	208	-50	397	429	-32	null	392	-38	null	null	null	null
11	956	733	302	374	654	359	946	725	310	390	644	351	0	0	169	244	74	158	100	82	100	57	1013	995	1.822	.549	.545	.489	.559	2.295	52	316	.609	.54	90	3800	7820	93	102	215	224	0	816	416	399	.611	807	391	1.637	.606	-.711	-.722
12	669	664	286	392	383	272	688	614	291	416	402	222	0	0	163	229	64	157	93	65	84	37	655	624	1.408	.71	.552	.644	.65	2.582	32	166	1.124	.54	60	3940	7810	94	100	231	237	0	739	436	303	.79	683	247	1.266	.614	-.34	-.703
13	536	472	295	380	241	92	492	461	300	395	197	81	0	0	162	225	69	148	82	32	76	11	333	278	2.62	.382	.411	.569	.684	4.306	52	332	4.804	.11	90	4080	7800	91	100	243	252	-50	525	423	102	.425	513	90	2.354	.457	-1.235	-1.128
14	1203	972	305	400	898	572	1106	954	316	414	801	554	0	0	302	282	91	158	100	93	100	78	1470	1355	1.57	.637	.692	.576	.654	1.643	32	204	.694	.79	70	4220	7810	93	100	258	265	0	1082	445	636	.709	1061	616	1.411	.77	-.497	-.378
15	903	766	308	394	595	372	884	714	315	416	576	320	0	0	139	269	83	167	100	80	100	48	967	896	1.599	.625	.556	.465	.603	2.795	52	321	.876	.58	90	4380	7810	92	101	273	282	0	852	438	414	.696	794	356	1.437	.618	-.524	-.694
16	1180	1351	305	395	875	956	1245	1235	310	411	940	840	0	0	495	594	76	156	100	93	97	87	1831	1780	.915	1.093	.894	1.049	1.044	1.709	80	342	1.16	.9	100	4530	7810	92	102	288	298	0	1503	440	1064	1.216	1374	935	.823	.994	.282	-.008
17	892	872	309	384	583	488	857	863	320	402	548	479	0	0	198	231	87	159	100	92	100	80	1071	1027	1.195	.837	.874	.827	.841	1.915	52	265	.958	.67	90	4670	7810	92	101	302	311	0	970	427	543	.931	960	533	1.074	.973	-.103	-.04
18	312	390	315	362	-3	28	312	377	318	385	-3	15	0	0	63	167	81	154	5	23	3	5	25	12	null	null	null	2.728	2.629	3.593	52	302	.059	.1	90	4810	7800	91	100	316	325	-50	434	403	31	null	419	17	null	null	null	null
19	1917	1834	296	362	1621	1472	1895	1836	299	379	1599	1474	0	0	428	447	69	150	100	100	100	98	3093	3073	1.101	.908	.922	.887	.961	1.409	80	383	.921	.93	100	4960	7810	92	102	331	341	0	2041	403	1638	1.01	2043	1640	.99	1.026	.015	.037
20	878	678	296	374	582	304	901	660	300	383	605	286	0	0	180	232	69	149	100	75	96	46	886	891	1.914	.522	.473	.442	.569	2.438	32	206	.625	.46	70	5110	7810	93	100	347	354	0	754	416	338	.581	734	318	1.721	.526	-.783	-.927
!sample_table_end
