^SAMPLE = GSM89909
!Sample_title = aCGH:02-30855-Fibrous Histiocytoma(DNA from PAR)(Female)
!Sample_geo_accession = GSM89909
!Sample_status = Public on Dec 30 2005
!Sample_submission_date = Dec 29 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = aCGH:02-30855-Fibrous Histiocytoma
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = aCGH:02-30855-Fibrous Histiocytoma
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = XX DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = XX DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: aCGH, aCGH tumor tissue
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2003-02/37750.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL3291
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3930
!Sample_data_row_count = 43104
#ID_REF = ID_REF
#CH1I_MEAN = Mean feature pixel intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale
#CH2I_MEAN = Mean feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale
#CH1B_MEDIAN = The median feature background intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel; Background
#CH2B_MEDIAN = The median feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH1D_MEAN = The mean feature pixel intensity at wavelength 532 nm with the median background subtracted.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = .The mean feature pixel intensity at wavelength 635 nm with the median background subtracted.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1I_MEDIAN = Median feature pixel intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale
#CH2I_MEDIAN = Median feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale
#CH1B_MEAN = The mean feature background intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = The mean feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Background
#CH1D_MEDIAN = The median feature pixel intensity at wavelength 532 nm with the median background subtracted.; Type: integer; Scale: linear_scale
#CH2D_MEDIAN = The median feature pixel intensity at wavelength 635 nm with the median background subtracted.; Type: integer; Scale: linear_scale
#CH1_PER_SAT = The percentage of feature pixels at wavelength 532 nm that are saturated.; Type: integer; Scale: linear_scale
#CH2_PER_SAT = The percentage of feature pixels at wavelength 635 nm that are saturated.; Type: integer; Scale: linear_scale
#CH1I_SD = The standard deviation of the feature intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_SD = The standard deviation of the feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_SD = The standard deviation of the feature background intensity at wavelength 532 nm.; Type: float; Scale: linear_scale; Channel: Cy3 Channel; Background
#CH2B_SD = The standard deviation of the feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PERGTBCH1I_2SD = The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_2SD = The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#SUM_MEAN = The sum of the arithmetic mean intensities for each wavelength, with the median background subtracted.; Type: integer; Scale: linear_scale
#SUM_MEDIAN = The sum of the median intensities for each wavelength, with the median background subtracted.; Type: integer; Scale: linear_scale
#RAT1_MEAN = Ratio of the arithmetic mean intensities of each spot for each wavelength, with the median background subtracted. Channel 1/Channel 2 ratio, (CH1I_MEAN - CH1B_MEDIAN)/(CH2I_MEAN - CH2B_MEDIAN) or Green/Red ratio.; Type: float; Scale: linear_scale
#RAT2_MEAN = The ratio of the arithmetic mean intensities of each feature for each wavelength, with the median background subtracted.; Type: float; Scale: linear_scale
#RAT2_MEDIAN = The ratio of the median intensities of each feature for each wavelength, with the median background subtracted.; Type: float; Scale: linear_scale
#PIX_RAT2_MEAN = The geometric mean of the pixel-by-pixel ratios of pixel intensities, with the median background subtracted.; Type: float; Scale: linear_scale
#PIX_RAT2_MEDIAN = The median of pixel-by-pixel ratios of pixel intensities, with the median background subtracted.; Type: float; Scale: linear_scale
#RAT2_SD = The geometric standard deviation of the pixel intensity ratios.; Type: float; Scale: linear_scale
#TOT_SPIX = The total number of feature pixels.; Type: integer; Scale: linear_scale
#TOT_BPIX = The total number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#DIAMETER = The diameter in um of the feature-indicator.; Type: integer; Scale: linear_scale
#X_COORD = X-coordinate of the center of the spot-indicator associated with the spot, where (0,0) is the top left of the image.; Type: integer; Scale: linear_scale
#Y_COORD = Y-coordinate of the center of the spot-indicator associated with the spot, where (0,0) is the top left of the image.; Type: integer; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = The type of flag associated with a feature: -100 = user-flagged null spot; -50 = software-flagged null spot; 0 = spot valid.; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#CH2IN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) intensity (CH2I_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale
#CH2DN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEDIAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#RAT2N_MEDIAN = Channel 2/Channel 1 ratio normalized, RAT2_MEDIAN/Normalization factor or Red/Green median ratio normalized.; Type: float; Scale: linear_scale
#VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
#LOG_RAT2N_MEDIAN = Log (base 2) of the ratio of the median of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEDIAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1I_MEDIAN	CH2I_MEDIAN	CH1B_MEAN	CH2B_MEAN	CH1D_MEDIAN	CH2D_MEDIAN	CH1_PER_SAT	CH2_PER_SAT	CH1I_SD	CH2I_SD	CH1B_SD	CH2B_SD	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PERGTBCH1I_2SD	PERGTBCH2I_2SD	SUM_MEAN	SUM_MEDIAN	RAT1_MEAN	RAT2_MEAN	RAT2_MEDIAN	PIX_RAT2_MEAN	PIX_RAT2_MEDIAN	RAT2_SD	TOT_SPIX	TOT_BPIX	REGR	CORR	DIAMETER	X_COORD	Y_COORD	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	CH2IN_MEDIAN	CH2DN_MEDIAN	RAT1N_MEAN	RAT2N_MEDIAN	VALUE	LOG_RAT2N_MEDIAN
1	363	253	335	257	28	-4	341	233	361	278	6	-24	0	0	112	117	123	138	13	11	5	1	24	-18	null	null	null	.746	1.091	5.406	52	348	1.315	.46	90	2350	7820	45	54	78	87	-50	237	240	-4	null	218	-22	null	null	null	null
2	482	328	340	252	142	76	345	276	356	267	5	24	0	0	262	200	100	114	40	28	30	19	218	29	1.868	.535	4.8	.973	.918	2.825	52	313	.832	.55	90	2500	7820	45	54	93	102	-50	307	236	71	.501	258	22	1.997	4.492	-.998	2.167
3	482	293	307	208	175	85	344	257	312	226	37	49	0	0	282	149	83	105	40	34	30	19	260	86	2.059	.486	1.324	.69	.667	4.418	52	312	.438	.49	90	2650	7820	45	54	108	117	-50	274	195	80	.454	240	46	2.2	1.239	-1.138	.309
4	449	291	296	205	153	86	346	266	299	218	50	61	0	0	282	162	66	94	34	38	23	23	239	111	1.779	.562	1.22	1.058	.851	3.497	52	312	.515	.56	90	2790	7820	45	54	122	131	-50	272	192	80	.526	249	57	1.901	1.142	-.927	.191
5	430	267	289	205	141	62	331	201	296	222	42	-4	0	0	280	167	62	104	38	30	25	17	203	38	2.274	.44	null	1.251	1.095	3.671	52	301	.556	.61	90	2940	7820	45	54	137	146	-50	250	192	58	.411	188	-4	2.43	null	-1.281	null
6	383	260	298	210	85	50	337	234	304	222	39	24	0	0	136	117	62	105	46	28	23	9	135	63	1.7	.588	.615	.909	.858	4.201	52	323	1.869	.29	90	3080	7820	45	54	151	160	-50	243	197	47	.55	219	22	1.817	.576	-.861	-.796
7	1355	1029	302	203	1053	826	1410	1053	305	210	1108	850	0	0	348	333	62	92	100	96	100	96	1879	1958	1.275	.784	.767	.744	.781	1.496	32	220	.796	.9	70	3240	7830	47	54	168	175	0	963	190	773	.734	985	795	1.362	.718	-.446	-.478
8	908	578	289	200	619	378	904	533	293	209	615	333	0	0	149	210	59	91	100	100	100	87	997	948	1.638	.611	.541	.54	.481	1.678	32	158	.711	.79	60	3380	7830	48	54	183	189	0	541	187	354	.571	499	312	1.75	.507	-.807	-.981
9	1279	1072	295	213	984	859	1277	1063	304	227	982	850	0	0	221	252	79	106	100	100	100	100	1843	1832	1.146	.873	.866	.861	.892	1.412	80	409	.897	.89	110	3530	7830	45	56	195	206	0	1003	199	804	.817	995	795	1.224	.81	-.292	-.304
10	537	401	313	239	224	162	569	376	321	246	256	137	0	0	108	131	93	115	81	56	59	31	386	393	1.383	.723	.535	.687	.793	2.692	32	190	.845	.57	70	3670	7830	47	54	211	218	0	375	224	152	.677	352	128	1.478	.501	-.563	-.998
11	1145	854	315	228	830	626	1148	824	310	238	833	596	0	0	202	204	66	99	100	100	100	100	1456	1429	1.326	.754	.715	.739	.735	1.458	80	358	.774	.87	100	3830	7830	46	56	226	236	0	799	213	586	.706	771	558	1.417	.67	-.503	-.579
12	762	601	296	226	466	375	740	591	304	234	444	365	0	0	144	195	60	94	100	94	100	86	841	809	1.243	.805	.822	.765	.797	1.683	52	289	.945	.76	90	3970	7830	46	55	240	249	0	562	211	351	.753	553	342	1.328	.769	-.409	-.378
13	713	590	298	206	415	384	719	590	301	217	421	384	0	0	144	199	63	97	100	90	100	82	799	805	1.081	.925	.912	.864	.939	2.129	52	288	1.015	.73	90	4120	7830	46	55	255	264	0	552	193	359	.866	552	359	1.155	.853	-.208	-.229
14	979	927	313	211	666	716	944	913	319	229	631	702	0	0	320	375	73	105	100	96	97	92	1382	1333	.93	1.075	1.113	1.003	1.128	1.789	80	358	1.106	.9	100	4270	7830	46	56	270	280	0	867	197	670	1.006	854	657	.994	1.041	.009	.058
15	992	803	311	217	681	586	989	800	319	229	678	583	0	0	145	214	70	95	100	100	100	98	1267	1261	1.162	.86	.86	.815	.881	1.56	80	302	.917	.85	100	4410	7830	46	56	284	294	0	751	203	548	.805	749	546	1.242	.805	-.313	-.314
16	1809	1848	315	236	1494	1612	1842	1730	324	246	1527	1494	0	0	397	531	73	99	100	100	100	100	3106	3021	.927	1.079	.978	1.066	1.07	1.277	52	278	1.056	.95	90	4550	7820	45	54	298	307	0	1729	221	1508	1.01	1619	1398	.99	.916	.014	-.127
17	1212	1206	329	254	883	952	1233	1217	335	266	904	963	0	0	288	319	74	113	97	98	97	98	1835	1867	.928	1.078	1.065	1.097	1.077	1.413	80	334	1.116	.91	100	4700	7830	46	56	313	323	0	1128	238	891	1.009	1139	901	.991	.997	.013	-.005
18	382	307	335	243	47	64	361	271	341	266	26	28	0	0	113	148	73	121	36	25	13	9	111	54	.734	1.362	1.077	1.328	1.805	3.867	52	277	2.665	.25	90	4840	7820	45	54	327	336	-50	287	227	60	1.274	254	26	.785	1.008	.35	.011
19	3390	3194	333	226	3057	2968	3483	3195	334	238	3150	2969	0	0	567	601	67	101	100	100	100	100	6025	6119	1.03	.971	.943	.969	.954	1.177	80	348	.98	.97	100	4990	7830	46	56	342	352	0	2989	211	2777	.908	2990	2778	1.101	.882	-.138	-.181
20	1037	733	320	235	717	498	1033	734	347	238	713	499	0	0	195	177	379	90	96	100	42	96	1215	1212	1.44	.695	.7	.665	.694	1.553	52	278	.705	.85	90	5140	7820	45	54	357	366	0	686	220	466	.65	687	467	1.539	.655	-.622	-.611
!sample_table_end
