^SAMPLE = GSM77518
!Sample_title = 1EP38
!Sample_geo_accession = GSM77518
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.42	2694	2520	1024	296	318	173	52	340	1937	1842	718	145	150	52	52	340
G000001-2	0.466	2353	2136	954	278	292	118	52	340	1645	1588	639	143	145	43	52	340
G000001-3	0.394	2691	2678	619	251	269	103	32	236	1993	2007	419	136	144	58	32	236
G000002-1	0.226	13956	13430	3526	380	402	162	52	340	11792	11683	2241	184	206	122	52	340
G000002-2	0.129	13297	13422	2397	361	378	131	52	340	12006	11561	2314	174	185	64	52	340
G000002-3	-0.004	11232	10985	2152	320	339	138	52	340	11121	10956	2123	175	186	81	52	340
G000003-1	0.246	7582	6982	2751	406	420	139	52	340	6252	6205	1787	201	209	62	52	340
G000003-2	0.155	7234	6778	2436	405	430	135	52	340	6327	5974	1811	194	208	76	52	340
G000003-3	0.17	7976	7797	2424	406	428	145	52	340	6929	6752	1803	199	209	81	52	340
G000004-1	0.264	16943	16272	3465	426	450	138	52	420	13962	12543	3951	211	229	101	52	420
G000004-2	0.296	16684	15557	4068	442	462	158	52	420	13443	12486	3404	211	221	71	52	420
G000004-3	0.25	16871	16265	3008	423	449	169	52	340	14037	13522	2601	204	225	115	52	340
G000005-1	0.393	22059	20782	4950	430	441	146	52	340	16708	15774	3049	236	244	84	52	340
G000005-2	0.425	20793	19282	5344	423	442	142	52	340	15394	14138	4655	219	231	82	52	340
G000005-3	0.333	19798	18319	5389	410	419	124	52	340	15597	13125	5260	207	213	59	52	340
G000006-1	0.225	13278	12992	2534	409	422	188	52	340	11210	11269	2261	203	226	196	52	340
G000006-2	0.179	12715	12143	3352	372	379	109	52	340	11099	10892	2188	197	204	64	52	340
G000006-3	-0.174	12647	12328	1977	353	356	114	52	340	14063	13684	2128	193	197	60	52	340
G000007-1	0.416	7710	7300	1789	318	343	177	52	420	5688	5484	1345	147	153	51	52	420
G000007-2	0.365	6678	6516	1454	315	336	331	52	406	5092	5150	1024	150	163	61	52	406
!sample_table_end
