^SAMPLE = GSM77530
!Sample_title = 2EP11
!Sample_geo_accession = GSM77530
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.691	1671	1886	1040	554	565	171	80	542	1110	1387	930	418	431	120	80	542
G000001-2	0.748	1916	1738	657	561	571	172	52	420	1241	1267	518	434	439	131	52	420
G000001-3	0.755	1857	1845	732	561	576	173	52	420	1220	1286	462	452	459	131	52	420
G000002-1	0.632	13560	13287	3387	521	572	232	52	420	8840	8644	2573	427	461	203	52	420
G000002-2	0.591	12221	12147	2833	536	581	249	52	420	8189	7864	2363	432	467	247	52	420
G000002-3	0.52	12650	12608	3076	528	550	169	52	420	8906	8650	2199	452	487	220	52	420
G000003-1	1.939	484	536	347	507	525	165	120	722	408	411	115	414	425	140	120	722
G000003-2		502	520	174	519	528	161	120	689	432	441	120	420	423	115	120	689
G000003-3	0.16	532	525	132	513	532	167	120	741	455	457	133	438	452	121	120	741
G000004-1	0.483	11661	11571	2690	452	476	157	52	340	8420	8036	2316	402	427	147	52	340
G000004-2	0.548	10734	10782	3676	456	472	147	52	420	7432	7341	2824	401	410	115	52	420
G000004-3	0.434	10039	10229	2956	461	499	194	52	420	7468	7358	2312	378	400	148	52	420
G000005-1	0.385	12247	12559	2939	406	414	136	52	420	9427	9390	3326	359	375	123	52	420
G000005-2	0.408	14221	14586	3588	400	419	137	52	420	10795	11522	3208	376	382	112	52	420
G000005-3	0.422	14425	14104	2406	440	455	156	52	340	10826	11029	2047	387	389	107	52	340
G000006-1	0.444	10547	10425	3854	345	375	197	120	676	7833	7625	2824	332	355	152	120	676
G000006-2	0.44	9111	9653	4477	336	363	186	120	670	6814	7140	3123	347	374	167	120	670
G000006-3	0.407	10636	10650	4529	340	355	117	120	723	8096	8006	3502	331	344	127	120	723
G000007-1	0.57	10185	10237	2388	569	612	230	52	420	6936	6952	2187	460	501	202	52	420
G000007-2	0.565	10156	10078	2372	527	534	152	52	420	6902	6741	1888	395	403	109	52	420
!sample_table_end
