^SAMPLE = GSM77499
!Sample_title = 1EP13
!Sample_geo_accession = GSM77499
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	-0.145	6905	6749	1707	699	699	141	52	340	7184	6743	1683	320	322	68	52	340
G000001-2	0.058	6352	5898	1832	726	836	457	52	340	5734	5310	1492	331	373	180	52	340
G000001-3	-0.685	513	579	322	1071	1186	525	120	720	790	1087	1234	1687	1985	1813	120	720
G000002-1	-0.115	23029	21817	5588	540	567	224	52	420	24646	23674	5498	284	290	69	52	420
G000002-2	-0.166	15887	15285	4237	499	511	124	52	420	17524	16683	4482	257	261	65	52	420
G000002-3	0.013	6452	6682	1062	1246	1385	720	12	104	6132	6205	1168	971	974	647	12	104
G000003-1	-0.006	12569	11963	3705	577	593	138	52	420	12328	11609	3154	287	292	62	52	420
G000003-2	0.002	10765	10552	2902	513	527	174	52	420	10496	10224	2582	259	263	58	52	420
G000003-3	-0.147	6285	6092	1687	713	1033	854	52	340	6540	6031	1820	369	702	721	52	340
G000004-1	-0.002	19126	19093	3233	593	595	141	52	420	18846	18741	2518	288	293	65	52	420
G000004-2	0.035	17400	18004	3597	550	552	120	52	420	16716	17167	3329	272	274	58	52	420
G000004-3	-0.049	11845	12021	2439	706	1545	4274	52	420	11875	11536	2549	353	1109	4144	52	420
G000005-1	0.261	39100	37028	7828	585	594	140	52	420	32419	30810	7509	281	285	64	52	420
G000005-2	0.13	35193	32453	8925	536	603	565	52	340	31952	29048	8623	272	283	98	52	340
G000005-3	0.234	27686	25408	9420	599	817	623	52	420	23337	21154	7947	308	608	761	52	420
G000006-1	-0.047	29380	26597	7286	603	611	155	52	420	30025	27758	6788	294	296	68	52	420
G000006-2	-0.037	26367	25211	6199	562	571	130	52	420	26757	25289	6930	274	282	60	52	420
G000006-3	-0.158	23953	22981	4902	496	502	113	52	420	26429	26027	5180	253	256	58	52	420
G000007-1	0.015	16765	15863	3526	641	671	177	52	340	16265	15231	3476	304	323	132	52	340
G000007-2	-0.054	16642	16005	4455	661	672	145	52	340	16906	15336	5027	313	319	67	52	340
!sample_table_end
