^SAMPLE = GSM77502
!Sample_title = 1EP16
!Sample_geo_accession = GSM77502
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	-1.65	1840	2712	2207	770	847	664	120	728	3864	4420	3783	505	3628	4584	120	728
G000001-2	-0.217	5047	5124	1657	657	702	451	52	393	5531	5378	1866	429	543	1014	52	393
G000001-3	-0.106	5477	5561	1662	669	768	597	52	340	5593	5728	1882	417	430	133	52	340
G000002-1	0.194	18245	17795	3299	659	680	153	52	420	15708	15560	2111	332	333	76	52	420
G000002-2	0.19	17475	17431	3638	679	700	174	52	420	15050	14644	3222	323	329	86	52	420
G000002-3	0.138	17841	17701	3413	684	706	233	52	420	15913	15102	3199	317	326	90	52	420
G000003-1	-0.061	10010	9290	2484	637	658	153	52	340	10081	9052	2440	303	308	77	52	340
G000003-2	-0.041	9420	9195	2641	658	673	172	52	420	9319	8764	3078	306	307	75	52	420
G000003-3	0.017	9732	9258	3023	651	665	158	52	420	9270	9055	2433	296	298	80	52	420
G000004-1	0.037	14195	14012	3025	631	641	153	52	420	13501	13058	3226	285	294	74	52	420
G000004-2	0.042	13368	13247	2722	671	705	322	52	340	12620	12319	2513	286	289	98	52	340
G000004-3	0.088	15006	14288	3051	631	637	141	52	420	13805	13090	3329	285	291	70	52	420
G000005-1	-0.162	23532	23115	4888	583	639	461	52	420	25939	24606	5700	268	311	371	52	420
G000005-2	-0.196	24354	22997	5291	594	647	455	52	414	27490	25792	5652	268	301	360	52	414
G000005-3	1.827	8765	13738	13209	625	1328	4175	156	1048	2569	12188	13587	275	503	2081	156	1048
G000006-1	0.178	16714	25422	24195	548	559	151	156	968	14554	25109	24982	269	280	84	156	968
G000006-2	0.115	16886	16229	2938	525	536	144	52	327	15382	14998	2600	273	286	110	52	327
G000006-3	0.075	18111	17313	3102	526	533	134	52	340	16953	16239	3661	261	269	70	52	340
G000007-1	-3.836	1232	3939	4052	831	921	492	120	707	7898	7398	5008	2170	6034	6725	120	707
G000007-2	-4.173	1247	3970	3948	835	854	218	120	693	17584	18945	5133	10152	8844	5799	120	693
!sample_table_end
