^SAMPLE = GSM77541
!Sample_title = 2EP22
!Sample_geo_accession = GSM77541
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.084	2339	2177	923	327	334	111	52	420	2122	1975	908	224	230	72	52	420
G000001-2	-0.087	2130	2164	1171	323	331	109	52	340	2157	2103	1103	238	246	75	52	340
G000001-3	-0.089	2063	2272	1307	331	343	116	52	420	2094	2099	1205	252	259	81	52	420
G000002-1	0.055	9246	9130	1896	303	315	102	52	420	8855	8853	1793	248	261	83	52	420
G000002-2	-0.071	9708	8863	2329	315	348	214	52	420	10126	9867	2374	259	356	666	52	420
G000002-3	-0.115	9647	9290	1988	305	315	110	52	420	10389	10145	1876	271	288	152	52	420
G000003-1	0.087	5788	5674	1412	310	324	112	52	340	5451	5557	1307	294	301	86	52	340
G000003-2	-0.078	5364	5456	1401	305	317	103	52	340	5603	5447	1702	262	269	79	52	340
G000003-3	-0.047	6156	6041	1417	316	318	106	52	340	6278	6076	1247	244	249	79	52	340
G000004-1	-0.046	8234	8417	1549	284	289	92	52	340	8460	8827	1446	253	281	347	52	340
G000004-2	-0.071	8290	8173	1357	288	295	90	52	340	8661	8468	1596	253	260	76	52	340
G000004-3	-0.05	8151	7971	2153	279	290	96	52	420	8412	8097	2550	263	265	79	52	420
G000005-1	0.161	9533	9312	2089	276	286	94	52	340	8527	8440	2206	245	251	80	52	340
G000005-2	0.14	9261	8831	2677	287	295	108	52	420	8394	8182	2550	248	252	81	52	420
G000005-3	0.148	8921	8887	2111	285	292	99	52	420	8045	8393	1867	249	255	76	52	420
G000006-1	-0.061	11551	11423	1641	293	301	103	120	758	11990	11860	1760	246	252	82	120	758
G000006-2	-0.023	11681	11225	1636	305	317	115	120	710	11807	11563	1349	245	249	82	120	710
G000006-3	0.003	11625	11247	2057	311	320	107	120	600	11545	11471	2200	253	262	87	120	600
G000007-1	0.058	8398	8113	1878	429	579	894	52	340	7906	7651	2168	250	282	245	52	340
G000007-2	0.172	7428	5963	3412	470	1161	3661	80	541	6442	5234	3398	267	434	1244	80	541
!sample_table_end
