^SAMPLE = GSM77522
!Sample_title = 2EP3
!Sample_geo_accession = GSM77522
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	-0.051	2979	2738	1113	422	434	114	52	340	2856	2456	1034	207	211	52	52	340
G000001-2	-0.078	2612	2438	912	403	410	109	52	340	2547	2303	917	215	220	49	52	340
G000001-3	-0.258	2652	2738	647	392	402	117	32	236	2909	2767	594	206	212	64	32	236
G000002-1	-0.207	12816	12250	3143	382	385	93	52	340	14540	13039	3383	190	193	47	52	340
G000002-2	-0.213	11983	11528	2693	370	378	97	52	420	13651	12935	3254	186	189	41	52	420
G000002-3	-0.371	11580	10771	2965	347	360	89	52	340	14713	13773	3533	190	194	46	52	340
G000003-1	-0.168	7603	7468	2322	403	413	104	52	340	8283	8158	2405	194	199	48	52	340
G000003-2	-0.167	7238	7016	2400	387	395	100	52	340	7877	7748	2637	184	191	49	52	340
G000003-3	-0.356	5483	4948	2004	390	407	132	52	420	6742	6301	2362	223	273	186	52	420
G000004-1	-0.064	17987	16860	4090	353	903	4417	52	420	18602	17429	4808	171	883	5267	52	420
G000004-2	-0.456	13752	12664	3340	339	349	100	52	420	18579	17953	3478	175	179	43	52	420
G000004-3	-0.204	14631	13669	3681	361	377	108	52	340	16613	16315	2918	179	185	46	52	340
G000005-1	0.102	18758	16994	4897	351	357	104	52	420	17343	15690	4581	187	190	48	52	420
G000005-2	-0.091	16807	15232	4308	352	354	91	52	340	17708	16343	4736	182	188	51	52	340
G000005-3	-0.026	16481	15101	5892	368	398	296	52	420	16585	15263	4967	181	189	63	52	420
G000006-1	-0.15	12772	12453	3498	335	361	143	52	420	13981	13115	3664	177	185	53	52	420
G000006-2	-0.123	12562	11654	3521	338	345	115	52	420	13485	12475	3740	175	181	49	52	420
G000006-3	-0.376	11044	10466	3381	338	347	116	52	420	14065	13429	4515	176	182	52	52	420
G000007-1	0.022	9125	8431	2622	456	479	233	52	340	8759	8405	2419	220	221	52	52	340
G000007-2	-0.057	8931	8625	2419	465	475	121	52	340	9020	8665	2215	210	214	54	52	340
!sample_table_end
