^SAMPLE = GSM77526
!Sample_title = 2EP7
!Sample_geo_accession = GSM77526
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	-0.167	3423	3450	617	574	607	222	32	236	3566	3356	790	367	379	112	32	236
G000001-2	1.65	3608	3623	2154	1405	2779	4005	120	767	1299	2097	1634	597	888	812	120	767
G000001-3	-0.218	3566	3619	773	693	802	579	32	176	3716	3610	832	375	401	166	32	176
G000002-1	0.01	18091	16706	3658	556	567	132	52	340	17786	16814	3736	378	386	96	52	340
G000002-2	0.023	17922	16918	3923	563	578	134	52	420	17454	16610	4329	373	383	110	52	420
G000002-3	-0.035	14854	14071	3788	596	607	180	52	420	14967	14067	3952	357	381	163	52	420
G000003-1	0.1	9478	8874	2907	546	562	183	52	340	8716	8220	2709	383	389	99	52	340
G000003-2	0.059	9673	8649	2864	561	575	148	52	340	9101	8078	2763	356	362	89	52	340
G000003-3	0.227	7973	7605	2340	584	595	162	52	340	6671	6895	1936	358	368	91	52	340
G000004-1	0.084	21567	19969	4846	570	582	140	52	420	20185	19580	4088	379	387	92	52	420
G000004-2	0.09	22140	20501	5076	578	593	143	52	340	20622	19494	4297	364	370	82	52	340
G000004-3	0.101	19609	18399	3755	582	581	144	52	340	18103	17029	3551	358	364	87	52	340
G000005-1	0.148	18554	16829	5238	598	662	289	52	340	16602	14997	4656	398	416	129	52	340
G000005-2	0.184	20711	18638	5450	580	694	668	52	420	18100	16070	5154	376	396	148	52	420
G000005-3	0.134	18181	16937	5607	563	578	154	52	340	16417	15007	4818	361	368	85	52	340
G000006-1	0.017	14723	13185	5239	564	611	250	52	340	14376	13062	5547	382	401	127	52	340
G000006-2	0.017	14392	13502	5162	552	601	365	52	420	14049	13507	4968	374	401	200	52	420
G000006-3	0.05	11272	11358	4962	502	518	131	52	340	10734	10751	4659	330	335	76	52	340
G000007-1	0.202	10376	10223	2907	609	759	1519	52	340	8891	9139	2486	402	523	1316	52	340
G000007-2	0.174	10563	10193	2411	608	854	1944	52	340	9220	9215	2172	397	697	2547	52	340
!sample_table_end
