^SAMPLE = GSM77520
!Sample_title = 2EP1
!Sample_geo_accession = GSM77520
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.103	3332	3206	700	489	498	166	32	236	2876	2738	675	229	252	168	32	236
G000001-2	0.185	3386	4127	2312	492	493	120	32	236	2786	2782	542	240	242	78	32	236
G000001-3	0.276	3453	3470	1688	498	502	122	52	420	2691	2473	998	250	254	63	52	420
G000002-1	-0.15	13097	12718	2955	458	473	122	52	420	14255	13961	2405	234	241	56	52	420
G000002-2	-0.139	13433	13279	2577	466	476	114	52	340	14505	14478	2156	229	233	53	52	340
G000002-3	-0.148	12297	11925	2672	459	468	136	52	420	13340	12394	3255	226	231	56	52	420
G000003-1	-0.128	8165	7578	1983	448	452	112	52	340	8648	8217	2123	216	227	86	52	340
G000003-2	-0.185	7400	6916	2216	456	457	114	52	340	8108	7374	2441	213	215	50	52	340
G000003-3	-0.213	8050	7599	2298	433	435	111	52	340	9036	8270	2651	209	216	56	52	340
G000004-1	-0.084	15120	14031	3245	429	436	113	52	340	15794	14957	2916	219	225	70	52	340
G000004-2	-0.132	14948	14258	3879	411	420	118	52	420	16138	15719	3135	208	213	51	52	420
G000004-3	-0.125	16230	15906	3013	408	427	120	52	420	17462	17436	2764	212	220	58	52	420
G000005-1	-0.013	19577	17636	4671	452	457	122	52	340	19535	17569	4935	236	247	87	52	340
G000005-2	-0.018	19510	18167	5208	443	458	146	52	420	19539	18534	4704	228	253	153	52	420
G000005-3	-0.005	19276	18218	5370	427	434	98	52	420	19133	17653	5433	225	227	48	52	420
G000006-1	-0.104	12651	12051	2774	446	459	130	52	420	13334	12563	3024	220	232	91	52	420
G000006-2	-0.119	12323	11812	3512	454	511	552	52	420	13112	12687	3306	226	287	270	52	420
G000006-3	-0.239	12394	11750	3695	450	502	551	52	420	14314	12339	3857	222	258	205	52	420
G000007-1	-0.045	8031	7857	1682	485	496	125	52	340	8023	7806	1414	238	242	58	52	340
G000007-2	-0.01	8660	8314	1780	491	505	136	52	420	8456	8083	2044	233	239	64	52	420
!sample_table_end
