^SAMPLE = GSM77524
!Sample_title = 2EP5
!Sample_geo_accession = GSM77524
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	-0.227	3059	2828	703	320	361	209	12	104	3488	3547	765	282	311	195	12	104
G000001-2	-0.413	2907	2838	415	441	455	150	32	176	3583	3586	565	300	305	99	32	176
G000001-3	-0.716	2395	2420	443	427	432	121	32	236	3520	3478	604	287	297	96	32	236
G000002-1	-0.463	13561	13279	2726	463	502	240	52	340	18393	17396	3913	334	345	107	52	340
G000002-2	-0.425	15324	14697	3355	461	469	168	52	340	20269	19446	4125	320	335	107	52	340
G000002-3	-0.46	12864	12583	2704	454	466	140	52	340	17390	16431	4262	315	331	110	52	340
G000003-1	-0.33	7771	7171	2465	451	486	232	52	340	9537	8908	2782	337	353	190	52	340
G000003-2	-0.285	8504	7966	1910	481	503	197	52	340	10116	9705	2614	343	352	121	52	340
G000003-3	-0.362	7278	6769	2035	461	476	136	52	340	9084	8391	2825	322	330	89	52	340
G000004-1	-0.489	16297	15673	3378	478	489	143	52	340	22538	21619	3715	331	348	96	52	340
G000004-2	-0.424	19618	19310	2905	561	573	156	52	340	25924	25054	4340	351	366	99	52	340
G000004-3	-0.401	19640	17889	4726	541	562	186	52	340	25569	24168	4445	344	358	97	52	340
G000005-1	-0.552	17134	15752	5018	814	828	211	52	340	24354	21707	8517	435	437	131	52	340
G000005-2	-0.536	17720	17675	3459	1021	1059	380	32	236	24660	24117	5255	440	526	620	32	236
G000005-3	-0.527	17161	16825	2897	852	861	219	32	236	23910	22657	4470	406	440	288	32	236
G000006-1	-0.417	13483	12206	4188	486	505	172	52	340	17701	16401	5503	354	380	184	52	340
G000006-2	-0.392	12872	12044	3644	535	692	1138	52	340	16611	16183	4760	427	1341	6735	52	340
G000006-3	-0.418	12956	11882	4590	672	686	212	52	340	16769	15563	6144	361	378	100	52	340
G000007-1	-0.339	8656	8085	2164	440	473	231	52	420	10705	10028	2954	310	323	113	52	420
G000007-2	-0.399	8114	7934	2208	440	483	413	52	420	10431	10288	2422	311	331	172	52	420
!sample_table_end
