^SAMPLE = GSM77512
!Sample_title = 1EP29
!Sample_geo_accession = GSM77512
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.092	2870	2801	577	334	361	173	32	236	2569	2526	461	189	203	86	32	236
G000001-2	0.029	2792	2728	708	347	1606	7963	32	236	2598	2628	689	202	1287	7183	32	236
G000001-3	0.073	2619	2490	722	303	317	102	32	236	2397	2456	458	196	203	90	32	236
G000002-1	-0.045	11889	11142	2445	341	347	105	52	420	12108	11761	2243	190	191	56	52	420
G000002-2	-0.175	10955	10326	2933	314	318	96	52	420	12197	11994	2269	185	191	57	52	420
G000002-3	-0.321	9912	9763	2598	320	332	109	52	420	12167	11162	3370	183	189	57	52	420
G000003-1	-0.181	6390	6138	1618	344	354	107	52	340	7056	6716	1984	202	209	64	52	340
G000003-2	-0.153	6772	6362	1975	342	518	2071	52	420	7348	6985	2405	197	316	1349	52	420
G000003-3	-0.274	6098	6025	1498	328	1074	5973	52	420	7166	7102	2155	190	803	5141	52	420
G000004-1	-0.122	13727	13647	1579	356	367	101	52	340	14744	14557	1526	195	198	54	52	340
G000004-2	-0.16	13333	13427	1963	361	378	209	52	420	14691	14583	1754	194	204	81	52	420
G000004-3	-0.332	12784	12565	1651	354	355	107	52	340	15843	15260	2215	199	206	64	52	340
G000005-1	-0.211	16596	15723	3047	357	365	104	52	340	19009	18203	3478	211	219	90	52	340
G000005-2	-0.202	15954	15352	3016	362	377	122	52	420	18144	16860	4271	206	220	133	52	420
G000005-3	-0.273	14479	12840	4817	365	382	133	52	340	17264	16101	4182	205	214	73	52	340
G000006-1	-0.127	11757	11940	3351	334	354	127	52	420	12672	12357	3864	194	213	107	52	420
G000006-2	-0.164	10392	10023	2167	338	363	188	52	340	11459	11560	1954	194	220	184	52	340
G000006-3	-0.132	11322	10431	2814	335	352	187	52	420	12225	11163	3446	186	208	177	52	420
G000007-1	-0.146	6651	6461	1765	343	361	153	52	420	7167	6645	1865	187	190	52	52	420
G000007-2	0.006	8019	7498	1778	366	384	129	52	420	7819	7451	1615	199	204	58	52	420
!sample_table_end
