^SAMPLE = GSM77548
!Sample_title = 2EP29
!Sample_geo_accession = GSM77548
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	-3.04	207	390	412	185	196	79	156	901	286	504	1147	105	120	134	156	901
G000001-2	0.821	806	766	300	186	210	307	52	420	455	448	171	104	166	650	52	420
G000001-3	0.771	805	824	435	194	210	176	52	420	474	477	259	116	154	295	52	420
G000002-1	0.74	5854	5582	1312	164	166	25	52	340	3503	3470	642	95	95	9	52	340
G000002-2	0.686	5588	5022	1658	164	166	22	52	420	3468	3286	693	97	102	28	52	420
G000002-3	0.722	5569	5285	1269	171	172	22	52	340	3369	3257	679	97	97	11	52	340
G000003-1	0.79	3985	3776	909	174	175	22	52	340	2305	2096	574	101	101	10	52	340
G000003-2	0.77	3991	3416	1241	174	177	25	52	420	2348	2132	575	109	119	31	52	420
G000003-3	0.787	3862	3437	1288	177	180	26	52	420	2237	2027	595	101	101	11	52	420
G000004-1	0.719	6311	5651	1980	171	174	24	52	340	3828	3617	952	97	98	11	52	340
G000004-2	0.727	6394	5678	2140	176	175	24	52	420	3852	3395	1283	96	97	11	52	420
G000004-3	0.717	5920	5167	2090	170	172	24	52	340	3593	3237	1031	96	97	10	52	340
G000005-1	0.763	7186	6365	1956	172	174	25	52	340	4228	3858	850	96	97	10	52	340
G000005-2	0.784	6560	6153	1766	170	171	23	52	340	3808	3600	934	97	97	10	52	340
G000005-3	0.76	6454	5989	1962	171	172	25	52	340	3804	3619	968	95	96	13	52	340
G000006-1	0.574	10503	9368	3466	161	163	22	120	684	7038	6468	2126	93	94	10	120	684
G000006-2	0.546	11256	10854	1592	163	167	43	80	582	7692	7355	1088	94	97	29	80	582
G000006-3	0.54	9496	8383	3210	165	172	85	120	720	6514	5790	1987	96	99	31	120	720
G000007-1	0.79	4501	4501	618	183	183	25	52	420	2600	2488	432	102	102	11	52	420
G000007-2	0.87	4345	4350	757	180	183	26	52	408	2380	2392	433	101	104	28	52	408
!sample_table_end
