^SAMPLE = GSM77517
!Sample_title = 1EP37
!Sample_geo_accession = GSM77517
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.224	2966	2877	967	571	577	125	52	340	2324	2298	777	273	273	58	52	340
G000001-2	0.133	3080	3005	1136	577	590	156	52	340	2559	2446	896	277	283	72	52	340
G000001-3	0.258	3825	3626	732	555	564	147	32	236	3003	2944	616	269	270	74	32	236
G000002-1	-0.153	14840	14170	3700	669	699	182	52	340	16058	15376	3106	302	317	117	52	340
G000002-2	-0.104	14073	13600	2750	679	713	223	52	420	14707	14323	2232	308	333	127	52	420
G000002-3	-0.099	14980	14058	3781	661	667	155	52	340	15639	15185	2946	305	309	85	52	340
G000003-1	-0.086	8039	7644	1880	621	630	154	52	340	8168	8206	1713	294	300	73	52	340
G000003-2	-0.091	8207	7729	1812	644	672	239	52	340	8360	8120	2061	307	317	91	52	340
G000003-3	-0.181	8145	8017	2061	617	622	144	52	340	8827	8673	2017	293	307	119	52	340
G000004-1	-0.124	17209	16647	2843	617	625	151	52	420	18373	18230	2019	293	302	83	52	420
G000004-2	-0.174	17357	17211	2381	617	628	170	52	340	19181	18927	2142	292	306	120	52	340
G000004-3	-0.185	17301	16940	3220	625	635	169	52	420	19240	18627	2912	287	306	108	52	420
G000005-1	-0.233	18895	16861	5599	590	597	131	52	340	21815	20127	5044	296	299	72	52	340
G000005-2	-0.212	18527	17304	4967	581	580	120	52	340	21083	19647	5085	294	302	70	52	340
G000005-3	-0.226	18975	17227	6101	578	596	164	52	420	21806	19782	5622	291	298	74	52	420
G000006-1	-0.044	14017	13659	3160	609	626	148	52	420	14130	13847	2843	307	316	85	52	420
G000006-2	-0.071	14420	13982	3111	604	605	129	52	340	14823	14431	2874	308	316	95	52	340
G000006-3	-0.074	14425	13623	3255	596	602	147	52	420	14852	13714	3763	292	303	76	52	420
G000007-1		584	582	123	584	602	193	120	758	275	281	56	274	278	76	120	758
G000007-2	0.007	9138	8905	1568	574	571	128	52	340	8788	8689	1710	267	269	63	52	340
!sample_table_end
