^SAMPLE = GSM77088
!Sample_title = 1EP1
!Sample_geo_accession = GSM77088
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 06 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	-0.278	3699	3623	1051	571	933	1487	52	335	4052	3837	1198	260	370	302	52	335
G000001-2	-2.138	1685	2524	3303	1630	2095	1521	120	712	1088	1427	1195	846	1239	1079	120	712
G000001-3	-0.113	3960	4205	1284	4934	5942	3890	120	702	3122	3467	1007	4175	4528	2694	120	702
G000002-1	-0.419	9521	9547	2017	404	408	100	52	420	12399	12370	2789	209	212	53	52	420
G000002-2	-0.288	8793	8743	1390	563	624	271	52	340	10355	10607	1899	310	355	172	52	340
G000002-3		1350	1337	445	1109	1182	400	120	786	1623	1710	644	1735	1708	1483	120	786
G000003-1	-0.352	7262	6901	1565	382	397	114	52	340	8982	8627	1842	203	213	61	52	340
G000003-2	-0.37	6437	6183	2494	445	609	616	52	406	7965	7696	2683	222	305	185	52	406
G000003-3	2.254	1376	1679	1038	861	1072	1058	120	765	1051	1312	820	943	1155	849	120	765
G000004-1	-0.364	11220	11290	2487	381	409	270	52	420	14157	14247	3105	211	226	75	52	420
G000004-2	-0.246	11808	11295	3135	375	391	114	52	340	13762	14138	3253	206	208	53	52	340
G000004-3	-0.207	9679	9467	3025	749	860	561	52	420	10831	11193	3388	524	649	967	52	420
G000005-1	-0.35	16138	15982	5119	383	386	90	52	420	20292	19992	6868	213	230	104	52	420
G000005-2	-0.332	16827	16169	4598	380	393	128	52	420	20906	19633	6362	210	228	122	52	420
G000005-3	-0.29	17925	16616	5185	382	400	120	52	420	21650	20298	6705	203	219	118	52	420
G000006-1	-0.478	13146	13450	2919	380	401	146	52	340	17997	17483	3713	213	231	104	52	340
G000006-2	-0.395	16226	15888	3411	383	396	132	52	340	21041	20879	3782	209	221	96	52	340
G000006-3	-0.52	13030	12969	3865	619	4578	9748	52	420	18047	18323	5404	249	862	2100	52	420
G000007-1	-0.451	6286	6200	2550	457	464	141	52	340	8198	7747	2858	231	237	59	52	340
G000007-2	-0.421	5306	5617	1999	447	455	122	52	340	6736	7069	2482	229	229	53	52	340
!sample_table_end
