^SAMPLE = GSM40650
!Sample_title = M32 Cy5
!Sample_geo_accession = GSM40650
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 01 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	29	1	1	0.05	3081	3440	1862	185	199	111	80	464	2995	3149	1759	197	209	125	80	464
G000001-2	29	2	1	0.048	4428	4674	1785	182	193	94	52	349	4298	4280	1542	190	204	124	52	349
G000001-3	29	3	1	0.246	3947	4055	1264	180	190	60	52	387	3375	3727	1168	198	205	58	52	387
G000002-1	21	1	1	0.112	14362	14052	2685	198	209	72	52	320	13309	12833	2802	199	211	72	52	320
G000002-2	21	2	1	0.069	15577	15346	2684	184	192	72	52	370	14879	14310	3298	200	208	53	52	370
G000002-3	21	3	1	0.034	15930	16029	2160	186	202	102	52	321	15582	15381	2528	209	216	73	52	321
G000003-1	13	1	1	-0.091	10301	10888	4293	206	211	64	52	312	10963	10903	4199	210	211	52	52	312
G000003-2	13	2	1	-0.039	9871	10372	3130	199	210	77	52	306	10152	10491	3225	217	230	133	52	306
G000003-3	13	3	1	-0.054	11532	11209	2630	191	199	60	52	314	11984	11510	2546	210	215	59	52	314
G000004-1	5	1	1	-0.101	11629	12570	6119	194	211	147	52	393	12457	12775	6798	197	210	86	52	393
G000004-2	5	2	1	-0.042	15082	15288	3935	189	206	86	52	362	15523	16072	4795	195	206	71	52	362
G000004-3	5	3	1	-0.048	9962	9971	4967	198	214	93	80	452	10287	10802	5705	195	205	79	80	452
G000005-1	29	4	1	0.084	34407	34402	6861	189	198	59	52	362	32491	32179	7118	198	208	57	52	362
G000005-2	29	5	1	0.007	32225	31998	6372	191	198	59	52	363	32085	30150	7793	203	210	62	52	363
G000005-3	29	6	1	-0.012	28307	28298	7272	177	190	62	52	378	28562	26994	7691	196	203	60	52	378
G000006-1	21	4	1	-0.04	18717	18877	2584	197	203	63	52	362	19236	18985	3141	198	206	55	52	362
G000006-2	21	5	1	0.002	16871	15849	3697	195	204	61	52	362	16857	15227	4216	205	210	53	52	362
G000006-3	21	6	1	-0.05	19850	18871	3814	186	197	60	52	314	20565	19408	4867	208	211	55	52	314
G000007-1	13	4	1	-0.062	12775	12908	2061	189	196	54	52	298	13346	12987	2104	203	205	52	52	298
G000007-2	13	5	1	-0.073	12504	11997	2638	191	194	51	52	307	13143	12495	2876	195	204	58	52	307
!sample_table_end
