^SAMPLE = GSM40099
!Sample_title = M5 Cy5
!Sample_geo_accession = GSM40099
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Jan 28 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	29	1	1	-0.022	8926	8666	992	251	260	70	52	393	9039	8809	1403	233	236	64	52	393
G000001-2	29	2	1	-0.091	8812	8474	1692	246	251	68	52	362	9347	9009	1537	225	233	69	52	362
G000001-3	29	3	1	-0.036	8838	8637	1261	248	252	70	52	370	9046	8688	1672	237	241	68	52	370
G000002-1	21	1	1	-0.052	17864	17291	2692	257	262	74	52	401	18488	17807	3331	238	244	77	52	401
G000002-2	21	2	1	-0.04	17508	16858	2627	247	254	71	52	380	17976	17180	3079	230	241	77	52	380
G000002-3	21	3	1	-0.069	16817	16931	3356	241	247	67	52	371	17620	17212	3916	233	236	62	52	371
G000003-1	13	1	1	-0.122	8876	8590	2040	266	275	68	52	321	9606	9443	2249	239	241	59	52	321
G000003-2	13	2	1	-0.103	9510	8857	2059	259	266	68	52	307	10170	9180	2825	231	238	60	52	307
G000003-3	13	3	1	-0.1	10226	10055	1831	250	254	65	52	308	10920	10708	2159	231	234	60	52	308
G000004-1	5	1	1	-0.125	12359	12103	1557	253	258	75	52	320	13434	13474	1645	233	268	455	52	320
G000004-2	5	2	1	-0.168	11995	11893	1443	246	255	73	52	314	13433	13098	2310	231	237	62	52	314
G000004-3	5	3	1	-0.233	12173	12444	1498	238	246	63	52	322	14244	14258	1883	220	224	56	52	322
G000005-1	29	4	1	-0.079	24828	23597	4254	249	259	70	52	370	26201	25081	4160	235	240	66	52	370
G000005-2	29	5	1	-0.037	23324	23378	3472	240	243	63	52	307	23911	23876	5081	233	240	70	52	307
G000005-3	29	6	1	-0.095	24214	22604	6225	245	250	67	52	322	25828	24663	6005	232	237	62	52	322
G000006-1	21	4	1	-0.097	19054	17619	4073	243	254	67	52	314	20345	18779	5327	229	233	63	52	314
G000006-2	21	5	1	-0.11	19027	18142	3441	252	259	69	52	315	20496	19126	4563	230	235	62	52	315
G000006-3	21	6	1	-0.118	18653	17481	4533	253	259	68	52	315	20198	19023	4817	234	239	61	52	315
G000007-1	13	4	1	-0.146	12046	12044	1151	235	243	69	32	236	13286	13146	1382	221	227	73	32	236
G000007-2	13	5	1	-0.101	10516	9788	3459	245	255	92	52	388	11255	10459	4192	241	303	1066	52	388
!sample_table_end
