^SAMPLE = GSM40101
!Sample_title = M8 Cy5
!Sample_geo_accession = GSM40101
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Jan 28 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	29	1	1	0.09	7044	6900	1181	97	113	77	256	1947	6684	6604	1039	155	168	88	256	1947
G000001-2	29	2	1	0.099	7037	7027	1015	95	110	74	256	1738	6637	6637	937	156	170	89	256	1738
G000001-3	29	3	1	0.127	7069	7050	995	95	109	74	256	1884	6542	6497	916	155	166	83	256	1884
G000002-1	21	1	1	0.189	18353	18318	2092	162	178	105	256	1949	16222	16242	2141	269	281	122	256	1949
G000002-2	21	2	1	0.153	16572	16418	2696	163	246	1150	256	1754	15031	15060	2257	270	319	942	256	1754
G000002-3	21	3	1	0.12	16597	16297	3367	161	387	2734	256	1768	15367	15314	2041	244	342	1361	256	1768
G000003-1	13	1	1	0.141	10494	10517	1476	98	114	77	208	1618	9614	9539	1238	189	200	98	208	1618
G000003-2	13	2	1	0.141	10612	10407	1653	98	113	78	208	1483	9714	9596	1643	176	184	88	208	1483
G000003-3	13	3	1	0.157	11013	10687	1756	94	111	77	208	1588	9962	9970	1494	169	178	88	208	1588
G000004-1	5	1	1	0.11	13903	13399	2478	98	116	116	256	1986	12973	12699	2146	178	189	114	256	1986
G000004-2	5	2	1	0.068	13321	12830	2770	94	111	118	256	1754	12791	12349	2245	176	207	742	256	1754
G000004-3	5	3	1	0.07	13622	13339	2369	98	111	74	256	1784	13051	12756	2219	171	181	88	256	1784
G000005-1	29	4	1	0.232	33449	32414	5565	98	114	80	256	1884	28546	27664	5337	158	168	93	256	1884
G000005-2	29	5	1	0.221	31820	30983	4212	97	115	80	256	1904	27372	26606	4088	162	173	101	256	1904
G000005-3	29	6	1	0.218	31252	31030	3864	98	111	75	256	1786	26954	26824	3159	162	171	88	256	1786
G000006-1	21	4	1	0.071	17691	17031	4122	122	138	92	256	1788	16927	16327	3244	197	212	105	256	1788
G000006-2	21	5	1	0.101	18646	18441	2133	100	117	82	208	1582	17456	17378	1975	164	176	95	208	1582
G000006-3	21	6	1	0.069	18111	16956	4980	99	116	87	256	1795	17358	16691	3463	183	195	108	256	1795
G000007-1	13	4	1	0.132	11730	11247	2296	95	109	74	208	1600	10784	10874	1615	164	173	87	208	1600
G000007-2	13	5	1	0.054	11750	11393	2124	89	108	74	208	1500	11395	10919	2349	159	171	90	208	1500
!sample_table_end
