^SAMPLE = GSM40927
!Sample_title = 2M8 Cy5
!Sample_geo_accession = GSM40927
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 02 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	4	19	1	-0.015	4303	4415	1032	327	371	596	52	420	4417	4494	970	399	415	237	52	420
G000001-2	4	20	1	0.045	4724	4902	1294	343	373	249	52	340	4646	4839	1386	400	419	115	52	340
G000001-3	4	21	1	0.022	4635	4791	1584	337	377	406	52	420	4626	4696	1486	394	413	167	52	420
G000002-1	12	19	1	-0.008	15465	15288	2122	342	363	188	52	420	15580	15889	2420	369	383	115	52	420
G000002-2	12	20	1	-0.03	16419	15955	2094	335	352	119	52	420	16763	16615	2640	339	357	131	52	420
G000002-3	12	21	1	-0.084	16129	15955	2080	323	333	98	52	420	17064	16587	2310	316	329	111	52	420
G000003-1	20	19	1	-0.032	8780	8787	2562	373	390	118	52	340	8942	8780	2546	347	362	135	52	340
G000003-2	20	20	1	0.039	8958	8337	2395	380	390	92	52	420	8700	8349	2811	353	361	101	52	420
G000003-3	20	21	1	0.024	8227	8118	2214	377	397	312	52	340	8059	8322	2138	341	352	91	52	340
G000004-1	28	19	1	-0.174	14810	14908	1857	351	402	512	52	420	16646	16576	2111	338	355	138	52	420
G000004-2	28	20	1	-0.179	14733	14181	2608	354	389	319	52	340	16609	16143	2955	333	354	127	52	340
G000004-3	28	21	1	-0.097	14725	14231	2859	342	359	113	52	420	15716	15452	3578	330	339	95	52	420
G000005-1	36	19	1	-0.294	22205	21068	5193	320	332	111	52	340	27133	25337	6921	304	317	115	52	340
G000005-2	36	20	1	-0.193	21937	20165	5673	316	332	115	52	340	25026	24535	5902	306	314	85	52	340
G000005-3	36	21	1	-0.256	17467	17009	4401	313	332	207	52	340	20782	20125	5782	302	322	137	52	340
G000006-1	44	19	1	-0.161	14719	14559	3625	302	328	363	52	340	16429	15665	4517	312	326	142	52	340
G000006-2	44	20	1	-0.169	13375	13405	2764	297	310	116	52	420	15024	14441	3131	321	329	93	52	420
G000006-3	44	21	1	-0.169	14013	13903	2957	310	337	256	52	420	15732	14996	3926	328	341	106	52	420
G000007-1	4	16	1	0.017	10321	10499	2208	336	353	125	52	420	10247	10118	2287	378	387	105	52	420
G000007-2	4	17	1	0.039	8892	8173	3464	337	347	95	80	547	8709	8038	3492	384	392	103	80	547
!sample_table_end
