^SAMPLE = GSM178475
!Sample_title = Early Onset Breast Cancer Patient 3266
!Sample_geo_accession = GSM178475
!Sample_status = Public on Oct 23 2007
!Sample_submission_date = Mar 28 2007
!Sample_last_update_date = Oct 23 2007
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Early Onset Breast Cancer Patient_3266 Tumour DNA
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = All patients were from a cohort of 116 cases of early-onset invasive breast carcinoma (i.e., diagnosed below 40 years of age), taken from a population-based registry (The Australian Breast Cancer Family Study).
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tissue was microdissected from paraffin-embedded, formalin-fixed (PEFF) sections and digested with proteinase K. 
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = DNA was amplified by one round of DOP PCR followed by a second DOP PCR reaction in the presence of amino-ally dUTP (Sigma-Aldrich, USA). Normal and tumour DNA was labelled by incubation with CyScribe Cy5 and Cy3 reactive dyes (Amersham Biosciences, UK).
!Sample_source_name_ch2 = Normal Female
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Deidentified normal healthy female with no visible by conventional comparative genomic hybridisation.
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNA was taken from peripheral blood lymphocytes using a Progenome kit (Progen). 
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = DNA was amplified by one round of DOP PCR followed by a second DOP PCR reaction in the presence of amino-ally dUTP (Sigma-Aldrich, USA). Normal and tumour DNA was labelled by incubation with CyScribe Cy5 and Cy3 reactive dyes (Amersham Biosciences, UK).
!Sample_hyb_protocol = DNA was prepared for hybridisation to the Human BAC Array 1400 (Spectral Genomics, USA), according to the manufacturerâs instructions. In brief, DNA was combined with SG proprietary Hybridisation Buffer I and isopropanol precipitated. DNA was resuspended in 10 mL water and 60 mL Hybridisation Buffer II and hybridised at 37uC for 16 h in the presence of 26SSC, 50% formamide (pH 7.5). Arrays were washed sequentially in 26SSC/50% deionised formamide (pH 7.5), 26SSC/0.1% NP-40 (pH 7.5) and 0.2 SSC (pH 7.5) for 20, 20 and 10min, respectively. 
!Sample_scan_protocol = Arrays were scanned in an Axon 4000B scanner using GenePix v3.1 acquisition software (Molecular Devices, USA).
!Sample_description = N/A
!Sample_data_processing = Spot data were median normalised, and included in the analysis only if the spot was flagged above background as calculated by GenePix before duplicate spot pairs were averaged, a single tumour/normal ratio of 1.2 was considered as gain and 0.8 as loss. 
!Sample_platform_id = GPL5015
!Sample_contact_name = Gareth,,Price
!Sample_contact_email = nscalehome@gmail.com
!Sample_contact_phone = 61413289611
!Sample_contact_institute = Queensland Facility for Advanced Bioinformatics
!Sample_contact_address = Carmody Road
!Sample_contact_city = Brisbane
!Sample_contact_state = Queensland
!Sample_contact_zip/postal_code = 4072
!Sample_contact_country = Australia
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7408
!Sample_data_row_count = 3840
#ID_REF = 
#Dia. = Spot Diameter, as determined by GenePix 3
#F635 Median = Feature Signal of tumour DNA labelled with Cy5, as calculated by Genepix 3
#B635 Median = Background Signal of tumour DNA labelled with Cy5, as calculated by Genepix 3
#F532 Median = Feature Signal of normal DNA labelled with Cy3, as calculated by Genepix 3
#B532 Median = Background Signal of normal DNA labelled with Cy3, as calculated by Genepix 3
#F Pixels = Number of Feature pixels used in signal calculation
#B Pixels = Number of Background pixels used in signal calculation
#VALUE = Log2 ratio of [F635 Median - B635 Median] / [F532 Median - B532 Median]
#F635 Median - B635 = F635 Median - B635 Median
#F532 Median - B532 = F532 Median - B532 Median
#Flags = Pass/fail status as determined by Genepix 3
!sample_table_begin
ID_REF	Dia.	F635 Median	B635 Median	F532 Median	B532 Median	F Pixels	B Pixels	VALUE	F635 Median - B635	F532 Median - B532	Flags
1	310	1130	395	780	166	716	2444	0.26	735	614	0
2	310	1147	393	569	168	716	2202	0.911	754	401	0
3	270	1253	510	471	206	540	2196	1.487	743	265	-50
4	250	1270	715	505	255	460	2226	1.151	555	250	-50
5	310	1294	459	497	187	716	2387	1.43	835	310	0
6	310	1195	397	609	167	716	2162	0.852	798	442	0
7	300	1422	391	1134	162	716	2192	0.085	1031	972	0
8	300	1006	379	722	156	716	2120	0.148	627	566	0
9	310	1094	392	477	158	716	2235	1.138	702	319	0
10	250	1829	415	973	165	460	2118	0.807	1414	808	-75
11	310	658	383	418	151	716	2284	0.043	275	267	0
12	300	1639	372	924	145	716	2163	0.702	1267	779	0
13	310	1047	364	1070	144	716	2185	-0.439	683	926	0
14	300	2712	379	2962	144	716	2192	-0.272	2333	2818	0
15	300	1747	367	1207	135	716	2192	0.364	1380	1072	0
16	300	765	352	1189	128	716	2414	-1.361	413	1061	0
17	310	1462	406	549	169	716	2170	1.475	1056	380	0
18	300	1556	419	1191	171	716	1910	0.157	1137	1020	0
19	310	1131	438	406	180	716	2007	1.617	693	226	0
20	300	2499	688	716	248	716	2135	1.952	1811	468	0
!sample_table_end
