^SAMPLE = GSM177416
!Sample_title = Early Onset Breast Cancer Patient 3692
!Sample_geo_accession = GSM177416
!Sample_status = Public on Oct 23 2007
!Sample_submission_date = Mar 27 2007
!Sample_last_update_date = Oct 23 2007
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Early Onset Breast Cancer Patient_3692 Tumour DNA
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = All patients were from a cohort of 116 cases of early-onset invasive breast carcinoma (i.e., diagnosed below 40 years of age), taken from a population-based registry (The Australian Breast Cancer Family Study).
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tissue was microdissected from paraffin-embedded, formalin-fixed (PEFF) sections and digested with proteinase K. 
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = DNA was amplified by one round of DOP PCR followed by a second DOP PCR reaction in the presence of amino-ally dUTP (Sigma-Aldrich, USA). Normal and tumour DNA was labelled by incubation with CyScribe Cy5 and Cy3 reactive dyes (Amersham Biosciences, UK).
!Sample_source_name_ch2 = Normal Female
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Deidentified normal healthy female with no visible by conventional comparative genomic hybridisation.
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNA was taken from peripheral blood lymphocytes using a Progenome kit (Progen). 
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = DNA was amplified by one round of DOP PCR followed by a second DOP PCR reaction in the presence of amino-ally dUTP (Sigma-Aldrich, USA). Normal and tumour DNA was labelled by incubation with CyScribe Cy5 and Cy3 reactive dyes (Amersham Biosciences, UK).
!Sample_hyb_protocol = DNA was prepared for hybridisation to the Human BAC Array 1400 (Spectral Genomics, USA), according to the manufacturerâs instructions. In brief, DNA was combined with SG proprietary Hybridisation Buffer I and isopropanol precipitated. DNA was resuspended in 10 mL water and 60 mL Hybridisation Buffer II and hybridised at 37uC for 16 h in the presence of 26SSC, 50% formamide (pH 7.5). Arrays were washed sequentially in 26SSC/50% deionised formamide (pH 7.5), 26SSC/0.1% NP-40 (pH 7.5) and 0.2 SSC (pH 7.5) for 20, 20 and 10min, respectively. 
!Sample_scan_protocol = Arrays were scanned in an Axon 4000B scanner using GenePix v3.1 acquisition software (Molecular Devices, USA).
!Sample_description = N/A
!Sample_data_processing = Spot data were median normalised, and included in the analysis only if the spot was flagged above background as calculated by GenePix before duplicate spot pairs were averaged, a single tumour/normal ratio of 1.2 was considered as gain and 0.8 as loss. 
!Sample_platform_id = GPL5015
!Sample_contact_name = Gareth,,Price
!Sample_contact_email = nscalehome@gmail.com
!Sample_contact_phone = 61413289611
!Sample_contact_institute = Queensland Facility for Advanced Bioinformatics
!Sample_contact_address = Carmody Road
!Sample_contact_city = Brisbane
!Sample_contact_state = Queensland
!Sample_contact_zip/postal_code = 4072
!Sample_contact_country = Australia
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7408
!Sample_data_row_count = 3840
#ID_REF = 
#Dia. = Spot Diameter, as determined by GenePix 3
#F635 Median = Feature Signal of tumour DNA labelled with Cy5, as calculated by Genepix 3
#B635 Median = Background Signal of tumour DNA labelled with Cy5, as calculated by Genepix 3
#F532 Median = Feature Signal of normal DNA labelled with Cy3, as calculated by Genepix 3
#B532 Median = Background Signal of normal DNA labelled with 3, as calculated by Genepix 3
#F Pixels = Number of Feature pixels used in signal calculation
#B Pixels = Number of Background pixels used in signal calculation
#VALUE = Log2 ratio of [F635 Median - B635 Median] / [F532 Median - B532 Median]
#F635 Median - B635 = F635 Median - B635 Median
#F532 Median - B532 = F532 Median - B532 Median
#Flags = Pass/fail status as determined by Genepix 3
!sample_table_begin
ID_REF	Dia.	F635 Median	B635 Median	F532 Median	B532 Median	F Pixels	B Pixels	VALUE	F635 Median - B635	F532 Median - B532	Flags
1	260	550	349	531	146	540	2448	-0.938	201	385	0
2	260	544	345	427	146	540	2340	-0.498	199	281	0
3	250	782	338	614	147	460	2284	-0.073	444	467	0
4	260	691	336	554	144	540	2340	-0.208	355	410	0
5	260	553	335	379	144	540	2312	-0.108	218	235	0
6	270	570	329	488	142	540	2312	-0.522	241	346	0
7	260	909	328	1082	141	540	2340	-0.696	581	941	0
8	250	638	325	718	142	460	2308	-0.88	313	576	0
9	270	593	328	585	144	540	2396	-0.735	265	441	0
10	250	789	333	896	146	460	2308	-0.718	456	750	-75
11	260	512	331	670	147	540	2340	-1.531	181	523	0
12	260	1076	320	911	152	540	2312	-0.006	756	759	0
13	260	707	334	861	157	540	2336	-0.916	373	704	0
14	260	1387	328	1549	158	540	2364	-0.393	1059	1391	0
15	260	858	320	748	153	540	2288	-0.145	538	595	0
16	260	517	326	618	151	540	2424	-1.29	191	467	0
17	270	838	344	565	150	540	2364	0.251	494	415	0
18	260	836	341	758	146	540	2200	-0.306	495	612	0
19	260	497	337	314	144	540	2204	-0.087	160	170	0
20	260	1481	338	1203	147	540	2204	0.114	1143	1056	0
!sample_table_end
