^SAMPLE = GSM324886
!Sample_title = VUMC_myo_carc_6
!Sample_geo_accession = GSM324886
!Sample_status = Public on Oct 01 2008
!Sample_submission_date = Sep 27 2008
!Sample_last_update_date = Sep 30 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = myoepithelial carcinoma
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = primary myoepithelial carcinoma of the salivary glands, FFPE material, spindle cell morphology, female
!Sample_biomaterial_provider_ch1 = Salivary Gland Registry at the Department of Oral Pathology, University of Hamburg, Germany
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = standard phenol/chlorophorm extraction
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = according to snijders at al, 2001
!Sample_source_name_ch2 = reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = normal DNA pooled from the blood of ten healthy males
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = accroding to snijders at al, 2001
!Sample_hyb_protocol = Hybridization protocol available via www.vumc.nl/microarrays
!Sample_hyb_protocol = Also described in Van den IJssel et al, Nucleic Acids Res. 2005 Dec 16;33(22):e192
!Sample_hyb_protocol = no prehyb solution used
!Sample_scan_protocol = Microarray Scanner G2565AB (Agilent Technologies), default settings
!Sample_description = For preparation of the hybridization mixture 50 Âµl of Cy3-labeled test DNA, 50 Âµl of Cy5-labeled reference DNA and 100 Âµg Human Cot-1 DNA (Invitrogen) were mixed and precipitated using 0.1 volume of 3 M NaAc pH 5.2 and 2.5 volume of ice-cold absolute ethanol. After mixing by inversion the DNA was collected by centrifugation for 30 min at 20,000 g and 4Â°C, the supernatant aspirated and the pellet air-dried for approximately 5-10 min. The pellet was then dissolved in 13 Âµl water and 26 Âµl 20% SDS taking care to prevent foam formation. After incubating at room temperature for 15 min 91 Âµl of Master mix (14.3 % (w/v) dextran sulphate (USB), 71% (v/v) formamide (Invitrogen), 2.9 X SSC pH 7.0 (Sigma)) was added and gently mixed. The hybridization solution was then incubated at 73Â°C for 10 min to denature the DNA and subsequently at 37Â°C for 60 min to allow the Cot-1 DNA to block repetitive sequences. Hybridization and washing was done automatically using a GeneTAC/HybArray12 hybstation (Genomic Solutions / Perkin Elmer). Hybridization was for 38 h at 37Â°C. Subsequently slides were washed 6 cycles (flow for 10 s, hold for 20 s) with 50% (v/v) formamide, 2X SSC, 2 cycles with phosphate-buffer (0.1 M Na2HPO4/NaH2PO4, pH 8.0, 0.1% (v/v) Igepal CA630 (Sigma)), 2 cycles with 0.2 X SSC (Sigma) and 2 cycles with 0.1 X SSC. Slides were then taken out of the hybstation and briefly rinsed in 0.01 X SSC, dried by centrifugation for 3 min at 1000 g and scanned using a Microarray Scanner G2565AB (Agilent Technologies).
!Sample_data_processing = Spot analysis and quality control was fully automated using BlueFuse version 3.4 (BlueGnome, Cambridge, UK). Spots were excluded when the quality flag was less than 1, the Confidence value less than 0.3, stdev was more than 0.2 or when no chromosomal mapping information was available. Log2ratioâs of spots that were not excluded after quality flagging and mapping were normalized to their median value.
!Sample_platform_id = GPL7394
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE12951
!Sample_data_row_count = 21168
#ID_REF = 
#CONFIDENCE = The Confidence Estimate in the calculated ratio, between 0 and 1, calculated by BlueFuse
#AMPCH1 = Total signal in channel 1 (Cy3)
#AMPCH2 = Total signal in channel 2 (Cy5)
#LOG2RATIO CH1/CH2 = Log, base 2, of the ratio of total signal in channel 1 divided by total signal in channel 2
#QUALITY = A flag to highlight spots that suffer from poor printing and other experimental artefacts (1 acceptable; 0 not acceptable), estimated by BlueFuse
#VALUE = Median normalized value of the log2ratio, replicates are fused by BlueFuse, features with confidence < 0.1 OR stedev > 0.2 OR quality 0 are excluded
!sample_table_begin
ID_REF	CONFIDENCE	AMPCH1	AMPCH2	LOG2RATIO CH1/CH2	QUALITY	VALUE
1	0.01	73.113	9.716	2.912	0	0.123
2	0.01	158.233	19.624	3.011	1	
3	0.3	8512.671	2616.426	1.702	0	
4	0.01	116.128	15.202	2.933	0	
5	0.63	8379.521	2431.5	1.785	1	
6	0.01	0.532	3.331	-2.647	0	
7	0.01	3.516	2.608	0.431	0	
8	0.01	3.907	1.897	1.042	0	
9	0.02	377.721	17.297	4.449	1	
10	0.01	2.227	1.808	0.301	0	
11	0.01	4.83	1.75	1.465	0	
12	0.01	7.103	2.62	1.439	0	
13	0.61	4643.224	2828.931	0.715	0	
14	0.01	10.662	3.473	1.618	0	
15	0.01	126.85	7.632	4.055	0	
16	0.01	74.188	5.851	3.665	0	
17	0.56	8019.092	2724.349	1.558	0	
18	0.01	97.762	110.279	-0.174	0	
19	0.01	23.777	1.902	3.644	0	
20	0.01	55.369	70.185	-0.342	0	
!sample_table_end
