^SAMPLE = GSM2545593
!Sample_title = Ma-Mel-61a
!Sample_geo_accession = GSM2545593
!Sample_status = Public on May 24 2017
!Sample_submission_date = Mar 21 2017
!Sample_last_update_date = May 24 2017
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = melanoma cell line from LN metastasis
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = patient id: Ma-Mel-61
!Sample_characteristics_ch1 = tissue: melanoma cell line from LN metastasis
!Sample_growth_protocol_ch1 = Cell lines were grown according to standard conditions.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from cell lines and peripheral blood cells using the Qiagen DNA Blood Mini Kit. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer and PicoGreen
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = According to manufacturers instructions.
!Sample_description = CytoScanHD-Array
!Sample_data_processing = The array image was acquired using AffymetrixÂ® Chromosome Analysis Suite (ChAS) Software
!Sample_data_processing = Genotype Call (SNP call): AA, AB, BB, NC, and NoCall; 'Signal' = Summarized signal
!Sample_platform_id = GPL16131
!Sample_contact_name = Klaus,Georg,Griewank
!Sample_contact_department = Dermatology
!Sample_contact_institute = University of Duisburg-Essen
!Sample_contact_address = Hufelandstr. 55
!Sample_contact_city = Essen
!Sample_contact_zip/postal_code = 45147
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2545nnn/GSM2545593/suppl/GSM2545593_MaMel_61a_CytoScanHD_Array_.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2545nnn/GSM2545593/suppl/GSM2545593_MaMel_61a_CytoScanHD_Array_.cyhd.cychp.gz
!Sample_series_id = GSE96884
!Sample_data_row_count = 2749693
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	-0.299299	0.020771	2.211064
C-4WYLN	0.263866	0.118865	2.209968
C-3BFNY	0.105662	0.036380	2.208729
C-7ONNE	0.238197	0.132416	2.208124
C-6HYCN	-0.134913	-0.118823	2.208217
C-7SCGC	-0.050511	-0.026854	2.207317
C-7RZQQ	0.047125	-0.109810	2.206614
C-7RZWZ	-0.141022	-0.023835	2.206841
C-7SEBI	0.215947	0.123930	2.206831
C-7RZIL	0.178617	0.202114	2.203649
C-4NQTX	0.035929	0.126135	2.202327
C-7SDKW	0.216580	0.194895	2.200922
S-3WRNV	nan	nan	nan
C-7RXVK	-0.005825	-0.228899	2.200780
C-4LHKS	0.104636	-0.171003	2.200404
C-7RWHE	-0.684236	-0.223855	2.200412
C-7SBEJ	-0.216374	-0.178033	2.200102
C-7RYJO	0.117775	0.189082	2.199837
C-7SEGS	0.121267	0.221873	2.199374
C-4LLXK	0.342308	0.209004	2.198214
!sample_table_end
