^SAMPLE = GSM218052
!Sample_title = 526 vs normal female 20 - mAdbID:72268
!Sample_geo_accession = GSM218052
!Sample_status = Public on Jul 22 2008
!Sample_submission_date = Aug 14 2007
!Sample_last_update_date = Apr 24 2013
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Normal donor - female 20
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Gender: female
!Sample_characteristics_ch1 = Tissue: blood
!Sample_characteristics_ch1 = Cell type: PBMC
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Sample Extraction Protocol
!Sample_extract_protocol_ch1 = Other: Genomic DNA was extracted from a short-term cultured tumor cells or PBMC using Qiagen Mini genomic kit (Qiagen, Valencia, CA). PROTEINASE K (Qiagen)was added to a solution containing 5x106 cells,PBS and AL buffer and mixed thoroughly by pipetting. The homogenate was then incubated at 56C for 10 minutes and centrifuged for 1 min at 13000 rpm at room temp. The mixture (approximately 400 microl) was then combined and mixed well with one volume of ethanol (96-100%) and transferred into a QIamp spin column placed in a 2ml collection tube. Genomic Dna was than isolated according to the manufacturer protocol.
!Sample_label_ch1 = cy3
!Sample_label_protocol_ch1 = Cy3 Labeling Protocol
!Sample_label_protocol_ch1 = Other: Four Î¼g of genomic DNA were digested for 2 hours with Dpn II (New England Biolabs, Beverly, MA), followed by phenol-chloroform extraction. the labeling reaction was performed according to ARRAY CGH GENOMIC LABELING PROTOCOL (Invitrogen Cat# 18095-011. Digested DNA was mixed with 15 Î¼g of random octamers (provided by kit) in a total volume of 41 Î¼l reaction buffer and heated at 95ÂºC for 5 min. After chilling on ice, 5Î¼l of 10x-dUTP Nucleotide Mix (provided by Kit, Cy3-dUTP (Amersham, Piscataway, NJ), and 1 Î¼l of Exo-Klenow were added. The labeling reaction was completed at 37 ÂºC for 2 hours. Reactions were terminated by adding 5 Î¼l of 0.5 M EDTA, pH 8.0. Target clean up: Add 45 Âµl of TE (pH= 8.0) to each tube Add 400 Âµl of purification buffer A (provided by kit) to each tube and vortex for 30 seconds Place the purification column(provided by kit) in a 2-ml collection tube, and load the sample into the column. Centrifuge at 11 000 xg for 1 minute at room temperature, discard the flow-through, place the column back in the tube. Add 600 Âµl of purification buffer B (provided by kit). Centrifuge at 11 000 xg for 1 minute at room temperature, discard the flow-through, place the column back in the tube Add 200 Âµl of purification buffer B (provided by kit) prepared to the column. Centrifuge at 11 000 xg for 1 minute at room temperature, discard the flow-through. Place the purification column in a new 1.5 ml collection tube Add 50 Âµl of sterile water and incubate at room temperature for 1 minute. Centrifuge at 11 000 xg for 1 minute at room temperature. The flow-through contains your purified labeled DNA probes.
!Sample_source_name_ch2 = 526
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Tissue: skin
!Sample_characteristics_ch2 = Cell line: 526
!Sample_characteristics_ch2 = Cell type: Allogeneic melanoma
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Sample Extraction Protocol
!Sample_extract_protocol_ch2 = Other: Genomic DNA was extracted from a short-term cultured tumor cells or PBMC using Qiagen Mini genomic kit (Qiagen, Valencia, CA). PROTEINASE K (Qiagen)was added to a solution containing 5x106 cells,PBS and AL buffer and mixed thoroughly by pipetting. The homogenate was then incubated at 56C for 10 minutes and centrifuged for 1 min at 13000 rpm at room temp. The mixture (approximately 400 microl) was then combined and mixed well with one volume of ethanol (96-100%) and transferred into a QIamp spin column placed in a 2ml collection tube. Genomic Dna was than isolated according to the manufacturer protocol.
!Sample_label_ch2 = cy5
!Sample_label_protocol_ch2 = Cy5 Labeling Protocol
!Sample_label_protocol_ch2 = Other: Four Î¼g of genomic DNA were digested for 2 hours with Dpn II (New England Biolabs, Beverly, MA), followed by phenol-chloroform extraction. the labeling reaction was performed according to ARRAY CGH GENOMIC LABELING PROTOCOL (Invitrogen Cat# 18095-011. Digested DNA was mixed with 15 Î¼g of random octamers (provided by kit) in a total volume of 41 Î¼l reaction buffer and heated at 95ÂºC for 5 min. After chilling on ice, 5Î¼l of 10x-dUTP Nucleotide Mix (provided by Kit, Cy5-dUTP(Amersham, Piscataway, NJ), and 1 Î¼l of Exo-Klenow were added. The labeling reaction was completed at 37 ÂºC for 2 hours. Reactions were terminated by adding 5 Î¼l of 0.5 M EDTA, pH 8.0. Target clean up: Add 45 Âµl of TE (pH= 8.0) to each tube Add 400 Âµl of purification buffer A (provided by kit) to each tube and vortex for 30 seconds Place the purification column(provided by kit) in a 2-ml collection tube, and load the sample into the column. Centrifuge at 11 000 xg for 1 minute at room temperature, discard the flow-through, place the column back in the tube. Add 600 Âµl of purification buffer B (provided by kit). Centrifuge at 11 000 xg for 1 minute at room temperature, discard the flow-through, place the column back in the tube Add 200 Âµl of purification buffer B (provided by kit) prepared to the column. Centrifuge at 11 000 xg for 1 minute at room temperature, discard the flow-through. Place the purification column in a new 1.5 ml collection tube Add 50 Âµl of sterile water and incubate at room temperature for 1 minute. Centrifuge at 11 000 xg for 1 minute at room temperature. The flow-through contains your purified labeled DNA probes.
!Sample_hyb_protocol = Sample Hybridization Protocol
!Sample_hyb_protocol = Wash procedure: Washing: 1. 2x SSC, 0.03% SDS at 65C for 5 minutes; 2. Wash with 2x SSC for 5 min at room temperature. 3 Wash with 1x SSC for 5 min at room temperature 4. 0.2x SSC at room temperature for 5 minutes 5. Centrifuge slide at 80-100 g for 3 min to dry.
!Sample_hyb_protocol = Other: Combine Cy3 and Cy5 Add 400Âµl of TE (pH=8.0) to each probe Apply labeled probe to Microcon YM 30 Spin 12000 xg for 11 minutes (make volume less than 20 Âµl) Discard flow-through, wash with 500 Âµl TE (pH=8.0) and spin 12000 xg for 11 minutes. Add Hybridization buffer mixing:Human Cot1 50 Âµl (1mg/ml)(Invitrogen, Cat# 15279-011);Yeast t-RNA 25 Âµl(4Âµg/Âµl)(4mg/ml Sigma- Aldrich Cat# R8759); Poly dT-dA 2.5Âµl (8 Âµg/Âµl)(8mg/ml Pharmacia Cat# 27-7988-01);TE (pH=8.0)450Âµl Mix well add to the filter Spin 12000 xg for 12 minutes Invert the filter to a new tube, spin for 2 minutes, Adjust volume by water up to 32 Âµl or dry samples if volume more than 32 microl; Make:Probe 32 Âµl,20 x SSC 6.8 Âµl,10% SDS 1.2 Âµl.Mix to minimize bubbles Denature by heating 99ÂºC for 3-4 minutes Incubate at 37ÂºC for 30 minutes Pre warm Hyb Chamber at 65 ÂºC Spin DNA probe for 5 minutes at max rcf Apply target mixture to array slide, add coverslip, place in humidified hyb chamber.Hybridization were conducted at 65oC for 16-18 hours.
!Sample_scan_protocol = Creator: GenePix Pro 4.0.1.17
!Sample_scan_protocol = Scanner: GenePix 4000B [84945]
!Sample_scan_protocol = ScanPower: 33;; 33
!Sample_scan_protocol = LaserPower: 3.34;; 3.33
!Sample_scan_protocol = Temperature: 30.51
!Sample_description = mAdb experiment ID: 72268
!Sample_data_processing = BRB ArrayTool Data Processing
!Sample_data_processing = Calculation Method: Fluorescence intensities generated by Cy5 and Cy3 probes hybridized onto the microarray slides were scanned at 10-Ã¬m resolution on a GenePix 4000 scanner (Axon Instruments, Union City,CA) at variable PMT voltage to obtain maximal signal intensities with < 1% probe saturation. The fluorescence intensity and ratio data for Cy5 and Cy3 were initially analyzed using GenePix 4.3 software. Raw data were retrieved in BRB-ArrayTools format for analysis and normalization(http://linus.nci.nih.gov/BRBArrayTools.html).. Following filter criteria was applied to the data set: 1. spots were excluded if intensity < 100, and spot size less than 25Âµm 2. genes were filtered out if >50% of experiment with missing data values. 3. log2 transformed data were normalized using lowess smoother, and intensity ratios were truncated if greater than 64 Further data preprocessing was done using webtool preP (http://prep.bioinfo.cnio.es/). Missing data were imputed using KNN imputation method with K=15. Gene location was extracted according to UniGene Cluster IDs from Ensemble and UCSC using IDconverter (http://idconverter.bioinfor.cnio.es/).The pre-processed aCGH data was then segmented using the circular binary segmentation method implemented in ADaCGH (http://adacgh.bioinfo.cnio.es/) to detect regions with abnormal DNA copy number. The smooth parameters were set as defaults.
!Sample_platform_id = GPL3895
!Sample_contact_name = Francesco,Maria,Marincola
!Sample_contact_email = fmarincola@sidra.org
!Sample_contact_phone = 301-793-8210
!Sample_contact_institute = Sidra Medical and Research Center
!Sample_contact_address = Al Nasr Tower, AL Corniche Street, PO Box 26999
!Sample_contact_city = Doha
!Sample_contact_zip/postal_code = PO Box 26999
!Sample_contact_country = Qatar
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM218nnn/GSM218052/suppl/GSM218052.gpr.gz
!Sample_series_id = GSE8777
!Sample_data_row_count = 16834
#ID_REF = NCI mAdb well id plus replicate number
#VALUE = log2 of the Calibrated Ratio (Cy5 channel/Cy3 channel)
#Slide_block = Array block location
#Slide_column = Array column location
#Slide_row = Array row location
#CY5_mean = Red Channel Sample mean Signal (Background Subtracted)
#CY5_SD = Red Channel Sample Standard Deviation
#CY5_BKD_median = Red Channel Sample median Background Level
#CY5_BKD_SD = Red Channel Sample Background Standard Deviation
#CY3_mean = Green Channel Sample mean Signal (Background Subtracted)
#CY3_SD = Green Channel Sample Standard Deviation
#CY3_BKD_median = Green Channel Sample median Background Level
#CY3_BKD_SD = Green Channel Sample Background Standard Deviation
#Flag = Quality flag 0->good, -50->Not found, -100->Bad
!sample_table_begin
ID_REF	VALUE	Slide_block	Slide_column	Slide_row	CY5_mean	CY5_SD	CY5_BKD_median	CY5_BKD_SD	CY3_mean	CY3_SD	CY3_BKD_median	CY3_BKD_SD	Flag
184053_1	-0.116933897	1	1	1	7270	4735	1531	677	7834	4364	1675	587	0
184821_1	0.014711581	1	1	2	7191	2210	1590	578	7232	2116	1697	470	0
185589_1	0.127426639	1	1	3	8306	1867	1562	934	8102	1734	1672	520	0
186357_1	-0.204619423	1	1	4	5951	2442	1504	985	6337	2368	1617	688	0
187125_1	0.321364999	1	1	5	11113	2511	1633	1033	10048	2442	1673	981	0
187893_1	0.078334868	1	1	6	9319	3430	1599	929	9456	3465	1724	839	0
188661_1	0.094698578	1	1	7	7630	2367	1631	1100	7589	2179	1797	555	0
189429_1	-0.227181971	1	1	8	8140	3734	1675	1402	9287	4015	1811	813	0
190197_1	-0.065465838	1	1	9	6534	3133	1648	852	6689	2863	1775	871	0
190965_1	0.254309356	1	1	10	12889	2713	1623	619	12350	2432	1732	595	0
273540_1	NULL	1	1	11	38111	10531	1550	609	35635	8789	1724	513	0
274308_1	0.223885074	1	1	12	8821	2303	1528	592	8410	2144	1699	483	0
275076_1	0.025110325	1	1	13	9340	2863	1544	635	9950	2910	1767	496	0
275844_1	-0.302238822	1	1	14	6098	1709	1524	755	7090	1957	1793	767	0
276612_1	-0.21312812	1	1	15	5794	2061	1594	696	6242	2002	1783	759	0
277380_1	0.283615112	1	1	16	7042	2210	1659	1365	6440	1552	1796	1290	0
278148_1	-0.047623839	1	1	17	6253	1919	1666	1261	6401	1832	1842	1209	0
278916_1	-0.196900353	1	1	18	6043	1815	1710	848	6670	1964	2003	862	0
279684_1	0.109704971	1	1	19	8609	3044	1677	850	8961	2996	2030	828	0
280452_1	0.1987077	1	1	20	7608	3028	1683	1347	7510	2676	1971	1396	0
!sample_table_end
