^SAMPLE = GSM156958
!Sample_title = PMBCL7
!Sample_geo_accession = GSM156958
!Sample_status = Public on Aug 15 2007
!Sample_submission_date = Jan 18 2007
!Sample_last_update_date = Aug 15 2007
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = PMBCL7
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = PMBCL tumor DNA
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 3
!Sample_label_protocol_ch1 = Random prime reaction
!Sample_source_name_ch2 = Female pooled genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Female pooled genomic reference DNA
!Sample_biomaterial_provider_ch2 = Novagen
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cyanine 5
!Sample_label_protocol_ch2 = Random prime reaction
!Sample_hyb_protocol = Hybridization solution: 80% DIG-easy, 10% sheared herring sperm DNA, 10% yeast tRNA.  Probe was blocked using 100ug human CoT-1 DNA and hybridized to the slide at 45C for ~36 hours under a 24x60mm coverslip in a hybrization cassette.  Wash: 4X 0.1% SDS/0.1X SSC at 45C.  Rinse: 4X 0.1X SSC, room temp.  Dried with an oil-free air stream.
!Sample_scan_protocol = Scanned at 10um resolution on a Applied Precision Instruments AutoE CCD-based scanner.
!Sample_description = tumor DNA (cy3) hybridized against normal male pooled reference DNA (cy5)
!Sample_data_processing = Data was obtained from the scanned image files generated using SoftWoRx Tracker software from Applied Precision.  Obtained data was normalized using a three-step normalization procedure; (Khojasteh et al BMC Bioinformatics 2005;6:274).  
!Sample_platform_id = GPL2735
!Sample_contact_name = Lindsey,,Kimm
!Sample_contact_email = lkimm@bccrc.ca
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics
!Sample_contact_institute = BC Cancer Research Centre
!Sample_contact_address = 675 W10th Ave
!Sample_contact_city = Vancouver
!Sample_contact_state = British Columbia
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7383
!Sample_data_row_count = 98208
#ID_REF = 
#Spot Mean Intensity (Cy3) = Mean spot pixel intensity - cy3 channel
#Spot Mean Intensity (Cy5) = mean spot pixel intensity - cy5 channel
#Background Median Intensity (Cy3) = median background pixel intensity - cy3 channel
#Background Median Intensity (Cy5) = median background pixel intensity - cy5 channel
#Spot Normalized Intensity (Cy3) = spot mean with background subtracted - cy3 channel
#Spot Normalized Intensity (Cy5) = spot mean with background subtracted - cy5 channel
#Spot SNR (Cy3) = signal to noise ratio - cy3 channel
#Spot SNR (Cy5) = signal to noise ratio - cy5 channel
#Spot Ratio (Cy3) = Cy3/Cy5 ratio
#Spot Ratio (Cy5) = Cy5/Cy3 ratio
#Spot Log2 Ratio (Cy3) = Log2 ratio (Cy3/Cy5) - global mean set to 0
#VALUE = normalized log2 ratio (Cy3/Cy5)
!sample_table_begin
ID_REF	Spot Mean Intensity (Cy3)	Spot Mean Intensity (Cy5)	Background Median Intensity (Cy3)	Background Median Intensity (Cy5)	Spot Normalized Intensity (Cy3)	Spot Normalized Intensity (Cy5)	Spot SNR (Cy3)	Spot SNR (Cy5)	Spot Ratio (Cy3)	Spot Ratio (Cy5)	Spot Log2 Ratio (Cy3)	VALUE
1	3320.51	3479.64	1077	1696	2243.506	1783.639	46.4295	49.6914	0.9761743	1.024354	-0.03478937	-0.024075927
2	2313.476	2870.845	1033	1683.5	1280.476	1187.345	32.1127	31.39061	0.8369538	1.194746	-0.2567802	-0.205506355
3	2820.047	3340.92	1034	1674.5	1786.047	1666.418	58.2179	36.3634	0.8317944	1.202157	-0.265701	-0.214952595
4	3699.67	3504.49	1026.5	1697	2673.175	1807.494	84.6354	46.5522	1.147777	0.8712037	0.1988423	0.226664444
5	2796.869	3195.37	1008	1679.5	1788.869	1515.869	42.9805	35.2665	0.915849	1.091826	-0.1268184	-0.078310879
6	2154.083	2445.893	1023.5	1673	1130.583	772.893	28.69824	17.09312	1.135247	0.8808196	0.1830059	0.226090393
7	2646.928	2910.072	1026	1670	1620.928	1240.072	31.9729	27.86106	1.014435	0.985719	0.020676	0.070880934
8	2159.619	2656.536	1029.5	1657	1130.119	999.536	15.57783	16.21638	0.8774713	1.139579	-0.1885761	-0.116901765
9	2871.244	3087.884	993	1655	1878.244	1432.884	25.71629	24.23121	1.017298	0.9829449	0.0247419	0.084262564
10	2611.561	3100.342	1011	1675	1600.561	1425.342	35.1357	32.8478	0.8714857	1.147406	-0.1984511	-0.109057858
11	3194.66	3476.83	1014.5	1674.5	2180.163	1802.326	44.0308	40.2821	0.9387774	1.065159	-0.09114493	-0.007294552
12	2481.675	2988.361	996	1655	1485.675	1333.361	19.55581	17.56493	0.8647346	1.156363	-0.2096705	-0.112065348
13	3843	3910.38	1008	1662	2835	2248.378	33.328	26.10712	0.9785673	1.021848	-0.03125693	0.045663779
14	2196.631	2715.036	1016	1683	1180.631	1032.036	21.63142	22.03721	0.887823	1.126292	-0.1716559	-0.063347007
15	2810.702	3277.43	1002	1680	1808.702	1597.428	44.719	39.098	0.8787244	1.137954	-0.1865174	-0.081106865
16	3383.63	3582.42	992	1688	2391.631	1894.417	53.7746	46.9364	0.9797733	1.020591	-0.02948011	0.050516382
17	2723.529	3193.91	980	1679	1743.529	1514.906	32.5374	31.7315	0.8932039	1.119506	-0.1629385	-0.054326654
18	2485.631	2941.131	922	1636	1563.631	1305.131	44.198	33.3824	0.9297949	1.07545	-0.1050156	0
19	2563.083	3068.095	925.5	1639.5	1637.583	1428.595	46.365	35.2822	0.8896132	1.124025	-0.16875	-0.058552962
20	2088.035	2627	962	1636	1126.035	991	28.4486	23.59993	0.881831	1.133945	-0.1814259	-0.063676512
!sample_table_end
