^SAMPLE = GSM157015
!Sample_title = PMBCL16
!Sample_geo_accession = GSM157015
!Sample_status = Public on Aug 15 2007
!Sample_submission_date = Jan 18 2007
!Sample_last_update_date = Aug 15 2007
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = PMBCL16
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = PMBCL tumor DNA
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 3
!Sample_label_protocol_ch1 = Random prime reaction
!Sample_source_name_ch2 = Male pooled genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Male pooled genomic reference DNA
!Sample_biomaterial_provider_ch2 = Novagen
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cyanine 5
!Sample_label_protocol_ch2 = Random prime reaction
!Sample_hyb_protocol = Hybridization solution: 80% DIG-easy, 10% sheared herring sperm DNA, 10% yeast tRNA. Probe was blocked using 100ug human CoT-1 DNA and hybridized to the slide at 45C for ~36 hours under a 24x60mm coverslip in a hybrization cassette. Wash: 4X 0.1% SDS/0.1X SSC at 45C. Rinse: 4X 0.1X SSC, room temp. Dried with an oil-free air stream.
!Sample_scan_protocol = Scanned at 10um resolution on a Applied Precision Instruments AutoE CCD-based scanner.
!Sample_description = tumor DNA (cy3) hybridized against normal male pooled reference DNA (cy5)
!Sample_data_processing = Data was obtained from the scanned image files generated using SoftWoRx Tracker software from Applied Precision. Obtained data was normalized using a three-step normalization procedure; (Khojasteh et al BMC Bioinformatics 2005;6:274). 
!Sample_platform_id = GPL2735
!Sample_contact_name = Lindsey,,Kimm
!Sample_contact_email = lkimm@bccrc.ca
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics
!Sample_contact_institute = BC Cancer Research Centre
!Sample_contact_address = 675 W10th Ave
!Sample_contact_city = Vancouver
!Sample_contact_state = British Columbia
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7383
!Sample_data_row_count = 98208
#ID_REF = 
#Spot Mean Intensity (Cy3) = Mean spot pixel intensity - cy3 channel
#Spot Mean Intensity (Cy5) = mean spot pixel intensity - cy5 channel
#Background Median Intensity (Cy3) = median background pixel intensity - cy3 channel
#Background Median Intensity (Cy5) = median background pixel intensity - cy5 channel
#Spot Normalized Intensity (Cy3) = spot mean with background subtracted - cy3 channel
#Spot Normalized Intensity (Cy5) = spot mean with background subtracted - cy5 channel
#Spot SNR (Cy3) = signal to noise ratio - cy3 channel
#Spot SNR (Cy5) = signal to noise ratio - cy5 channel
#Spot Ratio (Cy3) = Cy3/Cy5 ratio
#Spot Ratio (Cy5) = Cy5/Cy3 ratio
#Spot Log2 Ratio (Cy3) = Log2 ratio (Cy3/Cy5) - global mean set to 0
#VALUE = normalized log2 ratio (Cy3/Cy5)
!sample_table_begin
ID_REF	Spot Mean Intensity (Cy3)	Spot Mean Intensity (Cy5)	Background Median Intensity (Cy3)	Background Median Intensity (Cy5)	Spot Normalized Intensity (Cy3)	Spot Normalized Intensity (Cy5)	Spot SNR (Cy3)	Spot SNR (Cy5)	Spot Ratio (Cy3)	Spot Ratio (Cy5)	Spot Log2 Ratio (Cy3)	VALUE
1	4046.46	5186.63	690.5	1909.5	3355.96	3277.13	97.7541	71.8811	0.8831508	1.132297	-0.1792682	-0.215124252
2	2879.366	4098.48	700	1914	2179.366	2184.476	69.4943	52.6709	0.8603879	1.162253	-0.2169408	-0.23167968
3	3941.51	5014.48	706	1917	3235.51	3097.476	118.6976	79.8925	0.9008374	1.110066	-0.1506614	-0.204024412
4	4939.87	5864.01	712	1925	4227.87	3939.01	178.62	111.3023	0.9256477	1.080312	-0.1114648	-0.166294287
5	3806.61	4416.15	704	1924	3102.607	2492.155	157.5883	100.1748	1.073651	0.931391	0.1025251	0.054271554
6	2917.168	3684.79	704	1921	2213.168	1763.787	125.885	66.7184	1.082131	0.9240924	0.1138749	0.089458548
7	3951.23	4584.54	696	1912	3255.23	2672.536	175.9073	80.7116	1.050434	0.9519764	0.07098628	0.018372117
8	3446.56	4436.26	701.5	1915	2745.06	2521.262	140.5012	73.5823	0.9389558	1.065001	-0.0908707	-0.137082346
9	4121.51	4754.45	715	1920	3406.51	2834.451	168.5658	68.5812	1.036459	0.9648123	0.05166367	-0.013020155
10	4126.99	4779.08	725	1930	3401.99	2849.083	141.8788	68.1728	1.029767	0.9710823	0.0423185	-0.004846249
11	4876.08	5455.01	726.5	1942	4149.58	3513.01	128.5331	69.4564	1.018676	0.981655	0.02669587	-0.013810657
12	3418.07	4555.07	715	1929	2703.072	2626.071	76.8887	48.9432	0.8876921	1.126504	-0.1718687	-0.204530439
13	5648.9	6805.33	712.5	1920.5	4936.4	4884.83	156.4667	121.8466	0.8715113	1.147419	-0.1984088	-0.217621989
14	3804.08	4319.51	718.5	1920	3085.584	2399.506	93.717	66.9771	1.108988	0.9017128	0.1492441	0.139834379
15	3854.31	4845.66	713.5	1922	3140.813	2923.663	97.7353	87.6252	0.926459	1.079367	-0.1102009	-0.117223717
16	5069.36	5968.42	720	1925	4349.36	4043.42	145.0621	117.6484	0.927658	1.077971	-0.108335	-0.122816431
17	3837.49	4875.76	709	1920	3128.494	2955.765	82.7229	83.2611	0.9128026	1.095515	-0.1316253	-0.143967111
18	3751.93	4375.12	712	1920.5	3039.928	2454.619	95.4975	82.3516	1.068048	0.9362774	0.0949759	-0.143674354
19	3711.2	4502.42	708	1913	3003.202	2589.417	98.8371	84.7632	1.000216	0.9997723	0.000312392	-0.012526336
20	3263.57	4283.18	705	1914	2558.572	2369.179	97.0074	79.648	0.9313461	1.073703	-0.1026107	-0.106334626
!sample_table_end
