^SAMPLE = GSM197638
!Sample_title = Adenoma (F49A_s52_b16)
!Sample_geo_accession = GSM197638
!Sample_status = Public on Oct 15 2008
!Sample_submission_date = Jun 04 2007
!Sample_last_update_date = Oct 15 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Adenoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = protocol available on www.vumc.nl/microarrays
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = female Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A pool of ten normal individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_hyb_protocol = as described by Carvalho et al, Cell Oncol. 2006;28(5-6):283-94.
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = n/a
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the July 2003 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL3442
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE8067
!Sample_data_row_count = 15528
#ID_REF = 
#Signal Median CH1 = spot signal channel 1 (Cy3)
#Background Median CH1 = background signal of channel 1 (Cy3)
#Signal Median CH2 = spot signal channel 2 (Cy5)
#Background Median CH2 = background signal of channel 1 (Cy5)
#Log2ratio = 
#Flag = A flag to highlight spots that suffer frmo poor prinitng and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Normalized value of the log2ratio. Flagged features are excluded. Values where also deleted if the each triplicate had a Standard Deviation higher than 0.2.
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Log2ratio	Flag	VALUE	UNF_VALUE
1	4110	343	3704	127	0.07	0		
2	4139	333	3581	125	0.14	0		
3	4441	321	4044	123.5	0.07	0		
4	6402.5	318	4678.5	123	0.42	0	0.082	0.082
5	6105	309	4372	127	0.45	0	0.082	0.082
6	6042	296	4549	126	0.38	0	0.082	0.082
7	4069	296.5	3761	127	0.05	0		
8	4134	314	3805	126	0.05	0		
9	4114	312	3771	128	0.06	0		
10	3103	322	2297.5	130	0.36	0	0.082	0.082
11	3139	335.5	2252	130	0.4	0	0.082	0.082
12	3084	335	2239	128	0.38	0	0.082	0.082
13	4265	305	3987.5	126	0.04	0		
14	4405	293	3999	126	0.09	0		
15	4446.5	293	4106	127	0.06	0		
16	4082	283.5	2929.5	125	0.44	0	0.082	0.082
17	3955	286.5	2856	127	0.43	0	0.082	0.082
18	3912	288	2869	125	0.4	0	0.082	0.082
19	3864	333	3549	124	0.04	0		
20	4014.5	324	3492	127	0.13	0		
!sample_table_end
