^SAMPLE = GSM197915
!Sample_title = Adenoma component of a progressed adenoma (P20A_s57_b21)
!Sample_geo_accession = GSM197915
!Sample_status = Public on Oct 15 2008
!Sample_submission_date = Jun 05 2007
!Sample_last_update_date = Oct 15 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Adenoma component of a progressed adenoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = as described in Weiss et al, Mol Pathol. 1999 Oct;52(5):243-51.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = female Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A pool of ten normal individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_hyb_protocol = as described by Carvalho et al, Cell Oncol. 2006;28(5-6):283-94.
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = n/a
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the July 2003 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL3443
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE8067
!Sample_data_row_count = 17328
#ID_REF = 
#Signal Median CH1 = spot signal channel 1 (Cy3)
#Background Median CH1 = background signal of channel 1 (Cy3)
#Signal Median CH2 = spot signal channel 2 (Cy5)
#Background Median CH2 = background signal of channel 1 (Cy5)
#Log2ratio = 
#Flag = A flag to highlight spots that suffer from poor printing and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Normalized value of the log2ratio. Flagged features are excluded. Values where also deleted if the each triplicate had a Standard Deviation higher than 0.2.
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Log2ratio	Flag	VALUE	UNF_VALUE
1	8744	275	10764	112	-0.33	0	-0.0791	-0.0791
2	9212	258.5	10768	104	-0.25	0	-0.0791	-0.0791
3	8564	268	10002	115.5	-0.25	0	-0.0791	-0.0791
4	21083	250	25545.5	133.5	-0.29	0	0.0998	0.0998
5	19112.5	275	24122	123	-0.35	0	0.0998	0.0998
6	20906	317	23517.5	131	-0.18	0	0.0998	0.0998
7	4259	298.5	4252	104	-0.07	0		
8	4071.5	262	4214	119.5	-0.1	0		
9	3514	270	4538	111	-0.45	0		
10	9533	274.5	11292.5	114	-0.27	0	0.0122	0.0122
11	8493.5	228.5	11127.5	111.5	-0.41	0	0.0122	0.0122
12	9095	187.5	11657.5	128	-0.37	0	0.0122	0.0122
13	2439	258	2595	101	-0.19	0		
14	2818	268	2717	104	-0.04	0		
15	1286	250	3391	130	-1.65	0		
16	10463	280	11950	131	-0.21	0	0.0998	0.0998
17	10144	273	11713.5	136	-0.23	0	0.0998	0.0998
18	10522.5	298.5	12281	134	-0.25	0	0.0998	0.0998
19	7054	293	7362	101.5	-0.1	0	0.3218	0.3218
20	8082.5	298	8979	151	-0.18	0	0.3218	0.3218
!sample_table_end
