^SAMPLE = GSM197895
!Sample_title = Carcinoma component of a progressed adenoma (P11C1_s25_b16)
!Sample_geo_accession = GSM197895
!Sample_status = Public on Oct 15 2008
!Sample_submission_date = Jun 05 2007
!Sample_last_update_date = Oct 15 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Carcinoma component of a progressed adenoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = as described in Weiss et al, Mol Pathol. 1999 Oct;52(5):243-51.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = male Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A pool of ten normal individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_hyb_protocol = as described by Carvalho et al, Cell Oncol. 2006;28(5-6):283-94.
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = n/a
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the July 2003 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL3442
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE8067
!Sample_data_row_count = 15528
#ID_REF = 
#Signal Median CH1 = spot signal channel 1 (Cy3)
#Background Median CH1 = background signal of channel 1 (Cy3)
#Signal Median CH2 = spot signal channel 2 (Cy5)
#Background Median CH2 = background signal of channel 1 (Cy5)
#Log2ratio = 
#Flag = A flag to highlight spots that suffer from poor printing and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Normalized value of the log2ratio. Flagged features are excluded. Values where also deleted if the each triplicate had a Standard Deviation higher than 0.2.
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Log2ratio	Flag	VALUE	UNF_VALUE
1	14365	396	25246	146	-0.85	0		
2	15797	407	26738	123	-0.79	0		
3	15289	376	28467.5	141	-0.93	0		
4	23314	362.5	35854	137	-0.64	0	0.0154	0.0154
5	23075	310	37175	184	-0.7	0	0.0154	0.0154
6	22989	335	36843.5	169.5	-0.69	0	0.0154	0.0154
7	14048	310	28024	135	-1.02	0		
8	14284	311	28043	133	-1	0		
9	14262.5	316	27892.5	126	-0.99	0		
10	8351	276.5	16275	157	-1	0	-0.0836	-0.0836
11	8442	294	15880.5	143	-0.95	0	-0.0836	-0.0836
12	8162.5	349	16120	161.5	-1.03	0	-0.0836	-0.0836
13	14121.5	274	30369	149.5	-1.13	0		
14	13692.5	257	29454	146.5	-1.13	0		
15	14470	301	29519.5	159	-1.05	0		
16	11042	348	20697	158	-0.94	0	0.0154	0.0154
17	11570.5	378	20179	145	-0.84	0	0.0154	0.0154
18	11390.5	374	20274	144	-0.87	0	0.0154	0.0154
19	11812	388.5	22976.5	129.5	-1	0		
20	13047.5	394.5	23008.5	161.5	-0.85	0		
!sample_table_end
