^SAMPLE = GSM197904
!Sample_title = Carcinoma component of a progressed adenoma (P15C_s11_b17)
!Sample_geo_accession = GSM197904
!Sample_status = Public on Oct 15 2008
!Sample_submission_date = Jun 05 2007
!Sample_last_update_date = Oct 15 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Carcinoma component of a progressed adenoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = as described in Weiss et al, Mol Pathol. 1999 Oct;52(5):243-51.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = female Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A pool of ten normal individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_hyb_protocol = as described by Carvalho et al, Cell Oncol. 2006;28(5-6):283-94.
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = n/a
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the July 2003 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL3442
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE8067
!Sample_data_row_count = 15528
#ID_REF = 
#Signal Median CH1 = spot signal channel 1 (Cy3)
#Background Median CH1 = background signal of channel 1 (Cy3)
#Signal Median CH2 = spot signal channel 2 (Cy5)
#Background Median CH2 = background signal of channel 1 (Cy5)
#Log2ratio = 
#Flag = A flag to highlight spots that suffer from poor printing and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Normalized value of the log2ratio. Flagged features are excluded. Values where also deleted if the each triplicate had a Standard Deviation higher than 0.2.
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Log2ratio	Flag	VALUE	UNF_VALUE
1	12794	344.5	20576	75.5	-0.72	0		
2	13409	377	21864	45.5	-0.74	0		
3	13690	300.5	22000	69.5	-0.71	0		
4	23962	385	28220.5	71.5	-0.26	0	0.0958	0.0958
5	22717	293.5	29084	43	-0.37	0	0.0958	0.0958
6	20968	296.5	28445.5	63	-0.46	0	0.0958	0.0958
7	12231.5	347	22122	38	-0.89	0		
8	12440.5	286.5	21354	29	-0.81	0		
9	11987	251.5	22127.5	57	-0.91	0		
10	10462	220.5	13282.5	10.5	-0.37	0	0.108	0.108
11	10058	198.5	13709	65	-0.47	0	0.108	0.108
12	9485.5	250	13303	19.5	-0.52	0	0.108	0.108
13	11730	163	21997	10	-0.93	0		
14	11183	218	21049	23.5	-0.94	0		
15	11114	234	21698	35	-0.99	0		
16	12333	208	17446	3	-0.52	0	0.1534	0.1534
17	12482.5	265.5	18030.5	24	-0.56	0	0.1534	0.1534
18	12844.5	300	17474.5	24.5	-0.48	0	0.1534	0.1534
19	10691.5	493	17520.5	47	-0.78	0		
20	11809	341	19321	72	-0.75	0		
!sample_table_end
