^SAMPLE = GSM197651
!Sample_title = Adenoma component of a progressed adenoma (P30A_s46_b21)
!Sample_geo_accession = GSM197651
!Sample_status = Public on Oct 15 2008
!Sample_submission_date = Jun 04 2007
!Sample_last_update_date = Oct 15 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Adenoma component of a progressed adenoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = as described in Weiss et al, Mol Pathol. 1999 Oct;52(5):243-51.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = female Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A pool of ten normal individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_hyb_protocol = as described by Carvalho et al, Cell Oncol. 2006;28(5-6):283-94.
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = n/a
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the July 2003 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL3443
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE8067
!Sample_data_row_count = 17328
#ID_REF = 
#Signal Median CH1 = spot signal channel 1 (Cy3)
#Background Median CH1 = background signal of channel 1 (Cy3)
#Signal Median CH2 = spot signal channel 2 (Cy5)
#Background Median CH2 = background signal of channel 1 (Cy5)
#Log2ratio = 
#Flag = A flag to highlight spots that suffer from poor printing and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Normalized value of the log2ratio. Flagged features are excluded. Values where also deleted if the each triplicate had a Standard Deviation higher than 0.2.
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Log2ratio	Flag	VALUE	UNF_VALUE
1	7024	551	9319.5	433.5	-0.46	0	0.0033	0.0033
2	7499	564	9349	401	-0.37	0	0.0033	0.0033
3	7555.5	487.5	9395.5	378.5	-0.35	0	0.0033	0.0033
4	12763	557	14730	405.5	-0.23	0	-0.0363	-0.0363
5	12326	504	14005	423	-0.2	0	-0.0363	-0.0363
6	12673.5	571.5	15304.5	418.5	-0.3	0	-0.0363	-0.0363
7	5338	506	7078	370	-0.47	0		
8	5149.5	392.5	6179	387	-0.28	0		
9	4821.5	410.5	6327	358	-0.44	0		
10	5822	487	6513	415	-0.19	0	-0.0363	-0.0363
11	6506	545	6771	377	-0.1	0	-0.0363	-0.0363
12	6521	576	6983	405	-0.15	0	-0.0363	-0.0363
13	1631	449	3576	367	-1.44	1		0.0033
14	1461	530	3018	363	-1.51	3		0.0033
15	2883	443	3905	380.5	-0.53	0	0.0033	0.0033
16	8133.5	603	7958.5	383	-0.01	0	-0.0363	-0.0363
17	9081	726	8278	395	0.08	0	-0.0363	-0.0363
18	8123	648.5	8581	453	-0.12	3		-0.0363
19	6304.5	488.5	7896	381.5	-0.37	0	0.0033	0.0033
20	7061	529	7638	426	-0.14	0	0.0033	0.0033
!sample_table_end
