^SAMPLE = GSM197699
!Sample_title = Adenoma 1 (F38A1_s68_b16)
!Sample_geo_accession = GSM197699
!Sample_status = Public on Oct 15 2008
!Sample_submission_date = Jun 04 2007
!Sample_last_update_date = Oct 15 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Adenoma 1
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = protocol available on www.vumc.nl/microarrays
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = Female Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A pool of ten normal individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_hyb_protocol = as described by Carvalho et al, Cell Oncol. 2006;28(5-6):283-94.
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = n/a
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the July 2003 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL3442
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE8067
!Sample_data_row_count = 15528
#ID_REF = 
#Signal Median CH1 = spot signal channel 1 (Cy3)
#Background Median CH1 = background signal of channel 1 (Cy3)
#Signal Median CH2 = spot signal channel 2 (Cy5)
#Background Median CH2 = background signal of channel 1 (Cy5)
#Log2ratio = 
#Flag = A flag to highlight spots that suffer frmo poor prinitng and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Normalized value of the log2ratio. Flagged features are excluded. Values where also deleted if the each triplicate had a Standard Deviation higher than 0.2.
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Log2ratio	Flag	VALUE	UNF_VALUE
1	5165.5	204	8831	134	-0.81	0		
2	5370	201	8644	133	-0.72	0		
3	5521.5	209	8849	135	-0.71	0		
4	7780	199	11907.5	136	-0.63	0	-0.0148	-0.0148
5	7929	202	11667	137	-0.58	0	-0.0148	-0.0148
6	7931.5	197	12187	136	-0.64	0	-0.0148	-0.0148
7	6753	193	11130	133	-0.75	0		
8	6700	190	11053	134	-0.75	0		
9	6599.5	185	11277	135	-0.8	0		
10	4120	178	6694	133	-0.73	0	-0.0419	-0.0419
11	4066	183	7099	134	-0.84	0	-0.0419	-0.0419
12	4109	176	6913	130	-0.79	0	-0.0419	-0.0419
13	7426	178	12963	128	-0.82	0		
14	7683	178	13341.5	131	-0.82	0		
15	7675	171	13373	134	-0.82	0		
16	5191	175	8606.5	134	-0.76	0	-0.0419	-0.0419
17	5094	178	8321	135	-0.74	0	-0.0419	-0.0419
18	5122.5	172	8403.5	134	-0.74	0	-0.0419	-0.0419
19	5859.5	215	9763.5	135	-0.77	0		
20	5754	212	9499	135.5	-0.76	0		
!sample_table_end
