^SAMPLE = GSM197885
!Sample_title = Adenoma component of a progressed adenoma (P7A_s11_b16)
!Sample_geo_accession = GSM197885
!Sample_status = Public on Oct 15 2008
!Sample_submission_date = Jun 05 2007
!Sample_last_update_date = Oct 15 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Adenoma component of a progressed adenoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = as described in Weiss et al, Mol Pathol. 1999 Oct;52(5):243-51.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = male Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A pool of ten normal individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_hyb_protocol = as described by Carvalho et al, Cell Oncol. 2006;28(5-6):283-94.
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = n/a
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the July 2003 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL3442
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE8067
!Sample_data_row_count = 15528
#ID_REF = 
#Signal Median CH1 = spot signal channel 1 (Cy3)
#Background Median CH1 = background signal of channel 1 (Cy3)
#Signal Median CH2 = spot signal channel 2 (Cy5)
#Background Median CH2 = background signal of channel 1 (Cy5)
#Log2ratio = 
#Flag = A flag to highlight spots that suffer from poor printing and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Normalized value of the log2ratio. Flagged features are excluded. Values where also deleted if the each triplicate had a Standard Deviation higher than 0.2.
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Log2ratio	Flag	VALUE	UNF_VALUE
1	13424	329	19221	253	-0.53	0		
2	13692	185.5	19881	114	-0.55	0		
3	12244	181.5	17786	180	-0.55	0		
4	23428	207.5	27213	198	-0.22	0	0.1478	0.1478
5	22177	150.5	25742.5	169.5	-0.22	0	0.1478	0.1478
6	21947.5	291.5	23361	189.5	-0.1	0	0.1478	0.1478
7	13159.5	483	19833.5	164	-0.63	0		
8	13063.5	582	17148.5	177	-0.44	0		
9	11709	709	15664.5	232	-0.49	0		
10	8662	876.5	9009.5	181	-0.18	0	0.073	0.073
11	9045.5	266.5	10632.5	152	-0.26	0	0.073	0.073
12	8544.5	77	10853	169.5	-0.34	0	0.073	0.073
13	9674	78	15085	228.5	-0.63	0		
14	10540	173.5	15758	246.5	-0.58	0		
15	9985	202	14988	233	-0.59	0		
16	11213	96	13487	196.5	-0.26	0	0.1456	0.1456
17	11531	99.5	14825	190	-0.36	0	0.1456	0.1456
18	11601	60.5	14521	181.5	-0.31	0	0.1456	0.1456
19	11609	331.5	15750	215	-0.46	0		
20	10478	176.5	15782	137	-0.6	0		
!sample_table_end
