^SAMPLE = GSM197654
!Sample_title = Carcinoma component of a progressed adenoma (P31C_s49_b21)
!Sample_geo_accession = GSM197654
!Sample_status = Public on Oct 15 2008
!Sample_submission_date = Jun 04 2007
!Sample_last_update_date = Oct 15 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Carcinoma component of a progressed adenoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = as described in Weiss et al, Mol Pathol. 1999 Oct;52(5):243-51.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = female Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A pool of ten normal individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_hyb_protocol = as described by Carvalho et al, Cell Oncol. 2006;28(5-6):283-94.
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = n/a
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the July 2003 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL3443
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE8067
!Sample_data_row_count = 17328
#ID_REF = 
#Signal Median CH1 = spot signal channel 1 (Cy3)
#Background Median CH1 = background signal of channel 1 (Cy3)
#Signal Median CH2 = spot signal channel 2 (Cy5)
#Background Median CH2 = background signal of channel 1 (Cy5)
#Log2ratio = 
#Flag = A flag to highlight spots that suffer from poor printing and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Normalized value of the log2ratio. Flagged features are excluded. Values where also deleted if the each triplicate had a Standard Deviation higher than 0.2.
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Log2ratio	Flag	VALUE	UNF_VALUE
1	7751.5	603.5	9084	409.5	-0.28	0	0.161	0.161
2	10500.5	646.5	10510	386	-0.04	0	0.161	0.161
3	10674	689	9867	345	0.07	0	0.161	0.161
4	17463	738	17043	299	0	0	0.1906	0.1906
5	17045.5	654	16878	313	-0.02	0	0.1906	0.1906
6	17673	683	17686	309	-0.03	0	0.1906	0.1906
7	7487	655.5	6172	345	0.23	0		
8	6921.5	695	6495	318	0.01	0		
9	7175.5	722.5	6413	313	0.08	0		
10	9112.5	739.5	8265	353	0.08	0	0.1906	0.1906
11	8359	701	7705.5	316	0.05	0	0.1906	0.1906
12	8241	627	8152	294	-0.05	0	0.1906	0.1906
13	3029.5	757	3809	283	-0.63	1		
14	4865.5	856.5	3510.5	274.5	0.31	1		
15	4505	780	3401	285	0.26	1		
16	9992	788	9446.5	291.5	0.01	0	0.1906	0.1906
17	10549	715	9514	285	0.09	0	0.1906	0.1906
18	10740.5	728	10573	301.5	-0.04	0	0.1906	0.1906
19	9313	786	7192	305	0.31	0	0.2028	0.2028
20	6537	535	7180	420	-0.17	0	0.2028	0.2028
!sample_table_end
