^SAMPLE = GSM197889
!Sample_title = Adenoma component of a progressed adenoma (P9A_s20_b16)
!Sample_geo_accession = GSM197889
!Sample_status = Public on Oct 15 2008
!Sample_submission_date = Jun 05 2007
!Sample_last_update_date = Oct 15 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Adenoma component of a progressed adenoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = as described in Weiss et al, Mol Pathol. 1999 Oct;52(5):243-51.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = female Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A pool of ten normal individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_hyb_protocol = as described by Carvalho et al, Cell Oncol. 2006;28(5-6):283-94.
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = n/a
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the July 2003 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL3442
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE8067
!Sample_data_row_count = 15528
#ID_REF = 
#Signal Median CH1 = spot signal channel 1 (Cy3)
#Background Median CH1 = background signal of channel 1 (Cy3)
#Signal Median CH2 = spot signal channel 2 (Cy5)
#Background Median CH2 = background signal of channel 1 (Cy5)
#Log2ratio = 
#Flag = A flag to highlight spots that suffer from poor printing and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Normalized value of the log2ratio. Flagged features are excluded. Values where also deleted if the each triplicate had a Standard Deviation higher than 0.2.
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Log2ratio	Flag	VALUE	UNF_VALUE
1	9608.5	116.5	11842.5	178.5	-0.3	0		
2	9661	71.5	12456	185	-0.36	0		
3	10389	74	12451.5	137.5	-0.26	0		
4	13209	94	15247	206	-0.2	0	0.0075	0.0075
5	13268	117.5	14927	187	-0.16	0	0.0075	0.0075
6	12906	127	14930	163	-0.21	0	0.0075	0.0075
7	10356	45.5	12869	157.5	-0.3	0		
8	10541	54	12760	137.5	-0.27	0		
9	10239	136	12325	167	-0.27	0		
10	5798	43	6603	122	-0.17	0	0.0075	0.0075
11	5137	81.5	6340	146	-0.29	0	0.0075	0.0075
12	5004	69	6288	142	-0.32	0	0.0075	0.0075
13	9205	35.5	11929	132.5	-0.36	0		
14	8674	9	11229	114	-0.36	0		
15	9224	5	10973	100.5	-0.24	0		
16	7247	108	8227	119.5	-0.18	0	0.0075	0.0075
17	7110	77.5	7986	125	-0.16	0	0.0075	0.0075
18	7025	61	8024	83	-0.19	0	0.0075	0.0075
19	8648	164.5	10282	176.5	-0.25	0		
20	8320	95.5	10448	109.5	-0.33	0		
!sample_table_end
