^SAMPLE = GSM197682
!Sample_title = Adenoma (F21A_s29_b17)
!Sample_geo_accession = GSM197682
!Sample_status = Public on Oct 15 2008
!Sample_submission_date = Jun 04 2007
!Sample_last_update_date = Oct 15 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Adenoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = protocol available on www.vumc.nl/microarrays
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = male Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A pool of ten normal individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_hyb_protocol = as described by Carvalho et al, Cell Oncol. 2006;28(5-6):283-94.
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = n/a
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the July 2003 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL3442
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE8067
!Sample_data_row_count = 15528
#ID_REF = 
#Signal Median CH1 = spot signal channel 1 (Cy3)
#Background Median CH1 = background signal of channel 1 (Cy3)
#Signal Median CH2 = spot signal channel 2 (Cy5)
#Background Median CH2 = background signal of channel 1 (Cy5)
#Log2ratio = 
#Flag = A flag to highlight spots that suffer frmo poor prinitng and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Normalized value of the log2ratio. Flagged features are excluded. Values where also deleted if the each triplicate had a Standard Deviation higher than 0.2.
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Log2ratio	Flag	VALUE	UNF_VALUE
1	5427	14	7274	0	-0.43	0		
2	5676.5	14.5	7507.5	0	-0.41	0		
3	6189.5	16.5	8238	0	-0.42	0		
4	6565	25	9067	0	-0.47	0	-0.0152	-0.0152
5	5831	0.5	8086	0	-0.47	0	-0.0152	-0.0152
6	6708	3	8850.5	0	-0.4	0	-0.0152	-0.0152
7	5568.5	20	7657	0	-0.46	0		
8	5134.5	0	7210	0	-0.49	0		
9	5276	3	7481	0	-0.5	0		
10	3284	6	4169	0	-0.35	0	-0.0152	-0.0152
11	3242	38.5	4118	0	-0.36	0	-0.0152	-0.0152
12	3088	6	4095	0	-0.41	0	-0.0152	-0.0152
13	5412	22	6797	0	-0.33	0		
14	5514	2	7101	0	-0.37	0		
15	5337.5	21.5	6449.5	0	-0.28	0		
16	4643	29.5	5643.5	0	-0.29	0	-0.0152	-0.0152
17	4693	83.5	5245	0	-0.19	0	-0.0152	-0.0152
18	4339	110	4924	0	-0.22	0	-0.0152	-0.0152
19	4075	14	6954	0	-0.78	0		
20	4783.5	33	6419	0	-0.43	0		
!sample_table_end
