^SAMPLE = GSM63353
!Sample_title = H520
!Sample_geo_accession = GSM63353
!Sample_status = Public on Feb 21 2006
!Sample_submission_date = Jul 10 2005
!Sample_last_update_date = Feb 21 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = H520 Squamous Cell Carcinoma Cell Line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = ATCC Catalogue Number HTB182
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 5
!Sample_source_name_ch2 = Male genomic
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED MALE REFERENCE GENOMIC DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = cyanine 3
!Sample_description = cyanine 5 = sample
!Sample_description = cyanine 3 = reference
!Sample_data_processing = N/A
!Sample_platform_id = GPL2043
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy5/Cy3
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy5/Cy3) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	28147.49	33483.9	2123	5839	26024.49	27644.91	54.5161	122.6477	0.932171	1.072708	-0.1013335	0.1012576
2	20431.16	28233.73	2173	6000	18258.16	22233.73	326.975	232.4291	0.8131549	1.229713	-0.2983979	0.2983221
3	31589.52	35666.7	2266.5	6059	29323.02	29607.68	279.0293	354.662	0.9806927	1.019634	-0.02812687	0.02805098
4	23856.58	30795.78	2216	6009	21640.58	24786.78	182.9161	252.4364	0.8645246	1.156644	-0.2100211	0.2099452
5	23697.33	23752.31	2149	5892	21548.33	17860.31	686.138	220.6317	1.194685	0.836997	0.2566298	-0.2567056
6	31508.55	29518.13	2126	5848	29382.55	23670.13	886.744	293.7724	1.229185	0.813504	0.2977026	-0.2977785
7	33059.2	43307.9	2100.5	5872	30958.73	37435.9	296.5187	375.926	0.8188869	1.221106	-0.2882638	0.2881879
8	21649.48	24869.2	2106.5	5878.5	19542.98	18990.7	498.785	207.7326	1.01901	0.981293	0.02716824	-0.02724413
9	20266.43	34184.2	2101.5	5912	18164.93	28272.22	377.84	291.9969	0.6362126	1.571719	-0.6524191	0.6523432
10	25601.78	26602.46	2094	5844	23507.78	20758.46	445.045	226.7134	1.12136	0.8917271	0.1652499	-0.1653258
11	23916.98	23324.55	2069	5783	21847.98	17541.55	569.489	346.532	1.233309	0.8107843	0.302534	-0.3026098
12	26307.48	29808.98	2019	5766	24288.48	24042.98	644.515	355.734	1.000324	0.9996237	0.000467089	-0.000542979
13	31856.1	29993.41	1989.5	5783	29866.59	24210.41	563.17	201.4041	1.221552	0.8185876	0.2887154	-0.2887913
14	24899.49	31023.93	2083	5903	22816.49	25120.93	112.2836	85.7874	0.8993766	1.111823	-0.1530027	0.1529268
15	28128.78	28785.54	2036	5788	26092.78	22997.54	806.152	335.549	1.123486	0.8900402	0.1679817	-0.1680576
16	21450.44	23872.28	2024	5773	19426.44	18099.28	502.272	603.25	1.062821	0.9408423	0.08789925	-0.08797514
17	24575.82	33159.9	2008	5786	22567.82	27373.91	528.848	328.439	0.8163592	1.224886	-0.292724	0.2926481
18	36261.9	49018.9	1994	5715.5	34267.9	43303.4	1730.792	606.339	0.7836007	1.276093	-0.3518093	0.3517334
19	21516.15	23610.78	1959	5737	19557.15	17873.78	737.731	274.6833	1.083472	0.9229102	0.1156619	-0.1157378
20	24321.33	27921.11	1935	5780.5	22386.33	22140.61	875.432	233.7372	1.001202	0.9987466	0.001733457	-0.001809347
!sample_table_end
