^SAMPLE = GSM62966
!Sample_title = H2170
!Sample_geo_accession = GSM62966
!Sample_status = Public on Feb 21 2006
!Sample_submission_date = Jul 04 2005
!Sample_last_update_date = Feb 21 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Squamous Cell Carcinoma Cell Line H2170
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = ATCC Catalogue Number CRL-5928
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 5
!Sample_source_name_ch2 = Male genomic
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED NORMAL MALE REFERENCE GENOMIC DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cyanine 3
!Sample_description = cyanine 5 = sample
!Sample_description = cyanine 3 = reference
!Sample_data_processing = N/A
!Sample_platform_id = GPL2043
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy5/Cy3
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy5/Cy3) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	16597.06	8481.01	1042	2849	15555.06	5632.01	122.4162	54.1394	1.583445	0.6315296	0.6630665	-0.6630777
2	11911.24	6663.12	1183.5	2962	10727.74	3701.12	211.7007	46.0213	1.661766	0.6017647	0.7327174	-0.7327285
3	16957.68	9026.46	1162	2931	15795.68	6095.46	271.4917	81.1111	1.485684	0.6730855	0.5711272	-0.5711383
4	15238	9363.27	1040	2821	14198	6542.27	133.8287	77.2313	1.24421	0.8037169	0.3152296	-0.3152407
5	11463.31	6925.87	897	2738	10566.31	4187.87	238.8916	97.4233	1.446523	0.6913076	0.5325891	-0.5326002
6	18193.29	12840.49	890	2726	17303.29	10114.49	448.273	289.4212	0.9807976	1.01957	-0.02797261	0.02796149
7	20587.45	12214.5	902	2726	19685.45	9488.5	404.78	254.5076	1.18944	0.8407252	0.2502826	-0.2502937
8	12497.55	8472.06	909	2707	11588.55	5765.06	196.2974	145.3915	1.152444	0.8677142	0.204697	-0.2047082
9	13610.89	7761.57	959	2714.5	12651.89	5047.07	228.8972	117.1703	1.437178	0.6958026	0.5232388	-0.5232499
10	19070.29	13161.19	986	2725	18084.29	10436.19	431.08	248.0945	0.9934692	1.006566	-0.009452851	0.009441733
11	16476.56	11393.4	980	2790	15496.56	8603.4	296.8011	124.8463	1.032666	0.9683599	0.04637358	-0.04638469
12	18965.74	10633.83	1045	2855	17920.74	7778.83	444.329	139.2128	1.320799	0.7571119	0.4014104	-0.4014215
13	21659.37	11015.92	1022	2804	20637.37	8211.92	306.9066	147.366	1.440803	0.6940521	0.5268729	-0.526884
14	15129.93	9451.24	1041	2812	14088.93	6639.24	190.589	106.5615	1.216617	0.8219448	0.2828756	-0.2828867
15	19613.26	10598.72	1013	2801	18600.26	7797.72	279.2752	146.4104	1.36756	0.7312239	0.4516037	-0.4516148
16	12064.07	7130.21	976	2784	11088.07	4346.21	154.0535	72.8647	1.46265	0.6836853	0.5485845	-0.5485956
17	13823.62	7663.95	915.5	2749	12908.12	4914.95	237.5944	114.0871	1.5057	0.6641378	0.5904343	-0.5904455
18	23436.36	11704.79	924	2760	22512.36	8944.79	519.255	223.9426	1.442931	0.6930285	0.5290024	-0.5290136
19	11092.51	7129.13	921	2772	10171.51	4357.13	222.6336	116.7252	1.338379	0.7471665	0.4204872	-0.4204983
20	21746.8	10706.56	1036	2842	20710.8	7864.56	154.4913	70.9736	1.509793	0.6623375	0.5943503	-0.5943615
!sample_table_end
