^SAMPLE = GSM62970
!Sample_title = HCC2450
!Sample_geo_accession = GSM62970
!Sample_status = Public on Feb 21 2006
!Sample_submission_date = Jul 04 2005
!Sample_last_update_date = Feb 21 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = HCC2450 Squamous Cell Carcinoma Cell Line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = HCC2450 Squamous Cell Carcinoma Cell Line
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 5
!Sample_source_name_ch2 = Male genomic
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED MALE REFERENCE GENOMIC DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = cyanine 3
!Sample_description = cyanine 5 = sample
!Sample_description = cyanine 3 = reference
!Sample_data_processing = N/A
!Sample_platform_id = GPL2043
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy5/Cy3
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy5/Cy3) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	19359.05	6868.23	986	2275	18373.05	4593.23	354.127	106.3116	1.337797	0.7474906	0.4198588	-0.4198726
2	13534.74	6938.06	959	2308	12575.74	4630.06	240.3108	118.7046	0.9083928	1.100835	-0.1386118	0.138598
3	18690.44	7177.48	1027	2356	17663.44	4821.48	242.3541	110.0918	1.225242	0.8161572	0.2930672	-0.293081
4	19028.09	9138.06	1022	2375	18006.09	6763.06	351.517	152.3547	0.8904359	1.123035	-0.1674163	0.1674024
5	13868.99	4854.56	1066	2362	12802.99	2492.561	173.5918	57.0221	1.717878	0.582108	0.7806273	-0.7806411
6	21355.73	10481.22	1099	2387.5	20256.73	8093.72	459.14	176.214	0.8370433	1.19467	-0.2566258	0.256612
7	21885.87	8522.36	1148	2388	20737.87	6134.36	580.558	234.4295	1.130633	0.8844522	0.1771301	-0.1771439
8	14185.77	8496.74	1108	2381	13077.77	6115.74	26.24179	29.3384	0.7151741	1.398248	-0.4836337	0.4836199
9	15041.27	10342.33	1112	2393	13929.27	7949.33	308.7927	171.0988	0.5860363	1.706362	-0.770938	0.7709242
10	17451.5	8851.54	1059.5	2333	16392	6518.54	299.8238	149.9188	0.8410244	1.189015	-0.2497805	0.2497666
11	14550.61	5025.94	1057	2337	13493.61	2688.94	100.2343	64.4131	1.678317	0.5958294	0.7470148	-0.7470286
12	17017.7	7367.71	995	2302	16022.7	5065.71	284.7739	103.131	1.057845	0.9453092	0.08112808	-0.0811419
13	19543.48	10510.99	1053.5	2345	18489.98	8165.99	298.0694	164.9904	0.7572765	1.320509	-0.4011079	0.4010941
14	14023.44	6570.79	1060	2365	12963.44	4205.79	276.6075	86.1144	1.030859	0.9700558	0.04384657	-0.04386038
15	17680.5	8683.13	1077	2342	16603.5	6341.13	344.428	122.0588	0.8757083	1.141922	-0.1914778	0.191464
16	15076.04	5873.92	1082.5	2340.5	13993.54	3533.42	224.1049	76.839	1.324522	0.7549818	0.4054725	-0.4054863
17	15859.4	6645.61	1092.5	2346.5	14766.9	4299.11	133.2297	93.5993	1.148782	0.8704789	0.2001049	-0.2001187
18	22276.52	8303.79	1116.5	2350.5	21160.02	5953.29	26.80795	30.29	1.188736	0.8412217	0.2494281	-0.2494419
19	12348.99	6613.94	1102	2368.5	11246.99	4245.44	222.2744	90.3571	0.8860133	1.12864	-0.1745997	0.1745859
20	20410.31	7486.23	1131	2356.5	19279.31	5129.73	16.97522	18.57017	1.256965	0.7955593	0.3299448	-0.3299586
!sample_table_end
