^SAMPLE = GSM62326
!Sample_title = H1648
!Sample_geo_accession = GSM62326
!Sample_status = Public on Feb 21 2006
!Sample_submission_date = Jun 27 2005
!Sample_last_update_date = Feb 21 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = H1648 adenocarcinoma cell line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = ATTC catalogue number CRL-5882
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = cy5
!Sample_source_name_ch2 = normal male 
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED NORMAL REFERENCE GENOMIC DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = cy3
!Sample_description = cy 5 = sample cy 3= reference
!Sample_data_processing = NONE
!Sample_platform_id = GPL2043
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy3/Cy5
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy5/Cy3) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	18393.71	13260.55	935	2585.5	17458.71	10675.05	413.621	255.9358	1.030493	0.9704074	0.04333527	-0.04333749
2	11188.04	7503.12	945	2600.5	10243.04	4902.62	219.722	99.6239	1.316447	0.7596194	0.3966492	-0.3966514
3	20410.66	13267.56	974	2639.5	19436.66	10628.06	385.052	209.9496	1.152313	0.8678181	0.2045331	-0.2045353
4	17073.22	13943.42	998	2659	16075.22	11284.42	363.7	241.0846	0.8975958	1.114085	-0.155862	0.1558598
5	13216.01	8232.99	967	2659.5	12249.01	5573.49	238.8571	131.7237	1.384768	0.7221416	0.4696441	-0.4696464
6	20958.41	13756.55	1002	2675	19956.41	11081.55	448.517	233.5145	1.13471	0.8812808	0.1823242	-0.1823264
7	22045.61	14068.74	1010	2655.5	21035.61	11413.24	436.594	232.1904	1.161312	0.8610935	0.2157559	-0.2157581
8	15577.88	14727.57	992	2624	14585.88	12103.57	321.871	228.8018	0.7593156	1.316974	-0.3972286	0.3972263
9	15728.05	14495.46	966	2613	14762.05	11882.46	336.342	215.2283	0.7827867	1.277485	-0.3533089	0.3533067
10	18215.33	16191.8	984	2640	17231.33	13551.8	300.8464	270.906	0.8011703	1.248172	-0.3198192	0.3198169
11	15093.32	11735.67	980	2611	14113.32	9124.67	253.4304	207.909	0.9745742	1.026088	-0.03715609	0.03715387
12	16178.3	18446.87	1009.5	2612	15168.8	15834.87	354.273	407.154	0.6035872	1.656759	-0.728366	0.7283638
13	21622.56	12836.76	1028	2654	20594.56	10182.76	446.117	146.5592	1.274354	0.7847099	0.3497666	-0.3497688
14	15362.46	9760.3	1007	2679.5	14355.46	7080.8	251.5264	150.3108	1.277431	0.7828196	0.3532459	-0.3532481
15	19693.88	12592.62	1010	2687	18683.88	9905.62	425.835	228.7251	1.188471	0.8414162	0.2491063	-0.2491085
16	11751.73	8281.93	986	2652	10765.73	5629.93	227.031	121.1421	1.20488	0.8299569	0.2688895	-0.2688917
17	15320.81	9200.16	1007	2661	14313.81	6539.16	274.3847	142.5375	1.379229	0.7250416	0.4638621	-0.4638644
18	24401.78	18708.43		2687.5	23372.78	16020.93	484.915	348.087	0.919233	1.087862	-0.1214974	0.1214952
19	11440.43	9486.43	999	2649.5	10441.43	6836.93	202.0172	139.6682	0.9622807	1.039196	-0.05547027	0.05546806
20	21475.52	13831.95	1014	2641	20461.52	11190.95	428.669	249.4799	1.152057	0.8680116	0.2042116	-0.2042138
!sample_table_end
