^SAMPLE = GSM35698
!Sample_title = array-CGH - sGBM3
!Sample_geo_accession = GSM35698
!Sample_status = Public on May 27 2005
!Sample_submission_date = Nov 19 2004
!Sample_last_update_date = May 29 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = male reference
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = sGBM3
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Simple annotation: tumor, Brain
!Sample_description = Image: http://genome-www5.stanford.edu/MicroArray/gifs/2004-04/51525.gif; format: GIF
!Sample_description = Label_ch1 = Cy3
!Sample_description = Label_ch2 = Cy5
!Sample_description = Scanning parameters - Channel 1; Parameters for laser scanning of a hybridized array in channel 1.; Protocol Type = Scanning parameters; Parameter Scanner Make = Axon Instruments (V1.00); Parameter Scan Temperature = 33.59; Parameter Scan Time = 15:44:29; Parameter PMT Volts = 550; Parameter Scan Date = 2004-04-07; Parameter Pixel Size = 10; Parameter Laser on time = 83196; Parameter Focus Position = 0; Parameter Scanner Model = GenePix 4000B [84947]; Parameter Laser Power = 4.09; Parameter Scan Power = 100; Parameter Scanning software version = 2.0.2.6; Parameter Scanning software = AxImageIO; Performer: Markus,,Bredel
!Sample_description = Scanning parameters - Channel 2; Parameters for laser scanning of a hybridized array in channel 2.; Protocol Type = Scanning parameters; Parameter Scanner Make = Axon Instruments (V1.00); Parameter Scan Temperature = 33.59; Parameter Scan Time = 15:44:29; Parameter PMT Volts = 720; Parameter Scan Date = 2004-04-07; Parameter Pixel Size = 10; Parameter Laser on time = 152674; Parameter Focus Position = 0; Parameter Scanner Model = GenePix 4000B [84947]; Parameter Laser Power = 3.55; Parameter Scanning software version = 2.0.2.6; Parameter Scan Power = 100; Parameter Scanning software = AxImageIO; Performer: Markus,,Bredel
!Sample_platform_id = GPL1715
!Sample_contact_name = Markus,,Bredel
!Sample_contact_email = mbredel@stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_institute = Stanford University School of Medicine
!Sample_contact_address =  
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE1991
!Sample_data_row_count = 41664
#ID_REF = ID_REF
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#CH2IN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) intensity (CH2I_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale
#CH2DN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEDIAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#RAT2N_MEDIAN = Channel 2/Channel 1 ratio normalized, RAT2_MEDIAN/Normalization factor or Red/Green median ratio normalized.; Type: float; Scale: linear_scale
#VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
#LOG_RAT2N_MEDIAN = Log (base 2) of the ratio of the median of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEDIAN)].; Type: float; Scale: log_base_2
#CH1I_MEAN = Mean feature pixel intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale
#CH2I_MEAN = Mean feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale
#CH1B_MEDIAN = The median feature background intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel; Background
#CH2B_MEDIAN = The median feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH1D_MEAN = The mean feature pixel intensity at wavelength 532 nm with the median background subtracted.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = .The mean feature pixel intensity at wavelength 635 nm with the median background subtracted.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1I_MEDIAN = Median feature pixel intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale
#CH2I_MEDIAN = Median feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale
#CH1B_MEAN = The mean feature background intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = The mean feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Background
#CH1D_MEDIAN = The median feature pixel intensity at wavelength 532 nm with the median background subtracted.; Type: integer; Scale: linear_scale
#CH2D_MEDIAN = The median feature pixel intensity at wavelength 635 nm with the median background subtracted.; Type: integer; Scale: linear_scale
#CH1_PER_SAT = The percentage of feature pixels at wavelength 532 nm that are saturated.; Type: integer; Scale: linear_scale
#CH2_PER_SAT = The percentage of feature pixels at wavelength 635 nm that are saturated.; Type: integer; Scale: linear_scale
#CH1I_SD = The standard deviation of the feature intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_SD = The standard deviation of the feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_SD = The standard deviation of the feature background intensity at wavelength 532 nm.; Type: float; Scale: linear_scale; Channel: Cy3 Channel; Background
#CH2B_SD = The standard deviation of the feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PERGTBCH1I_2SD = The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_2SD = The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#SUM_MEAN = The sum of the arithmetic mean intensities for each wavelength, with the median background subtracted.; Type: integer; Scale: linear_scale
#SUM_MEDIAN = The sum of the median intensities for each wavelength, with the median background subtracted.; Type: integer; Scale: linear_scale
#RAT1_MEAN = Ratio of the arithmetic mean intensities of each spot for each wavelength, with the median background subtracted. Channel 1/Channel 2 ratio, (CH1I_MEAN - CH1B_MEDIAN)/(CH2I_MEAN - CH2B_MEDIAN) or Green/Red ratio.; Type: float; Scale: linear_scale
#RAT2_MEAN = The ratio of the arithmetic mean intensities of each feature for each wavelength, with the median background subtracted.; Type: float; Scale: linear_scale
#RAT2_MEDIAN = The ratio of the median intensities of each feature for each wavelength, with the median background subtracted.; Type: float; Scale: linear_scale
#PIX_RAT2_MEAN = The geometric mean of the pixel-by-pixel ratios of pixel intensities, with the median background subtracted.; Type: float; Scale: linear_scale
#PIX_RAT2_MEDIAN = The median of pixel-by-pixel ratios of pixel intensities, with the median background subtracted.; Type: float; Scale: linear_scale
#RAT2_SD = The geometric standard deviation of the pixel intensity ratios.; Type: float; Scale: linear_scale
#TOT_SPIX = The total number of feature pixels.; Type: integer; Scale: linear_scale
#TOT_BPIX = The total number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#DIAMETER = The diameter in um of the feature-indicator.; Type: integer; Scale: linear_scale
#X_COORD = X-coordinate of the center of the spot-indicator associated with the spot, where (0,0) is the top left of the image.; Type: integer; Scale: linear_scale
#Y_COORD = Y-coordinate of the center of the spot-indicator associated with the spot, where (0,0) is the top left of the image.; Type: integer; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = The type of flag associated with a feature: -100 = user-flagged null spot; -50 = software-flagged null spot; 0 = spot valid.; Type: integer; Scale: linear_scale
!sample_table_begin
ID_REF	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	CH2IN_MEDIAN	CH2DN_MEDIAN	RAT1N_MEAN	RAT2N_MEDIAN	VALUE	LOG_RAT2N_MEDIAN	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1I_MEDIAN	CH2I_MEDIAN	CH1B_MEAN	CH2B_MEAN	CH1D_MEDIAN	CH2D_MEDIAN	CH1_PER_SAT	CH2_PER_SAT	CH1I_SD	CH2I_SD	CH1B_SD	CH2B_SD	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PERGTBCH1I_2SD	PERGTBCH2I_2SD	SUM_MEAN	SUM_MEDIAN	RAT1_MEAN	RAT2_MEAN	RAT2_MEDIAN	PIX_RAT2_MEAN	PIX_RAT2_MEDIAN	RAT2_SD	TOT_SPIX	TOT_BPIX	REGR	CORR	DIAMETER	X_COORD	Y_COORD	TOP	BOT	LEFT	RIGHT	FLAG
1	922	248	675	1.03	875	627	.971	.945	.043	-.082	829	853	174	229	655	624	838	809	175	235	664	580	0	0	255	243	31	65	100	100	100	100	1279	1244	1.05	.953	.873	.956	.952	1.354	63	297	.951	.94	90	2100	5690	40	49	33	42	0
2	632	268	363	.31	616	348	3.223	.307	-1.688	-1.705	1349	584	178	248	1171	336	1313	570	180	252	1135	322	0	0	303	136	35	69	100	100	100	94	1507	1457	3.485	.287	.284	.27	.291	1.514	51	203	.28	.85	80	2250	5690	41	49	49	57	0
3	1606	262	1344	1.288	1600	1339	.777	1.351	.365	.434	1214	1485	170	242	1044	1243	1161	1480	182	256	991	1238	0	0	343	372	47	88	100	100	100	100	2287	2229	.84	1.191	1.249	1.204	1.192	1.241	72	323	1.186	.96	100	2390	5690	40	50	62	72	0
4	703	302	401	.628	701	399	1.593	.62	-.671	-.691	832	650	193	279	639	371	837	648	205	293	644	369	0	0	143	130	57	94	100	100	100	92	1010	1013	1.722	.581	.573	.556	.564	1.487	40	155	.597	.85	70	2530	5690	41	48	77	84	0
5	1289	280	1009	.566	1247	967	1.766	.541	-.821	-.886	1958	1192	176	259	1782	933	1963	1153	184	271	1787	894	0	0	454	324	42	83	100	100	100	100	2715	2681	1.91	.524	.5	.514	.512	1.265	91	316	.529	.95	100	2680	5690	40	50	91	101	0
6	716	251	465	.805	712	461	1.243	.773	-.314	-.372	746	662	168	232	578	430	764	658	171	238	596	426	0	0	110	142	31	62	100	100	100	97	1008	1022	1.344	.744	.715	.706	.754	1.445	38	204	.754	.87	80	2830	5690	41	49	107	115	0
7	1243	263	980	.938	1264	1001	1.067	.911	-.093	-.134	1213	1149	168	243	1045	906	1267	1169	180	257	1099	926	0	0	284	289	63	107	100	100	100	100	1951	2025	1.153	.867	.843	.86	.864	1.292	84	303	.887	.95	110	2980	5690	39	50	120	131	0
8	1354	261	1093	1.098	1367	1106	.911	1.051	.134	.071	1168	1252	172	241	996	1011	1225	1264	177	248	1053	1023	0	0	246	247	35	70	100	100	100	100	2007	2076	.985	1.015	.972	1.018	.985	1.256	76	201	1.01	.95	90	3110	5680	39	48	134	143	0
9	1089	291	798	1.112	1048	757	.9	1.03	.153	.043	914	1007	196	269	718	738	931	969	197	269	735	700	0	0	165	194	39	72	100	100	100	100	1456	1435	.973	1.028	.952	1.022	1.024	1.278	70	218	1.038	.93	90	3260	5680	39	48	149	158	0
10	1850	296	1554	.832	1997	1701	1.201	.827	-.265	-.275	2055	1711	188	274	1867	1437	2246	1847	195	278	2058	1573	0	0	612	454	56	84	100	100	100	100	3304	3631	1.299	.77	.764	.772	.768	1.293	80	251	.752	.97	100	3410	5690	40	50	164	174	0
11	989	287	703	.983	977	690	1.017	.932	-.025	-.101	899	915	184	265	715	650	924	903	199	277	740	638	0	0	166	194	67	97	100	100	100	100	1365	1378	1.1	.909	.862	.892	.919	1.35	67	212	.94	.92	90	3550	5690	40	49	178	187	0
12	1184	306	878	1.008	1192	886	.992	.974	.012	-.037	1075	1095	204	283	871	812	1113	1102	223	304	909	819	0	0	234	196	69	96	100	100	100	100	1683	1728	1.073	.932	.901	.943	.933	1.275	65	252	.915	.94	90	3700	5680	39	48	193	202	0
13	1984	327	1658	1.148	2045	1718	.871	1.141	.199	.19	1652	1835	208	302	1444	1533	1714	1891	218	313	1506	1589	0	0	359	375	56	97	100	100	100	100	2977	3095	.942	1.062	1.055	1.067	1.063	1.245	85	269	1.048	.97	100	3850	5690	40	50	208	218	0
14	1861	364	1497	.966	1861	1497	1.035	.929	-.05	-.106	1774	1721	225	337	1549	1384	1836	1721	231	352	1611	1384	0	0	332	325	60	111	100	100	100	100	2933	2995	1.119	.893	.859	.89	.904	1.225	78	279	.879	.96	100	4000	5690	40	50	223	233	0
15	702	402	300	.66	714	311	1.516	.706	-.6	-.502	705	649	251	372	454	277	692	660	253	387	441	288	0	0	87	111	57	101	100	94	100	75	731	729	1.639	.61	.653	.55	.623	1.885	52	202	.627	.74	80	4140	5680	40	48	238	246	-50
16	6003	402	5601	1.338	6671	6269	.747	1.254	.42	.327	4428	5551	242	372	4186	5179	5240	6169	269	428	4998	5797	0	0	1902	2107	122	223	100	100	100	100	9365	10795	.808	1.237	1.16	1.301	1.223	1.437	92	328	1.204	.98	110	4290	5680	38	49	251	262	0
17	1932	450	1483	1.121	1911	1461	.892	1.084	.165	.116	1592	1787	270	416	1322	1371	1618	1767	325	543	1348	1351	0	0	289	337	168	314	100	100	100	100	2693	2699	.964	1.037	1.002	1.033	1.051	1.273	72	204	1.041	.92	90	4430	5680	39	48	266	275	0
18	2067	505	1562	.915	2121	1616	1.093	.928	-.128	-.108	1992	1911	285	467	1707	1444	2026	1961	333	557	1741	1494	0	0	413	422	149	294	100	100	100	98	3151	3235	1.182	.846	.858	.831	.837	1.217	68	196	.882	.97	90	4570	5680	39	48	280	289	0
19	5518	396	5123	1.247	5642	5246	.802	1.228	.318	.296	4346	5103	237	366	4109	4737	4510	5217	256	389	4273	4851	0	0	994	1001	91	153	100	100	100	100	8846	9124	.867	1.153	1.135	1.172	1.149	1.253	99	288	1.14	.98	110	4720	5680	38	49	294	305	0
20	878	328	550	.571	867	540	1.751	.589	-.808	-.763	1156	812	192	303	964	509	1108	802	197	300	916	499	0	0	232	180	41	77	100	100	100	100	1473	1415	1.894	.528	.545	.51	.527	1.429	74	261	.525	.89	100	4870	5680	39	49	310	320	0
!sample_table_end
