^SAMPLE = GSM808
!Sample_title = CGH_Albertson_GM13031-010117
!Sample_geo_accession = GSM808
!Sample_status = Public on Feb 12 2002
!Sample_submission_date = Jan 17 2002
!Sample_last_update_date = Nov 30 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Cell line GM13031
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Coriell cell line repository identifier: GM13031
!Sample_characteristics_ch1 = http://locus.umdnj.edu/nigms/nigms_cgi/display.cgi?GM13031
!Sample_biomaterial_provider_ch1 = Coriell Cell Repositories
!Sample_biomaterial_provider_ch1 = Coriell
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = normal male reference genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_biomaterial_provider_ch2 = Coriell
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Coriell Cell Repositories cell line <a href="http://locus.umdnj.edu/nigms/nigms_cgi/display.cgi?GM13031">GM13031</a>.
!Sample_description = Lymphoblast cell line derived from a 4 year old male with homeobox deletion.
!Sample_description = Chromosome abnormalities are present.
!Sample_description = Karyotype is 46,XY,del(17)(pter>q21.3::q23>qter)
!Sample_platform_id = GPL28
!Sample_contact_name = Donna,G,Albertson
!Sample_contact_email = albertson@cc.ucsf.edu
!Sample_contact_phone = 415 502-8463
!Sample_contact_department = Comprehensive Cancer Center
!Sample_contact_institute = University of California San Francisco
!Sample_contact_address =  
!Sample_contact_city = San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94143
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE16
!Sample_data_row_count = 2463
#ID_REF = Unique row identifier, genome position order
#VALUE = aka LOG2RATIO, mean of log base 2 of LINEAR_RATIO
#LINEAR_RATIO = Mean of replicate Cy3/Cy5 ratios
#LOG2STDDEV = Standard deviation of VALUE
#NO_REPLICATES = Number of replicate spot measurements
!sample_table_begin
ID_REF	VALUE	LINEAR_RATIO	LOG2STDDEV	NO_REPLICATES
1		1.102613	0.026452	3
2				0
3	-0.033834	0.976821	0.008684	3
4	-0.035814	0.975481	0.010199	3
5	0.05148	1.036328	0.011164	3
6	0.011578	1.008058	0.008979	3
7	0.040318	1.028341	0.013491	3
8	0.016002	1.011153	0.008873	3
9	-0.059625	0.959514	0.014661	3
10	-0.004301	0.997024	0.006791	3
11	0.004826	1.003351	0.008003	3
12	-0.056681	0.961474	0.011039	3
13	0.074531	1.053019	0.006877	3
14	0.045353	1.031936	0.008246	3
15	0.076319	1.054325	0.009257	3
16	-0.054619	0.962848	0.004613	3
17	0.089862	1.064268	0.015139	3
18	0.04848	1.034175	0.003561	3
19	0.0796	1.056725	0.002222	3
20	0.052127	1.036793	0.008932	3
!sample_table_end
