^SAMPLE = GSM805
!Sample_title = CGH_Albertson_GM07081-010117
!Sample_geo_accession = GSM805
!Sample_status = Public on Feb 12 2002
!Sample_submission_date = Jan 17 2002
!Sample_last_update_date = Nov 30 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Cell line GM07081
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Coriell cell line repository identifier: GM07081
!Sample_characteristics_ch1 = http://locus.umdnj.edu/nigms/nigms_cgi/display.cgi?GM07081
!Sample_biomaterial_provider_ch1 = Coriell Cell Repositories
!Sample_biomaterial_provider_ch1 = Coriell
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = normal male reference genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_biomaterial_provider_ch2 = Coriell
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Coriell Cell Repositories cell line <a href="http://locus.umdnj.edu/nigms/nigms_cgi/display.cgi?GM07081">GM07081</a>.
!Sample_description = Fibroblast cell line derived from a 3 month old male with microcephaly, hypertelorism, cleft palate and gingiva, left club foot, large fontanel, congenital dislocation of shoulders and hips, congenital heart disease, failure to thrive, and developmental delay.
!Sample_description = Chromosome abnormalities are present.
!Sample_description = Karyotype is 46,XY,-15,+der(7)t(7;15)(7pter> 7q11.2::15q11.2>15qter)mat
!Sample_platform_id = GPL28
!Sample_contact_name = Donna,G,Albertson
!Sample_contact_email = albertson@cc.ucsf.edu
!Sample_contact_phone = 415 502-8463
!Sample_contact_department = Comprehensive Cancer Center
!Sample_contact_institute = University of California San Francisco
!Sample_contact_address =  
!Sample_contact_city = San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94143
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE16
!Sample_data_row_count = 2463
#ID_REF = Unique row identifier, genome position order
#VALUE = aka LOG2RATIO, mean of log base 2 of LINEAR_RATIO
#LINEAR_RATIO = Mean of replicate Cy3/Cy5 ratios
#LOG2STDDEV = Standard deviation of VALUE
#NO_REPLICATES = Number of replicate spot measurements
!sample_table_begin
ID_REF	VALUE	LINEAR_RATIO	LOG2STDDEV	NO_REPLICATES
1		1.053771	0.005604	3
2				0
3	-0.133692	0.911496	0.007134	3
4	-0.119042	0.920799	0.007711	3
5	-0.02773	0.980963	0.016886	3
6	0.004402	1.003056	0.010836	3
7	-0.122478	0.918609	0.001945	3
8	-0.040957	0.97201	0.01287	3
9	-0.151789	0.900134	0.004745	3
10	-0.083562	0.943725	0.001232	3
11	-0.074162	0.949894	0.008769	3
12	-0.074165	0.949892	0.008978	3
13	0.029923	1.020958	0.007977	3
14	0.005767	1.004005	0.016859	3
15	0.02629	1.01839	0.013184	3
16	-0.142842	0.905733	0.007359	3
17	0.001036	1.000718	0.019021	3
18	0.158492	1.11612	0.03077	2
19	-0.009413	0.993497	0.005469	3
20	-0.055192	0.962466	0.00663	3
!sample_table_end
