^SAMPLE = GSM291372
!Sample_title = CIN lesion grade 2/3 VUMC_HGCIN13_b45_s23
!Sample_geo_accession = GSM291372
!Sample_status = Public on Feb 20 2009
!Sample_submission_date = May 28 2008
!Sample_last_update_date = Feb 20 2009
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = uterine cervix
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cervical intraepithelial neoplasia (CIN) lesion, grade 2/3
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = as described in Van zeeburg et al, Cancer Res, volume 65, p 1271-76, 2005
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Pooled DNA from the blood of 10 normal male individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = as described in Wilting et al, J Pathol, volume 209, p 220-30
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as ch1, Cy5 in stead of Cy3
!Sample_hyb_protocol = Hybridisations were performed as described by Snijders et al, Nat Genetics, volume 29, p 263-4. Both pre-hybridisation and hybridisation were performed in a hybridisation station (HybStation12 â Perkin Elmer Life Sciences).
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = CIN3 lesion, patient age 51 years, contains high risk Human Papilloma Virus
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the May 2004 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL2843
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE11573
!Sample_data_row_count = 19200
#ID_REF = 
#Signal Median CH1 = Spot signal in channel 1 (Cy3)
#Background Median CH1 = Background signal channel 1 (Cy3)
#Signal Median CH2 = Spot signal in channel 2 (Cy5)
#Background Median CH2 = Background signal channel 2 (Cy5)
#Flag = A flag to highlight spots that suffer from poor printing and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#Coriell = BAC clones misbehaving in hybridisations with Coriell cell lines were flagged (0 acceptable; 1 not acceptable)
#VALUE = Normalized log2 ratio of the test (Cy3)/ reference (Cy5) sample
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Flag	Coriell	VALUE
1	998	214	1800	209.5	0	0	0.203610755
2	980	211	2005.5	239	0	0	0.203610755
3	809	207	1453	291	0	0	0.203610755
4	335	214	959	323.5	3		
5	374	211	1040.5	325	3		
6	260	208.5	1082	298	3		
7	3999	195.5	9919	235	0	0	-0.057299495
8	4069	195	9754	235	0	0	-0.057299495
9	3974	199	9556	218	0	0	-0.057299495
10	236	202	267	200	0		
11	249	205	289	201	0		
12	217	204	247	210	2		
13	2159	193.5	5310.5	207	0	0	-0.071637797
14	2035	194	4742	210	0	0	-0.071637797
15	2008.5	194	4746	220	0	0	-0.071637797
16	210	195	240	223	0		
17	209.5	198	251	229	0		
18	204	199	257	239	2		
19	1451	201.5	3084	240	0	0	-0.035334393
20	1367	199	3022	246	0	0	-0.035334393
!sample_table_end
