^SAMPLE = GSM358079
!Sample_title = LCS-075A
!Sample_geo_accession = GSM358079
!Sample_status = Public on Jan 20 2012
!Sample_submission_date = Jan 07 2009
!Sample_last_update_date = Jan 21 2012
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Promega human genomic DNA - Female
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Gender: female
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Promega Genomic DNA Purification
!Sample_extract_protocol_ch1 = Other: Genomic DNA obtained from multiple anonymous donors was purified by the method described in Sambrook et al. Greater than 90% of the DNA is longer than 50kb in size as measured by pulsed-field gel electrophoresis. (See: http://www.promega.com/)
!Sample_label_ch1 = cy3
!Sample_label_protocol_ch1 = Cy3 Labeling Protocol
!Sample_label_protocol_ch1 = Other: Five micrograms of reference DNA of the opposite gender (human genomic DNA, Promega, San Luis Obispo, CA) were digested with the restriction enzymes AluI and RsaI (10U/uL; Invitrogen, Carlsbad, CA). Digested DNA was purified using QIAprep Spin Miniprep Kit (QIAGEN, Valencia, CA) and labeled using the BioPrime Array CGH Genomic Labeling kit (Invitrogen, Carlsbad, CA) according to the manufacturer's instructions in a volume of 50 Âµl with a modified dNTP mix containing 120 ÂµM each of dATP, dGTP, and dCTP; 60 ÂµM dTTP; and 60 ÂµM Cy3-dUTP (GE Amersham, Piscataway, NJ). Reference DNA was pooled, purified and concentrated to 79 Âµl using Vivaspin 500 concentrator (VS0122, 30k MWCO, Vivascience, Littleton, MA).
!Sample_source_name_ch2 = LCS-075A
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Gender: male
!Sample_characteristics_ch2 = Tissue: liver tumor tissue
!Sample_characteristics_ch2 = Disease state: Hepatocellular carcinoma (HCC)
!Sample_characteristics_ch2 = Individual: 03-381A
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Phenol/Chloroform Extraction Protocol
!Sample_extract_protocol_ch2 = Other: Genomic tumor cell DNA was isolated from microdissected fresh frozen clinical tumor samples using proteinaseK digestion (P2308, Sigma-Aldrich, St. Louis, MO) and subsequent Phenol/Chlororform extraction.
!Sample_label_ch2 = cy5
!Sample_label_protocol_ch2 = Cy5 Labeling Protocol
!Sample_label_protocol_ch2 = Other: Five micrograms of genomic DNA were digested with the restriction enzymes AluI and RsaI (10U/uL; Invitrogen, Carlsbad, CA). Digested DNA was purified using QIAprep Spin Miniprep Kit (QIAGEN, Valencia, CA) and labeled using the BioPrime Array CGH Genomic Labeling kit (Invitrogen, Carlsbad, CA) according to the manufacturer's instructions in a volume of 50 Âµl with a modified dNTP mix containing 120 ÂµM each of dATP, dGTP, and dCTP; 60 ÂµM dTTP; and 60 ÂµM Cy5-dUTP (GE Amersham, Piscataway, NJ). Tumor DNA was pooled, purified and concentrated to 79 Âµl using Vivaspin 500 concentrator (VS0122, 30k MWCO, Vivascience, Littleton, MA).
!Sample_hyb_protocol = Sample Hybridization Protocol
!Sample_hyb_protocol = Other: 25 Âµg Cot-1 DNA (Invitrogen, Carlsbad, CA), 1/10 volume of 10x Blocking Agent (Agilent, Santa Clara, CA) and an equal amount of 2Ã Hybridization Buffer (Agilent, Santa Clara, CA) were added to the labeled genomic DNA, denatured at 95Â°C for 5 min and preincubated at 37Â°C for 30 min in a water bath. Hybridizations were carried out on Human Genome CGH 105A Oligo Microarray glass slides (G4412A, Agilent, Santa Clara, CA). DNA samples were hybridized onto the array for 36~V40 hours at 65Â°C utilizing the DNA Microarray Hybridization Chamber SureHyb and Hybridization Oven (Agilent, Santa Clara, CA). After hybridization arrays were disassembled at room temperature, they were subsequently washed in wash solution 1 (0.5ÃSSPE and 0.005% N-Lauroylsarcosine) at room temperature for 5 min and wash solution 2 (0.1ÃSSPE and 0.005% N-Lauroylsarcosine) at 37Â°C for 1 min.
!Sample_scan_protocol = Agilent Scanning Protocol
!Sample_scan_protocol = Other: Dried array slides were scanned using the DNA Microarray Scanner (Agilent, Santa Clara, CA).
!Sample_description = No additional information.
!Sample_data_processing = Agilent Data Processing Protocol
!Sample_data_processing = Calculation Method: Raw image files of the arrays were processed using Feature Extraction software 8.1 using default CGH parameters (Agilent, Santa Clara, CA). Spot values were normalized using the default linear-lowess normalization.
!Sample_platform_id = GPL4093
!Sample_contact_name = Xin,Wei,Wang
!Sample_contact_email = xw3u@nih.gov
!Sample_contact_phone = 240-760-6858
!Sample_contact_laboratory = Liver Carcinogenesis Unit
!Sample_contact_department = Laboratory of Human Carcinogenesis
!Sample_contact_institute = National Cancer Institute
!Sample_contact_address = 37 Convent Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892-4255
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM358nnn/GSM358079/suppl/GSM358079.txt.gz
!Sample_series_id = GSE14322
!Sample_data_row_count = 104702
#ID_REF = Agilent ID
#VALUE = normalized log10 ratio (Cy5/Cy3)
#rProcessedSignal = Red Channel Signal (normalized)
#gProcessedSignal = Green Channel Signal (normalized)
!sample_table_begin
ID_REF	VALUE	rProcessedSignal	gProcessedSignal
1	0.056	4504.069	5125.826
2	0.044	4.140495	4.587171
3	0.045	4.113587	4.558666
4	0.009	813.3005	829.5302
5	0.112	1660.674	2148.212
6	-0.072	345.1316	292.3425
7	-0.080	1027.83	854.6955
8	-0.192	754.288	484.6537
9	0.032	3510.151	3778.882
10	-0.115	1241.391	952.1565
11	0.030	2037.188	2181.262
12	-0.152	1187.165	836.6971
13	-0.114	1114.321	856.1479
14	0.064	1079.95	1251.477
15	0.102	1082.689	1367.792
16	0.020	684.6046	717.6472
17	-0.203	929.149	582.4273
18	0.080	1030.863	1240.294
19	0.224	687.9354	1152.666
20	0.065	893.5824	1037.682
!sample_table_end
