^SAMPLE = GSM358029
!Sample_title = LCS-005A
!Sample_geo_accession = GSM358029
!Sample_status = Public on Jan 20 2012
!Sample_submission_date = Jan 07 2009
!Sample_last_update_date = Jan 21 2012
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Promega human genomic DNA - Female
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Gender: female
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Promega Genomic DNA Purification
!Sample_extract_protocol_ch1 = Other: Genomic DNA obtained from multiple anonymous donors was purified by the method described in Sambrook et al. Greater than 90% of the DNA is longer than 50kb in size as measured by pulsed-field gel electrophoresis. (See: http://www.promega.com/)
!Sample_label_ch1 = cy3
!Sample_label_protocol_ch1 = Cy3 Labeling Protocol
!Sample_label_protocol_ch1 = Other: Five micrograms of reference DNA of the opposite gender (human genomic DNA, Promega, San Luis Obispo, CA) were digested with the restriction enzymes AluI and RsaI (10U/uL; Invitrogen, Carlsbad, CA). Digested DNA was purified using QIAprep Spin Miniprep Kit (QIAGEN, Valencia, CA) and labeled using the BioPrime Array CGH Genomic Labeling kit (Invitrogen, Carlsbad, CA) according to the manufacturer's instructions in a volume of 50 Âµl with a modified dNTP mix containing 120 ÂµM each of dATP, dGTP, and dCTP; 60 ÂµM dTTP; and 60 ÂµM Cy3-dUTP (GE Amersham, Piscataway, NJ). Reference DNA was pooled, purified and concentrated to 79 Âµl using Vivaspin 500 concentrator (VS0122, 30k MWCO, Vivascience, Littleton, MA).
!Sample_source_name_ch2 = LCS-005A
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Gender: male
!Sample_characteristics_ch2 = Tissue: liver tumor tissue
!Sample_characteristics_ch2 = Disease state: Hepatocellular carcinoma (HCC)
!Sample_characteristics_ch2 = Individual: 02-407A
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Phenol/Chloroform Extraction Protocol
!Sample_extract_protocol_ch2 = Other: Genomic tumor cell DNA was isolated from microdissected fresh frozen clinical tumor samples using proteinaseK digestion (P2308, Sigma-Aldrich, St. Louis, MO) and subsequent Phenol/Chlororform extraction.
!Sample_label_ch2 = cy5
!Sample_label_protocol_ch2 = Cy5 Labeling Protocol
!Sample_label_protocol_ch2 = Other: Five micrograms of genomic DNA were digested with the restriction enzymes AluI and RsaI (10U/uL; Invitrogen, Carlsbad, CA). Digested DNA was purified using QIAprep Spin Miniprep Kit (QIAGEN, Valencia, CA) and labeled using the BioPrime Array CGH Genomic Labeling kit (Invitrogen, Carlsbad, CA) according to the manufacturer's instructions in a volume of 50 Âµl with a modified dNTP mix containing 120 ÂµM each of dATP, dGTP, and dCTP; 60 ÂµM dTTP; and 60 ÂµM Cy5-dUTP (GE Amersham, Piscataway, NJ). Tumor DNA was pooled, purified and concentrated to 79 Âµl using Vivaspin 500 concentrator (VS0122, 30k MWCO, Vivascience, Littleton, MA).
!Sample_hyb_protocol = Sample Hybridization Protocol
!Sample_hyb_protocol = Other: 25 Âµg Cot-1 DNA (Invitrogen, Carlsbad, CA), 1/10 volume of 10x Blocking Agent (Agilent, Santa Clara, CA) and an equal amount of 2Ã Hybridization Buffer (Agilent, Santa Clara, CA) were added to the labeled genomic DNA, denatured at 95Â°C for 5 min and preincubated at 37Â°C for 30 min in a water bath. Hybridizations were carried out on Human Genome CGH 105A Oligo Microarray glass slides (G4412A, Agilent, Santa Clara, CA). DNA samples were hybridized onto the array for 36~V40 hours at 65Â°C utilizing the DNA Microarray Hybridization Chamber SureHyb and Hybridization Oven (Agilent, Santa Clara, CA). After hybridization arrays were disassembled at room temperature, they were subsequently washed in wash solution 1 (0.5ÃSSPE and 0.005% N-Lauroylsarcosine) at room temperature for 5 min and wash solution 2 (0.1ÃSSPE and 0.005% N-Lauroylsarcosine) at 37Â°C for 1 min.
!Sample_scan_protocol = Agilent Scanning Protocol
!Sample_scan_protocol = Other: Dried array slides were scanned using the DNA Microarray Scanner (Agilent, Santa Clara, CA).
!Sample_description = No additional information.
!Sample_data_processing = Agilent Data Processing Protocol
!Sample_data_processing = Calculation Method: Raw image files of the arrays were processed using Feature Extraction software 8.1 using default CGH parameters (Agilent, Santa Clara, CA). Spot values were normalized using the default linear-lowess normalization.
!Sample_platform_id = GPL4093
!Sample_contact_name = Xin,Wei,Wang
!Sample_contact_email = xw3u@nih.gov
!Sample_contact_phone = 240-760-6858
!Sample_contact_laboratory = Liver Carcinogenesis Unit
!Sample_contact_department = Laboratory of Human Carcinogenesis
!Sample_contact_institute = National Cancer Institute
!Sample_contact_address = 37 Convent Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892-4255
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM358nnn/GSM358029/suppl/GSM358029.txt.gz
!Sample_series_id = GSE14322
!Sample_data_row_count = 104702
#ID_REF = Agilent ID
#VALUE = normalized log10 ratio (Cy5/Cy3)
#rProcessedSignal = Red Channel Signal (normalized)
#gProcessedSignal = Green Channel Signal (normalized)
!sample_table_begin
ID_REF	VALUE	rProcessedSignal	gProcessedSignal
1	0.019	3837.809	4011.5
2	-0.041	6.748878	6.135804
3	-0.041	6.699172	6.090215
4	-0.015	866.8403	836.7368
5	0.245	1490.294	2618.68
6	0.092	319.4292	395.1294
7	0.007	1248.364	1267.853
8	-0.015	764.8944	739.1486
9	0.242	3614.974	6314.264
10	-0.006	1109.672	1095.008
11	0.095	2617.121	3259.026
12	-0.210	1235.927	761.2217
13	0.219	1140.319	1887.411
14	-0.002	1094.339	1088.827
15	-0.044	1190.523	1075.942
16	-0.256	1014.415	562.3264
17	-0.218	1086.511	657.5089
18	-0.032	1255.538	1165.551
19	0.389	718.8315	1758.812
20	0.379	892.7408	2138.145
!sample_table_end
