^SAMPLE = GSM193861
!Sample_title = Case 38, DCIS, Grade NA, CGH experiment
!Sample_geo_accession = GSM193861
!Sample_status = Public on Nov 24 2008
!Sample_submission_date = May 23 2007
!Sample_last_update_date = Nov 18 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Case 38, DCIS, Grade NA, CGH experiment
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Sample Type:DCIS;Grade:NA
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = DCIS foci were isolated from 10 micrometer serial frozen tissue sections by laser capture microdissection (PALM Microlaser Technologies AG, Bernried, Germany), guided by interval sections stained with haematoxylin and eosin. In addition, LCIS and co-existing areas of atypical ductal hyperplasia (ADH), proliferative disease without atypia (PDWA) and benign epithelium were sampled from a proportion of cases. For in situ lesions care was taken to capture pure intraduct cell populations. Benign epithelium samples were lobular tissue collected with intralobular stroma. 
!Sample_extract_protocol_ch1 = 
!Sample_extract_protocol_ch1 = DNA was extracted from laser microdissected material using the QIAamp DNA Micro Kit (Qiagen Inc., Valencia, CA, USA) and quantitated using the PicoGreen dsDNA Quantitation Reagent (Molecular Probes) both according to the manufacturers instructions. Ten nanograms of DNA was amplified using the GenomiPhi DNA Amplification Kit (Amersham Biosciences, Piscataway, NJ, NY) according to the manufacturerâs instructions.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = DNA was labelled with the Bioprime Kit (Invitrogen) using a modified protocol. Briefly, 3 micrograms of amplified test and reference DNA were directly labelled with either Cy3-dUTP or Cy5-dUTP (see Supplementary Methods for detailed description of labelling protocol). Samples were hybridised to the same oligonucleotide microarrays used for gene expression profiling.
!Sample_source_name_ch2 = Promega Normal male genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Promega Normal male DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DCIS foci were isolated from 10 micrometer serial frozen tissue sections by laser capture microdissection (PALM Microlaser Technologies AG, Bernried, Germany), guided by interval sections stained with haematoxylin and eosin. In addition, LCIS and co-existing areas of atypical ductal hyperplasia (ADH), proliferative disease without atypia (PDWA) and benign epithelium were sampled from a proportion of cases. For in situ lesions care was taken to capture pure intraduct cell populations. Benign epithelium samples were lobular tissue collected with intralobular stroma. 
!Sample_extract_protocol_ch2 = 
!Sample_extract_protocol_ch2 = DNA was extracted from laser microdissected material using the QIAamp DNA Micro Kit (Qiagen Inc., Valencia, CA, USA) and quantitated using the PicoGreen dsDNA Quantitation Reagent (Molecular Probes) both according to the manufacturers instructions. Ten nanograms of DNA was amplified using the GenomiPhi DNA Amplification Kit (Amersham Biosciences, Piscataway, NJ, NY) according to the manufacturerâs instructions.
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = DNA was labelled with the Bioprime Kit (Invitrogen) using a modified protocol. Briefly, 3 micrograms of amplified test and reference DNA were directly labelled with either Cy3-dUTP or Cy5-dUTP (see Supplementary Methods for detailed description of labelling protocol). Samples were hybridised to the same oligonucleotide microarrays used for gene expression profiling.
!Sample_hyb_protocol = See label protocol
!Sample_scan_protocol = Agilent scanner
!Sample_description = Case 38, DCIS, Grade NA, CGH experiment
!Sample_data_processing = Median-centered Log2 ratio
!Sample_platform_id = GPL5326
!Sample_contact_name = Sean,,Davis
!Sample_contact_email = sdavis2@mail.nih.gov
!Sample_contact_phone = 301-435-2652
!Sample_contact_laboratory = Genetics Branch
!Sample_contact_institute = National Cancer Institute
!Sample_contact_address = 37 Convent Drive, Room 6138
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM193nnn/GSM193861/suppl/GSM193861.txt.gz
!Sample_series_id = GSE7882
!Sample_data_row_count = 36288
#ID_REF = ID in platform
#Red Intensity = Background-subtracted Red Intensity
#Green Intensity = Background-subtracted Green Intensity
#VALUE = Log2 Ratio
!sample_table_begin
ID_REF	Red Intensity	Green Intensity	VALUE
1	437.2	301.3	0.862265757960353
2	3028.6	1182.6	1.06136619791683
3	1146.5	449.8	0.468386554531715
4	1720.8	1019.1	0.406647700400333
5	4257.5	2265.5	0.00093940327624864
6	965.2	582.4	-0.518459634843419
7	1449.9	648.7	0.149657138459304
8	2339.9	958.1	-0.247739021459157
9	1548.8	694.6	-0.399592731382601
10	874.7	375.1	-1.52113756171318
11	799.7	491.6	-0.848039471783586
12	2309.4	1301.6	-0.338237258343224
13	926.5	404.3	0.0442733301537963
14	1034	321.1	0.761776804666148
15	524.1	386.6	-0.0847354602596155
16	513.6	303	-0.145436261852025
17	429.4	198.4	-0.86658800947225
18	2132.3	903	-1.00026785569325
19	1622.1	843.8	-1.37403966696158
20	482.9	234	-0.285584353060910
!sample_table_end
