^SAMPLE = GSM284824
!Sample_title = Oral102
!Sample_geo_accession = GSM284824
!Sample_status = Public on Jul 01 2009
!Sample_submission_date = Apr 26 2008
!Sample_last_update_date = Feb 20 2009
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Oral_Specimen_102
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Formalin-fixed paraffin-embedded oral specimen.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = All lesions were microdissected, and the dissected tissues were places in sodium dodecyl sulfate/proteinase K at 55Â°C and spiked twice a day for 72 hours with fresh proteinase K. Genomic DNA was extracted with phenol/chloroform and  with ethanol.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = Random prime probe labeling was performed to label sample and reference genomic DNA (250ng each).  Each reaction was labeled with either 2 nmol of cyanine-3 or cyanine-5 dCTP.
!Sample_source_name_ch2 = normal male
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Novagen pooled normal male genomic DNA.
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Purchased genomic DNA.
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = Random prime probe labeling was performed to label sample and reference genomic DNA (250ng each). Each reaction was labeled with either 2 nmol of cyanine-3 or cyanine-5 dCTP.
!Sample_hyb_protocol = Probes were combined, denatured and annealed in a solution containing 100 ug human Cot-1 DNA (Invitrogen) and 48 ul DIG Easy hybridization solution (Roche) containing sheared herring sperm DNA (Sigma-Aldrich) and yeast tRNA (Calbiochem). Probe was denautred at 85Â°C for 5 minutes, and repetitive sequences were blocked at 45Â°C for 1 hour prior to hybridization. The probe mixture was applied to the slide surface and hybridized for 36 hrs at 45Â°C. The arrays were washed 5 times in 0.1X SSC, 0.1% SDS at room temperature with agitation. Each array was then rinsed repeatedly in 0.1X SSC and dried by centrifugation.
!Sample_scan_protocol = A charge-coupled device (CCD) scanner system (ARrayworx eAuto, API, Issaquah, WA) was used to determine the signal intensities of the Cyanine 5/Cyanine3 channels. Arrays were scanned at a 9.75um resolution; exposure times for each image wavelength were usually between 0.2 to 2 sec. Images were analyzed by SoftWoRx Tracker analysis software (Applied Precision, Issaquah, WA, USA).
!Sample_description = N/A
!Sample_data_processing = A three-step normalization procedure [Khojasteh et al. BMC Bioinformatics 6:274, 2005] was performed to each raw data.
!Sample_platform_id = GPL2616
!Sample_contact_name = T,,Buys
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics and Developmental Biology
!Sample_contact_institute = British Columbia Cancer Research Centre
!Sample_contact_address = 675 W.10th Avenue
!Sample_contact_city = Vancouver
!Sample_contact_state = BC
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM284nnn/GSM284824/suppl/GSM284824.txt.gz
!Sample_series_id = GSE11275
!Sample_data_row_count = 53856
#ID_REF = 
#Spot Mean Intensity (w595) = Mean intensity of spot for Cy3 channel
#Spot Mean Intensity (w685) = Mean intensity of spot for Cy5 channel
#Background Median Intensity (w595) = Median signal intensity from area around spot for Cy3 channel
#Background Median Intensity (w685) = Median signal intensity from area around spot for Cy5 channel
#Spot Normalized Intensity (w595) = Locally normalized value for mean intensity of spot for Cy3 channel
#Spot Normalized Intensity (w685) = Locally normalized value for mean intensity of spot for Cy5 channel
#Spot SNR (w595) = Column "Spot Mean Intensity (w595)" divided by column "Background Median Intensity (w595)"
#Spot SNR (w685) = Column "Spot Mean Intensity (w685)" divided by column "Background Median Intensity (w685)"
#Spot Ratio (w595) = Column "Spot Normalized Intensity (w595)" divided by column "Spot Normalized Intensity (w685)"
#Spot Ratio (w685) = Column "Spot Normalized Intensity (w685)" divided by column "Spot Normalized Intensity (w595)"
#Spot Log2 Ratio (w595) = log2 for column labeled "Spot Ratio (595)"
#VALUE = log 2 ratio test/reference (Spot log2 ratio (w595) column following spatial bias normalization)
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	903.936	797.367	246	297	657.936	500.367	45.1995	40.7451	0.954245	1.047908	-0.06756836	-0.010644
2	1556.872	1257.768	260	302	1296.872	955.768	80.995	77.7358	0.9847129	1.015484	-0.02222493	-0.027493
3	1023.104	863.613	247	295	776.104	568.613	56.7223	38.6245	0.9905305	1.00952	-0.01372677	-0.018154
4	1257.475	1016.131	248	295	1009.475	721.131	87.1017	72.6716	1.01589	0.9843202	0.02274358	0.018881
5	1370.884	935.364	260	291	1110.884	644.364	82.6931	47.8691	1.251129	0.7992465	0.3232305	0.31664
6	2190.784	1627.241	252	299	1938.784	1328.241	143.149	97.4832	1.059296	0.9439856	0.08310643	0.058401
7	2064.164	1713.574	254	296	1810.164	1417.574	182.821	162.0411	0.9266959	1.07906	-0.1098322	-0.132317
8	1389.712	1044.797	257	300	1132.712	744.797	92.9219	62.5	1.103689	0.9060165	0.1423338	0.135941
9	1997.586	1478.555	254	300	1743.586	1178.555	135.955	110.5771	1.07364	0.9313743	0.1025101	0.082934
10	1410.529	1246.137	254	296	1156.529	950.137	92.4392	80.2952	0.8833552	1.132003	-0.1789345	-0.115044
11	1596.569	1351.343	258	297	1338.569	1054.343	93.784	86.5435	0.9213479	1.085324	-0.1181821	-0.063134
12	1368.196	1118.925	259	292	1109.196	826.925	78.3531	67.8257	0.9734354	1.027249	-0.03884289	0.023499
13	2340.857	1765.209	257	293	2083.857	1472.209	161.6705	109.0387	1.02722	0.9734632	0.03874478	0.081506
14	1871.5	1394.81	260	294.5	1611.5	1100.31	146.6079	123.9857	1.06287	0.9408118	0.0879651	0.135539
15	1587.321	1271.128	256	296	1331.321	975.128	110.2755	79.2524	0.9908	1.009246	-0.0133343	0.036483
16	1624.91	1309.11	256	299	1368.91	1010.11	117.5628	69.1396	0.9834929	1.016744	-0.02401343	0.023795
17	2048.523	1531.22	256.5	293	1792.023	1238.22	157.4757	108.8938	1.050293	0.9520773	0.07079253	0.110847
18	1646.279	1394.586	249.5	299.5	1396.779	1095.086	98.6184	92.8416	0.9256456	1.080284	-0.1114682	-0.022271
19	1611.845	1375.618	252	297	1359.845	1078.618	97.1346	88.2813	0.9149278	1.092939	-0.1282702	-0.040249
20	1454.577	1212.91	255	294	1199.577	918.91	96.211	87.1334	0.9473709	1.055511	-0.07799879	0.01741
!sample_table_end
