^SAMPLE = GSM284822
!Sample_title = Oral100
!Sample_geo_accession = GSM284822
!Sample_status = Public on Jul 01 2009
!Sample_submission_date = Apr 26 2008
!Sample_last_update_date = Feb 20 2009
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Oral_Specimen_100
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Formalin-fixed paraffin-embedded oral specimen.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = All lesions were microdissected, and the dissected tissues were places in sodium dodecyl sulfate/proteinase K at 55Â°C and spiked twice a day for 72 hours with fresh proteinase K. Genomic DNA was extracted with phenol/chloroform and  with ethanol.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = Random prime probe labeling was performed to label sample and reference genomic DNA (250ng each).  Each reaction was labeled with either 2 nmol of cyanine-3 or cyanine-5 dCTP.
!Sample_source_name_ch2 = Normal male
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Novagen pooled normal male genomic DNA.
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Purchased genomic DNA.
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = Random prime probe labeling was performed to label sample and reference genomic DNA (250ng each). Each reaction was labeled with either 2 nmol of cyanine-3 or cyanine-5 dCTP.
!Sample_hyb_protocol = Probes were combined, denatured and annealed in a solution containing 100 ug human Cot-1 DNA (Invitrogen) and 48 ul DIG Easy hybridization solution (Roche) containing sheared herring sperm DNA (Sigma-Aldrich) and yeast tRNA (Calbiochem). Probe was denautred at 85Â°C for 5 minutes, and repetitive sequences were blocked at 45Â°C for 1 hour prior to hybridization. The probe mixture was applied to the slide surface and hybridized for 36 hrs at 45Â°C. The arrays were washed 5 times in 0.1X SSC, 0.1% SDS at room temperature with agitation. Each array was then rinsed repeatedly in 0.1X SSC and dried by centrifugation.
!Sample_scan_protocol = A charge-coupled device (CCD) scanner system (ARrayworx eAuto, API, Issaquah, WA) was used to determine the signal intensities of the Cyanine 5/Cyanine3 channels. Arrays were scanned at a 9.75um resolution; exposure times for each image wavelength were usually between 0.2 to 2 sec. Images were analyzed by SoftWoRx Tracker analysis software (Applied Precision, Issaquah, WA, USA).
!Sample_description = N/A
!Sample_data_processing = A three-step normalization procedure [Khojasteh et al. BMC Bioinformatics 6:274, 2005] was performed to each raw data.
!Sample_platform_id = GPL2616
!Sample_contact_name = T,,Buys
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics and Developmental Biology
!Sample_contact_institute = British Columbia Cancer Research Centre
!Sample_contact_address = 675 W.10th Avenue
!Sample_contact_city = Vancouver
!Sample_contact_state = BC
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM284nnn/GSM284822/suppl/GSM284822.txt.gz
!Sample_series_id = GSE11275
!Sample_data_row_count = 53856
#ID_REF = 
#Spot Mean Intensity (w595) = Mean intensity of spot for Cy3 channel
#Spot Mean Intensity (w685) = Mean intensity of spot for Cy5 channel
#Background Median Intensity (w595) = Median signal intensity from area around spot for Cy3 channel
#Background Median Intensity (w685) = Median signal intensity from area around spot for Cy5 channel
#Spot Normalized Intensity (w595) = Locally normalized value for mean intensity of spot for Cy3 channel
#Spot Normalized Intensity (w685) = Locally normalized value for mean intensity of spot for Cy5 channel
#Spot SNR (w595) = Column "Spot Mean Intensity (w595)" divided by column "Background Median Intensity (w595)"
#Spot SNR (w685) = Column "Spot Mean Intensity (w685)" divided by column "Background Median Intensity (w685)"
#Spot Ratio (w595) = Column "Spot Normalized Intensity (w595)" divided by column "Spot Normalized Intensity (w685)"
#Spot Ratio (w685) = Column "Spot Normalized Intensity (w685)" divided by column "Spot Normalized Intensity (w595)"
#Spot Log2 Ratio (w595) = log2 for column labeled "Spot Ratio (595)"
#VALUE = log 2 ratio test/reference (Spot log2 ratio (w595) column following spatial bias normalization)
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	1136.704	956.167	312	280	824.704	676.167	55.6606	51.9971	1.078351	0.9272687	0.1088271	0.148396
2	2195.107	1966.932	316	278	1879.107	1688.932	98.9005	146.5967	0.9836833	1.016507	-0.02373412	0.019518
3	1534.742	1344.472	303	278	1231.742	1066.472	58.5306	87.1479	1.021142	0.9792184	0.03018376	0.063328
4	1538.213	1444.537	314	274	1224.213	1170.537	64.2798	96.7708	0.9246724	1.081379	-0.1129858	-0.084787
5	2396	1869.63	309	274	2087	1595.63	139.0894	140.0559	1.156396	0.8646879	0.2096349	0.237278
6	2574.258	2207.217	314	277.5	2260.258	1929.717	99.2973	199.0183	1.035572	0.9655734	0.05042854	0.069945
7	1584.722	1601.928	316	275	1268.722	1326.928	60.5384	119.6832	0.8453472	1.182853	-0.2423842	-0.217753
8	1455.684	1298.776	313	273.5	1142.684	1025.276	63.7486	55.2996	0.9853749	1.014762	-0.02125536	-0.001043
9	2769.105	2166.305	308	280	2461.105	1886.305	157.8345	124.3199	1.153544	0.8668252	0.2060735	0.218866
10	1428.957	1387.029	308.5	274.5	1120.457	1112.529	83.5914	88.4079	0.8904307	1.122964	-0.1674248	-0.071223
11	2410.74	2061.493	313	275	2097.74	1786.493	146.8817	121.9838	1.038165	0.9631624	0.05403546	0.140574
12	1497.188	1318.536	316	278.5	1181.188	1040.036	67.0829	82.9889	1.004123	0.9958159	0.005935373	0.085834
13	3045.615	2449.662	316	282	2729.615	2167.662	167.5643	172.3858	1.113335	0.8981312	0.1548883	0.207497
14	2322.603	2161.671	315	279	2007.603	1882.671	118.8333	153.7083	0.9427995	1.060587	-0.08497702	-0.009794
15	2536.325	2148.221	309	277.5	2227.325	1870.721	126.6516	132.3966	1.052666	0.9498941	0.07404786	0.141587
16	1791.29	1782.652	313.5	277	1477.79	1505.652	89.8405	111.3052	0.8677688	1.15229	-0.2046174	-0.125364
17	2303	2220.208	317	277	1986	1943.208	117.6295	156.4092	0.9035994	1.106598	-0.1462447	-0.080876
18	1211.203	1086.228	307	275	904.203	811.228	53.3073	55.0431	0.9854597	1.014675	-0.0211312	0.010237
19	1205.338	1229.247	303	273	902.338	956.247	62.3651	72.2726	0.8342864	1.198535	-0.2613854	-0.199038
20	1365.852	1266.614	300.5	272.5	1065.352	994.114	86.014	84.5205	0.9474871	1.05534	-0.07782196	-0.012374
!sample_table_end
